"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"0037171","11501",31,0,5,"04",27897
"0037172","11615",97,0,2,"02",47038
"0037173","11706",15,0,1,"02",7191
"0037174","11705",6,0,2,"02",20880
"0037175","11614",4,0,1,"02",36540
"0037176","11704",22,0,1,"02",87000
"0037177","11613",22,0,2,"01",293480
"0037178","11502",14,0,2,"02",46400
"0037179","11603",62,0,2,"07",35380
"0037180","11504",27,0,2,"02",39150
"0037181","11801",3,0,4,"02",37700
"0037182","11603",12,0,2,"04",69020
"0037183","11701",26,0,1,"01",5916
"0037184","11616",20,0,4,"01",49880
"0037185","11705",70,0,4,"02",71899
"0037186","11601",15,0,2,"02",78305
"0037187","11506",25,0,3,"02",101500
"0037188","11704",14,0,2,"04",869
"0037189","11608",2,0,2,"02",260999
"0037190","11601",15,0,2,"08",81200
"0037191","11706",24,0,4,"01",103820
"0037192","11608",9,0,4,"02",162400
"0037193","11615",12,0,2,"01",43500
"0037194","11702",9,0,1,"02",60551
"0037195","11613",27,0,1,"08",18560
"0037196","11613",12,0,2,"02",71224
"0037197","11801",14,0,1,"02",18792
"0037198","11604",28,0,1,"09",5568
"0037199","11702",97,0,2,"07",40774
"0037200","11701",68,0,5,"02",113099
"0037201","11702",43,0,3,"07",26100
"0037202","11505",5,0,2,"02",59159
"0037203","11615",74,0,4,"02",45704
"0037204","11701",5,0,2,"02",82244
"0037205","11802",12,0,2,"02",69025
"0037206","11504",13,0,3,"02",66700
"0037207","11705",16,0,2,"02",24940
"0037208","11601",31,0,2,"05",26639
"0037209","11701",22,0,4,"02",72790
"0037210","11606",12,0,5,"02",66270
"0037211","11601",27,0,2,"07",41180
"0037212","11802",14,0,2,"02",45820
"0037213","11703",22,0,1,"04",0
"0037214","11501",17,0,3,"03",45240
"0037215","11706",24,0,1,"01",17110
"0037216","11802",19,0,2,"02",67864
"0037217","11610",29,0,2,"02",102660
"0037218","11601",21,0,2,"02",82360
"0037219","11705",20,0,2,"02",18560
"0037220","11602",69,0,2,"05",60899
"0037221","11608",14,0,2,"02",4756
"0037222","11602",8,0,2,"02",37717
"0037223","11603",20,0,3,"07",61334
"0037224","11706",26,0,2,"06",22040
"0037225","11505",22,0,2,"02",84680
"0037226","11802",22,0,2,"02",6264
"0037227","11705",0,1,1,"  ",0
"0037228","11609",24,0,3,"02",206770
"0037229","11609",24,0,3,"09",17400
"0037230","11607",29,0,2,"02",90828
"0037231","11501",29,0,4,"02",92394
"0037232","11702",20,0,1,"03",56549
"0037233","11603",15,0,1,"09",5185
"0037234","11701",23,0,2,"02",34800
"0037235","11603",28,0,1,"05",13281
"0037236","11605",25,0,1,"02",22910
"0037237","11501",36,0,1,"08",1739
"0037238","11502",10,0,2,"05",23200
"0037239","11615",26,0,5,"02",65656
"0037240","11604",23,0,4,"02",25636
"0037241","11609",27,0,2,"02",142158
"0037242","11612",0,1,1,"  ",0
"0037243","11616",13,0,1,"02",87000
"0037244","11602",25,0,1,"09",4524
"0037245","11612",26,0,1,"02",30449
"0037246","11606",14,0,1,"02",4640
"0037247","11505",6,0,1,"02",2900
"0037248","11613",40,0,5,"02",33060
"0037249","11506",22,0,4,"02",55099
"0037250","11706",23,0,2,"02",23200
"0037251","11706",22,0,2,"02",53649
"0037252","11503",30,0,2,"06",21576
"0037253","11703",22,0,4,"02",72500
"0037254","11501",0,1,1,"  ",0
"0037255","11802",22,0,1,"02",37700
"0037256","11611",14,0,2,"02",51098
"0037257","11802",14,0,1,"02",18560
"0037258","11607",0,1,1,"  ",0
"0037259","11703",8,0,1,"02",42746
"0037260","11706",19,0,1,"09",23316
"0037261","11615",52,0,1,"02",34104
"0037262","11606",0,1,1,"  ",0
"0037263","11501",14,0,3,"02",60899
"0037264","11703",18,0,1,"06",55099
"0037265","11605",56,0,5,"02",42920
"0037266","11608",14,0,4,"09",28999
"0037267","11705",16,0,2,"02",44660
"0037268","11603",29,0,1,"09",24940
"0037269","11505",13,0,1,"01",12238
"0037270","11802",13,0,11,"03",62558
"0037271","11702",25,0,1,"07",45820
"0037272","11701",17,0,1,"02",5800
"0037273","11602",15,0,2,"02",68440
"0037274","11802",25,0,1,"01",26100
"0037275","11506",23,0,2,"01",35728
"0037276","11612",18,0,3,"02",66932
"0037277","11705",14,0,1,"02",28999
"0037278","11706",20,0,4,"02",60609
"0037279","11601",15,0,4,"02",135604
"0037280","11507",32,0,7,"02",119073
"0037281","11705",16,0,1,"02",69600
"0037282","11705",15,0,2,"02",33930
"0037283","11705",23,0,3,"02",0
"0037284","11607",11,0,3,"02",192792
"0037285","11802",13,0,2,"01",27259
"0037286","11607",8,0,3,"03",142680
"0037287","11507",14,0,2,"02",55273
"0037288","11504",13,0,1,"02",19372
"0037289","11506",24,0,3,"02",23200
"0037290","11701",19,0,1,"09",62060
"0037291","11801",22,0,2,"02",113099
"0037292","11602",13,0,4,"02",85271
"0037293","11703",19,0,2,"06",54751
"0037294","11505",5,0,5,"02",100572
"0037295","11614",30,0,2,"02",54519
"0037296","11802",12,0,2,"02",87580
"0037297","11702",19,0,2,"07",29347
"0037298","11504",24,0,1,"05",9396
"0037299","11506",24,0,1,"02",5
"0037300","11502",16,0,5,"02",100746
"0037301","11612",17,0,2,"01",4059
"0037302","11702",15,0,1,"02",32944
"0037303","11703",17,0,2,"02",227359
"0037304","11506",22,0,3,"05",13919
"0037305","11609",16,0,5,"02",248703
"0037306","11605",16,0,3,"02",16228
"0037307","11612",15,0,2,"02",39938
"0037308","11602",22,0,2,"06",40600
"0037309","11503",7,0,2,"05",20996
"0037310","11802",13,0,2,"02",75690
"0037311","11706",27,0,3,"01",81200
"0037312","11603",20,0,2,"02",121422
"0037313","11504",13,0,3,"06",44660
"0037314","11504",12,0,5,"05",278400
"0037315","11602",13,0,2,"02",10440
"0037316","11503",11,0,3,"01",3479
"0037317","11703",7,0,1,"02",6669
"0037318","11611",49,0,2,"08",43210
"0037319","11614",22,0,4,"04",1223
"0037320","11706",17,0,2,"02",63799
"0037321","11502",23,0,3,"02",25827
"0037322","11608",22,0,2,"02",136300
"0037323","11501",47,0,1,"02",12702
"0037324","11602",15,0,1,"09",33060
"0037325","11503",20,0,2,"06",18328
"0037326","11504",0,1,1,"  ",0
"0037327","11504",55,0,7,"02",31899
"0037328","11802",13,0,4,"01",11310
"0037329","11603",25,0,1,"08",0
"0037330","11615",41,0,1,"01",22620
"0037331","11705",15,0,4,"02",37700
"0037332","11614",12,0,3,"02",56375
"0037333","11705",24,0,1,"05",18560
"0037334","11502",14,0,1,"08",40600
"0037335","11608",15,0,1,"09",27839
"0037336","11612",17,0,4,"01",52200
"0037337","11706",14,0,4,"02",61769
"0037338","11603",0,1,1,"  ",0
"0037339","11703",23,0,2,"02",104400
"0037340","11503",23,0,3,"02",59159
"0037341","11601",23,0,2,"04",60319
"0037342","11504",19,0,4,"02",31493
"0037343","11613",13,0,2,"02",69252
"0037344","11801",14,0,2,"02",33002
"0037345","11613",14,0,4,"02",69078
"0037346","11505",13,0,2,"06",11600
"0037347","11504",24,0,1,"05",16239
"0037348","11611",71,0,8,"02",64959
"0037349","11608",12,0,2,"09",31377
"0037350","11502",0,1,1,"  ",0
"0037351","11615",15,0,2,"02",15659
"0037352","11612",28,0,4,"04",96860
"0037353","11706",23,0,2,"02",34220
"0037354","11606",16,0,2,"02",80620
"0037355","11703",24,0,2,"07",36540
"0037356","11706",21,0,4,"02",179804
"0037357","11607",25,0,1,"06",16472
"0037358","11502",15,0,2,"02",34104
"0037359","11503",28,0,2,"09",15311
"0037360","11703",14,0,5,"02",52026
"0037361","11706",13,0,2,"02",23142
"0037362","11611",15,0,2,"02",60899
"0037363","11503",10,0,4,"06",12296
"0037364","11607",28,0,4,"02",75400
"0037365","11602",9,0,1,"02",17864
"0037366","11802",13,0,2,"03",66816
"0037367","11601",13,0,5,"02",78068
"0037368","11505",105,0,4,"07",28999
"0037369","11609",18,0,2,"02",150800
"0037370","11606",21,0,1,"02",41760
"0037371","11611",13,0,4,"02",111939
"0037372","11605",21,0,5,"02",165833
"0037373","11703",56,0,3,"09",3074
"0037374","11605",34,0,1,"09",6090
"0037375","11504",0,1,1,"  ",0
"0037376","11601",12,0,1,"08",22446
"0037377","11603",22,0,3,"02",146740
"0037378","11601",26,0,4,"02",8816
"0037379","11604",24,0,2,"03",17400
"0037380","11705",14,0,1,"02",4059
"0037381","11503",12,0,2,"03",31899
"0037382","11503",23,0,3,"08",22040
"0037383","11502",25,0,5,"02",41540
"0037384","11802",11,0,2,"02",99760
"0037385","11802",15,0,3,"05",53359
"0037386","11606",28,0,2,"07",69600
"0037387","11607",15,0,3,"02",147900
"0037388","11601",26,0,3,"03",68266
"0037389","11607",28,0,1,"09",8700
"0037390","11704",13,0,2,"02",14615
"0037391","11610",17,0,4,"02",19778
"0037392","11605",16,0,3,"02",40310
"0037393","11705",13,0,6,"02",61305
"0037394","11604",11,0,2,"09",0
"0037395","11703",33,0,4,"02",6380
"0037396","11701",15,0,4,"02",45820
"0037397","11502",55,0,4,"02",25520
"0037398","11802",0,1,1,"  ",0
"0037399","11610",25,0,1,"06",32479
"0037400","11704",23,0,3,"09",10092
"0037401","11615",14,0,4,"01",132762
"0037402","11610",27,0,3,"02",103274
"0037403","11502",25,0,5,"02",57999
"0037404","11507",13,0,2,"02",53359
"0037405","11802",20,0,3,"02",36296
"0037406","11608",13,0,3,"02",74356
"0037407","11612",15,0,2,"06",13571
"0037408","11506",14,0,3,"02",77662
"0037409","11702",13,0,2,"02",83520
"0037410","11603",25,0,1,"09",18009
"0037411","11601",16,0,1,"07",50460
"0037412","11702",13,0,2,"02",33988
"0037413","11705",14,0,2,"02",12354
"0037414","11502",16,0,2,"02",89146
"0037415","11701",20,0,1,"02",40600
"0037416","11608",23,0,2,"02",69600
"0037417","11705",0,1,1,"  ",0
"0037418","11505",4,0,3,"02",80272
"0037419","11612",13,0,2,"05",8061
"0037420","11505",16,0,3,"05",25520
"0037421","11703",15,0,4,"02",67280
"0037422","11601",16,0,3,"02",29579
"0037423","11701",13,0,3,"02",573910
"0037424","11706",13,0,1,"04",60899
"0037425","11614",62,0,2,"02",15311
"0037426","11702",20,0,3,"09",90480
"0037427","11706",13,0,3,"02",69849
"0037428","11502",7,0,1,"02",45472
"0037429","11501",24,0,2,"02",45878
"0037430","11604",24,0,4,"02",119247
"0037431","11612",16,0,2,"09",52142
"0037432","11801",4,0,2,"02",38048
"0037433","11504",61,0,3,"06",45240
"0037434","11502",14,0,3,"01",7539
"0037435","11703",12,0,3,"02",104069
"0037436","11616",16,0,3,"02",258679
"0037437","11613",13,0,6,"02",39092
"0037438","11802",22,0,2,"02",117217
"0037439","11601",15,0,2,"05",61479
"0037440","11701",25,0,2,"02",49300
"0037441","11703",27,0,2,"02",37700
"0037442","11701",80,0,2,"06",38280
"0037443","11609",14,0,3,"02",145000
"0037444","11603",15,0,4,"02",55679
"0037445","11601",14,0,3,"02",59159
"0037446","11501",16,0,3,"02",97266
"0037447","11505",13,0,2,"02",50460
"0037448","11704",13,0,1,"02",57999
"0037449","11614",15,0,2,"02",75980
"0037450","11801",37,0,5,"02",67222
"0037451","11704",14,0,1,"02",62494
"0037452","11608",14,0,4,"02",174116
"0037453","11503",58,0,5,"02",25578
"0037454","11611",8,0,2,"02",98600
"0037455","11613",0,1,1,"  ",0
"0037456","11604",15,0,2,"04",37700
"0037457","11801",4,0,2,"02",85086
"0037458","11603",37,0,2,"08",87580
"0037459","11601",23,0,1,"07",53359
"0037460","11706",11,0,4,"01",18560
"0037461","11603",17,0,1,"08",15079
"0037462","11501",19,0,2,"02",44660
"0037463","11605",30,0,4,"02",86495
"0037464","11608",13,0,2,"02",57651
"0037465","11801",22,0,1,"09",6554
"0037466","11616",51,0,2,"06",14499
"0037467","11501",38,0,1,"09",11078
"0037468","11611",13,0,4,"02",130499
"0037469","11704",18,0,2,"02",132263
"0037470","11605",14,0,5,"02",82713
"0037471","11503",18,0,4,"02",95120
"0037472","11606",14,0,2,"03",61189
"0037473","11501",27,0,1,"04",12760
"0037474","11614",13,0,7,"02",51562
"0037475","11609",14,0,4,"02",14731
"0037476","11706",14,0,2,"02",24302
"0037477","11610",15,0,2,"02",55273
"0037478","11608",14,0,2,"02",150800
"0037479","11614",23,0,2,"02",79576
"0037480","11502",46,0,3,"02",26795
"0037481","11801",16,0,2,"02",67976
"0037482","11609",20,0,2,"07",47560
"0037483","11701",14,0,1,"06",17400
"0037484","11704",7,0,2,"02",94888
"0037485","11615",20,0,1,"02",44660
"0037486","11502",14,0,1,"02",54519
"0037487","11506",42,0,1,"02",37700
"0037488","11602",24,0,5,"02",42920
"0037489","11702",21,0,2,"09",89784
"0037490","11505",6,0,1,"04",17168
"0037491","11616",14,0,4,"02",396140
"0037492","11614",3,0,1,"07",28999
"0037493","11504",24,0,2,"02",56723
"0037494","11701",12,0,2,"02",40658
"0037495","11502",11,0,3,"02",14499
"0037496","11703",11,0,4,"01",50941
"0037497","11607",26,0,4,"02",62175
"0037498","11502",0,1,1,"  ",0
"0037499","11602",41,0,2,"02",56839
"0037500","11802",13,0,1,"02",26100
"0037501","11702",12,0,2,"02",54809
"0037502","11503",13,0,1,"02",38367
"0037503","11703",18,0,4,"02",167446
"0037504","11615",14,0,2,"02",54519
"0037505","11706",15,0,1,"02",21286
"0037506","11608",16,0,1,"02",116579
"0037507","11614",23,0,1,"02",42920
"0037508","11802",25,0,2,"02",80910
"0037509","11505",24,0,2,"02",72500
"0037510","11702",25,0,2,"02",30797
"0037511","11502",13,0,2,"02",98252
"0037512","11605",81,0,4,"02",102660
"0037513","11802",18,0,4,"02",40600
"0037514","11704",30,0,4,"02",80794
"0037515","11603",22,0,2,"09",91060
"0037516","11506",14,0,1,"02",9686
"0037517","11507",11,0,3,"02",53069
"0037518","11506",36,0,2,"02",52200
"0037519","11606",14,0,3,"02",64959
"0037520","11601",0,1,1,"  ",0
"0037521","11602",7,0,1,"09",7365
"0037522","11614",70,0,2,"02",37700
"0037523","11601",14,0,4,"02",55117
"0037524","11802",14,0,2,"02",79866
"0037525","11704",26,0,4,"02",107317
"0037526","11605",22,0,2,"04",8990
"0037527","11602",15,0,1,"02",53765
"0037528","11701",14,0,2,"08",38825
"0037529","11704",27,0,6,"02",69832
"0037530","11501",0,1,1,"  ",0
"0037531","11601",40,0,2,"09",42363
"0037532","11602",17,0,4,"02",227359
"0037533","11601",14,0,2,"02",52084
"0037534","11702",17,0,5,"02",46400
"0037535","11702",15,0,4,"02",52200
"0037536","11802",21,0,1,"07",26563
"0037537","11606",22,0,4,"02",60551
"0037538","11701",26,0,2,"02",28419
"0037539","11602",23,0,3,"02",30507
"0037540","11612",27,0,4,"02",47560
"0037541","11603",30,0,1,"08",255199
"0037542","11501",13,0,1,"09",8236
"0037543","11609",38,0,2,"02",47902
"0037544","11605",24,0,2,"02",78880
"0037545","11704",29,0,2,"08",110779
"0037546","11608",15,0,3,"02",70412
"0037547","11704",8,0,4,"02",38860
"0037548","11505",5,0,4,"05",24139
"0037549","11701",30,0,3,"02",34800
"0037550","11611",27,0,2,"06",18212
"0037551","11611",26,0,1,"02",46400
"0037552","11503",48,0,1,"06",15659
"0037553","11705",15,0,2,"02",88160
"0037554","11802",18,0,4,"05",27549
"0037555","11505",6,0,1,"06",43384
"0037556","11701",28,0,4,"03",31899
"0037557","11605",15,0,1,"04",57999
"0037558","11501",12,0,1,"02",0
"0037559","11616",31,0,4,"02",75400
"0037560","11609",43,0,4,"02",359600
"0037561","11604",15,0,2,"02",72500
"0037562","11507",14,0,2,"02",76734
"0037563","11706",12,0,3,"02",28013
"0037564","11609",27,0,2,"03",52258
"0037565","11703",14,0,2,"02",25172
"0037566","11802",12,0,1,"02",34568
"0037567","11801",13,0,1,"02",18792
"0037568","11505",4,0,2,"03",99180
"0037569","11610",70,0,9,"02",41934
"0037570","11801",13,0,2,"02",43123
"0037571","11501",23,0,4,"07",8700
"0037572","11706",13,0,1,"02",7017
"0037573","11616",12,0,2,"02",101210
"0037574","11615",27,0,2,"02",38628
"0037575","11505",37,0,3,"08",22620
"0037576","11706",25,0,4,"02",55679
"0037577","11702",16,0,5,"02",117217
"0037578","11703",16,0,1,"02",45994
"0037579","11613",20,0,1,"03",42409
"0037580","11609",39,0,4,"02",117449
"0037581","11603",29,0,1,"08",23200
"0037582","11602",22,0,1,"07",1855
"0037583","11504",14,0,3,"02",27839
"0037584","11506",14,0,2,"02",67454
"0037585","11501",14,0,2,"02",140365
"0037586","11505",7,0,3,"02",79228
"0037587","11501",5,0,5,"03",348
"0037588","11502",24,0,1,"09",27839
"0037589","11703",16,0,3,"04",48720
"0037590","11602",15,0,1,"07",15915
"0037591","11615",19,0,3,"02",62059
"0037592","11701",34,0,5,"02",145000
"0037593","11607",25,0,1,"03",63799
"0037594","11701",23,0,1,"02",33077
"0037595","11611",0,1,1,"  ",0
"0037596","11605",90,0,1,"02",8700
"0037597","11604",27,0,2,"09",78880
"0037598","11605",9,0,1,"05",55732
"0037599","11701",27,0,1,"07",52200
"0037600","11802",24,0,3,"01",34452
"0037601","11601",22,0,2,"02",50460
"0037602","11502",12,0,1,"07",1392
"0037603","11702",12,0,6,"02",95642
"0037604","11704",22,0,1,"02",52200
"0037605","11605",14,0,2,"02",117217
"0037606","11615",16,0,2,"02",98136
"0037607","11603",0,1,1,"  ",0
"0037608","11802",85,0,1,"06",10440
"0037609","11614",7,0,1,"02",23200
"0037610","11606",25,0,3,"02",55146
"0037611","11607",15,0,2,"02",81780
"0037612","11507",12,0,3,"02",13281
"0037613","11802",12,0,4,"02",53359
"0037614","11502",7,0,1,"02",29927
"0037615","11615",56,0,3,"02",28999
"0037616","11603",14,0,1,"02",69600
"0037617","11702",24,0,1,"09",28999
"0037618","11611",13,0,5,"02",36192
"0037619","11615",13,0,4,"02",81780
"0037620","11614",4,0,4,"01",40600
"0037621","11602",20,0,2,"08",38860
"0037622","11505",13,0,5,"02",92220
"0037623","11702",13,0,1,"03",17806
"0037624","11607",27,0,2,"07",92956
"0037625","11615",15,0,2,"02",99296
"0037626","11613",14,0,2,"06",51214
"0037627","11501",72,0,2,"07",5104
"0037628","11802",13,0,2,"08",15659
"0037629","11605",20,0,2,"02",26505
"0037630","11802",35,0,2,"05",40020
"0037631","11507",12,0,3,"02",53475
"0037632","11705",7,0,4,"02",35960
"0037633","11505",14,0,2,"01",43906
"0037634","11611",46,0,3,"07",16820
"0037635","11604",32,0,1,"09",5394
"0037636","11603",23,0,4,"02",72500
"0037637","11607",19,0,2,"03",40600
"0037638","11604",23,0,4,"02",255663
"0037639","11704",9,0,2,"02",122495
"0037640","11502",21,0,2,"01",11252
"0037641","11603",49,0,1,"09",31899
"0037642","11702",22,0,1,"07",11890
"0037643","11503",31,0,2,"05",27143
"0037644","11613",18,0,8,"03",121799
"0037645","11505",15,0,3,"09",38338
"0037646","11504",20,0,3,"02",51214
"0037647","11801",25,0,2,"05",31551
"0037648","11614",0,1,1,"  ",0
"0037649","11703",22,0,2,"01",32944
"0037650","11614",4,0,1,"08",26100
"0037651","11603",32,0,1,"05",47444
"0037652","11704",18,0,2,"02",63509
"0037653","11610",11,0,1,"02",12528
"0037654","11604",22,0,3,"02",45820
"0037655","11501",8,0,1,"02",25746
"0037656","11603",25,0,2,"02",127599
"0037657","11801",10,0,2,"05",5185
"0037658","11606",16,0,1,"02",34800
"0037659","11801",3,0,2,"02",33988
"0037660","11607",30,0,2,"09",20300
"0037661","11506",14,0,1,"01",36725
"0037662","11603",14,0,1,"09",60000
"0037663","11507",11,0,2,"02",38628
"0037664","11801",27,0,1,"02",6264
"0037665","11505",5,0,2,"04",58376
"0037666","11702",23,0,1,"02",20300
"0037667","11614",12,0,2,"02",27955
"0037668","11703",12,0,2,"02",33466
"0037669","11604",24,0,2,"02",274920
"0037670","11802",26,0,3,"09",25288
"0037671","11603",73,0,1,"09",12528
"0037672","11705",16,0,4,"02",40600
"0037673","11602",27,0,1,"02",30159
"0037674","11603",87,0,5,"02",96819
"0037675","11607",0,1,1,"  ",0
"0037676","11615",14,0,1,"02",15944
"0037677","11609",23,0,2,"04",40600
"0037678","11609",9,0,1,"01",6380
"0037679","11609",19,0,3,"02",89900
"0037680","11610",11,0,3,"02",32421
"0037681","11607",17,0,2,"02",373520
"0037682","11612",98,0,3,"02",32595
"0037683","11505",65,0,4,"02",37468
"0037684","11612",24,0,4,"02",85086
"0037685","11605",23,0,5,"02",95700
"0037686","11704",17,0,2,"02",62059
"0037687","11706",15,0,3,"06",49822
"0037688","11506",24,0,5,"07",33640
"0037689","11504",29,0,4,"02",69890
"0037690","11502",11,0,1,"03",145580
"0037691","11503",22,0,2,"04",51040
"0037692","11706",6,0,2,"02",19024
"0037693","11505",24,0,3,"02",17516
"0037694","11615",84,0,3,"02",22968
"0037695","11701",12,0,4,"02",20474
"0037696","11613",30,0,9,"02",50402
"0037697","11604",28,0,1,"09",4814
"0037698","11701",14,0,3,"02",256591
"0037699","11605",14,0,2,"02",26679
"0037700","11606",16,0,4,"02",70934
"0037701","11801",29,0,6,"02",68208
"0037702","11507",14,0,6,"02",330600
"0037703","11502",25,0,1,"06",23026
"0037704","11703",22,0,2,"02",31899
"0037705","11608",8,0,1,"02",255199
"0037706","11606",32,0,1,"03",37700
"0037707","11705",23,0,2,"02",42920
"0037708","11609",25,0,2,"02",171100
"0037709","11610",17,0,4,"02",84970
"0037710","11701",24,0,3,"02",59739
"0037711","11801",18,0,4,"02",18038
"0037712","11604",24,0,3,"02",55215
"0037713","11501",19,0,1,"09",23548
"0037714","11801",25,0,1,"01",11368
"0037715","11503",12,0,1,"02",18270
"0037716","11613",17,0,2,"09",5974
"0037717","11503",22,0,2,"02",38860
"0037718","11607",26,0,4,"02",156948
"0037719","11611",23,0,1,"09",52200
"0037720","11507",47,0,4,"02",43152
"0037721","11701",13,0,4,"02",53388
"0037722","11603",26,0,2,"09",220399
"0037723","11503",29,0,5,"08",12760
"0037724","11507",10,0,3,"02",20590
"0037725","11705",0,1,1,"  ",0
"0037726","11603",45,0,1,"09",4872
"0037727","11613",41,0,1,"03",31899
"0037728","11505",15,0,1,"06",23200
"0037729","11609",12,0,2,"02",27723
"0037730","11610",14,0,2,"06",27955
"0037731","11604",14,0,4,"02",104400
"0037732","11605",15,0,1,"07",24824
"0037733","11608",28,0,2,"09",75400
"0037734","11706",25,0,1,"02",10150
"0037735","11601",0,1,1,"  ",0
"0037736","11703",21,0,3,"02",120813
"0037737","11706",45,0,4,"02",84680
"0037738","11601",23,0,3,"02",82360
"0037739","11611",49,0,2,"02",40832
"0037740","11607",24,0,2,"02",146160
"0037741","11615",17,0,2,"02",63799
"0037742","11604",11,0,3,"02",65307
"0037743","11603",149,0,2,"09",80040
"0037744","11705",9,0,2,"02",12760
"0037745","11607",13,0,2,"02",58434
"0037746","11615",26,0,4,"02",49532
"0037747","11603",30,0,2,"06",31783
"0037748","11605",14,0,1,"02",23495
"0037749","11502",4,0,1,"02",7191
"0037750","11703",20,0,1,"02",13977
"0037751","11601",22,0,1,"09",20764
"0037752","11507",46,0,2,"02",63219
"0037753","11609",24,0,1,"02",40020
"0037754","11801",12,0,2,"02",57999
"0037755","11501",20,0,3,"05",24360
"0037756","11602",15,0,4,"02",33060
"0037757","11614",35,0,2,"03",48140
"0037758","11703",22,0,3,"08",79779
"0037759","11601",26,0,3,"02",22040
"0037760","11502",13,0,1,"08",12760
"0037761","11706",10,0,2,"02",33060
"0037762","11601",23,0,2,"02",114259
"0037763","11610",69,0,3,"02",31319
"0037764","11608",22,0,3,"08",48720
"0037765","11801",22,0,3,"01",17980
"0037766","11505",4,0,1,"02",22330
"0037767","11608",16,0,3,"02",47212
"0037768","11609",15,0,3,"02",113389
"0037769","11801",4,0,4,"02",27114
"0037770","11609",25,0,4,"02",127599
"0037771","11605",40,0,2,"02",57419
"0037772","11502",15,0,2,"02",26100
"0037773","11705",40,0,2,"02",52200
"0037774","11502",15,0,3,"02",264770
"0037775","11802",0,1,1,"  ",0
"0037776","11613",41,0,4,"02",16820
"0037777","11701",12,0,2,"02",89180
"0037778","11701",14,0,4,"02",145145
"0037779","11606",12,0,1,"02",30623
"0037780","11502",15,0,3,"02",154570
"0037781","11801",23,0,1,"02",7951
"0037782","11607",27,0,1,"02",48720
"0037783","11608",11,0,4,"02",272600
"0037784","11616",7,0,2,"02",112287
"0037785","11609",12,0,5,"02",87000
"0037786","11706",7,0,4,"02",51968
"0037787","11801",12,0,3,"02",125859
"0037788","11503",12,0,1,"02",43500
"0037789","11611",0,1,1,"  ",0
"0037790","11706",14,0,2,"02",66700
"0037791","11801",14,0,2,"02",61421
"0037792","11702",15,0,2,"03",58637
"0037793","11609",33,0,2,"03",78300
"0037794","11501",24,0,1,"02",60319
"0037795","11612",14,0,5,"01",14963
"0037796","11606",23,0,4,"03",58579
"0037797","11610",121,0,2,"06",34510
"0037798","11601",22,0,3,"02",132936
"0037799","11507",14,0,3,"02",58040
"0037800","11701",21,0,1,"02",38280
"0037801","11706",6,0,4,"01",46980
"0037802","11701",52,0,2,"02",34800
"0037803","11501",29,0,6,"02",31899
"0037804","11505",4,0,1,"02",9048
"0037805","11704",23,0,2,"02",52200
"0037806","11802",14,0,4,"02",64669
"0037807","11504",21,0,2,"02",67396
"0037808","11706",17,0,1,"01",12586
"0037809","11606",18,0,3,"02",290580
"0037810","11705",14,0,5,"02",93264
"0037811","11606",13,0,2,"02",104678
"0037812","11703",35,0,1,"01",10788
"0037813","11611",22,0,3,"02",154802
"0037814","11706",14,0,1,"01",47577
"0037815","11503",10,0,2,"05",10440
"0037816","11605",29,0,3,"02",53881
"0037817","11703",19,0,1,"07",8294
"0037818","11505",11,0,1,"01",13108
"0037819","11606",67,0,2,"02",43500
"0037820","11603",24,0,3,"02",103820
"0037821","11610",22,0,4,"02",26621
"0037822","11607",20,0,4,"02",49358
"0037823","11609",23,0,2,"07",44080
"0037824","11801",16,0,5,"02",109677
"0037825","11610",24,0,1,"05",10788
"0037826","11701",11,0,2,"03",21866
"0037827","11609",24,0,2,"03",172840
"0037828","11608",9,0,2,"02",182700
"0037829","11506",16,0,4,"02",98948
"0037830","11612",14,0,1,"06",985
"0037831","11613",17,0,4,"02",52200
"0037832","11607",35,0,1,"08",81200
"0037833","11507",17,0,6,"02",44370
"0037834","11801",12,0,1,"06",4814
"0037835","11603",25,0,1,"08",32363
"0037836","11802",11,0,7,"02",43500
"0037837","11801",14,0,3,"02",81896
"0037838","11614",29,0,3,"02",112287
"0037839","11501",28,0,2,"02",12760
"0037840","11802",75,0,4,"02",50402
"0037841","11603",25,0,2,"08",158340
"0037842","11606",12,0,2,"02",27781
"0037843","11801",3,0,1,"02",3769
"0037844","11602",23,0,3,"02",46724
"0037845","11801",34,0,4,"03",25752
"0037846","11607",24,0,3,"02",301194
"0037847","11614",17,0,2,"07",16239
"0037848","11701",13,0,2,"05",49822
"0037849","11505",18,0,1,"08",17226
"0037850","11610",16,0,1,"02",44080
"0037851","11604",22,0,3,"02",33640
"0037852","11704",74,0,2,"09",56839
"0037853","11602",23,0,4,"02",89900
"0037854","11505",17,0,5,"02",107995
"0037855","11701",31,0,3,"02",28303
"0037856","11501",5,0,1,"03",5440
"0037857","11608",24,0,1,"02",3595
"0037858","11703",24,0,2,"02",32363
"0037859","11802",10,0,2,"04",60899
"0037860","11602",29,0,3,"06",8700
"0037861","11502",17,0,2,"02",35380
"0037862","11801",3,0,2,"01",35554
"0037863","11505",4,0,2,"02",36888
"0037864","11602",15,0,1,"04",5800
"0037865","11606",26,0,2,"02",63799
"0037866","11616",28,0,3,"02",97440
"0037867","11802",33,0,2,"02",42920
"0037868","11615",28,0,3,"02",30565
