SERIALNO,AGE,WRKLYR,INCTOT
0006111,46,1,23084
0006111,19,2,261
0006111,16,2,0
0006112,67,2,0
0006112,69,2,19488
0006113,42,1,92916
0006113,36,2,0
0006113,16,2,0
0006113,14,0,NA
0006113,4,0,NA
0006113,2,0,NA
0006113,13,0,NA
0006113,9,0,NA
0006114,33,2,8700
0006114,34,0,NA
0006114,9,0,NA
0006114,0,0,NA
0006115,51,1,33698
0006116,43,1,8236
0006116,42,1,49300
0006116,10,0,NA
0006116,5,0,NA
0006117,25,1,7887
0006117,57,0,NA
0006118,44,1,38280
0006118,18,2,0
0006118,13,0,NA
0006119,60,0,NA
0006119,66,1,40600
0006119,39,2,1160
0006120,50,0,NA
0006120,50,1,92800
0006120,20,0,NA
0006120,18,0,NA
0006120,31,0,NA
0006121,81,2,1855
0006122,39,0,NA
0006122,28,0,NA
0006122,4,0,NA
0006122,0,0,NA
0006123,71,2,25056
0006124,27,1,46545
0006124,3,0,NA
0006124,27,0,NA
0006125,83,2,8352
0006125,87,2,21610
0006126,66,1,10208
0006126,56,1,27259
0006127,56,1,24360
0006128,61,2,13919
0006129,52,2,5017
0006129,54,2,1044
0006130,90,2,11472
0006131,79,1,23200
0006131,63,1,16239
0006132,77,2,5046
0006132,79,0,NA
0006133,71,2,2958
0006133,67,2,5046
0006133,45,0,NA
0006134,47,1,75980
0006134,48,1,18693
0006134,15,0,NA
0006134,12,0,NA
0006134,26,1,4059
0006134,27,2,25404
0006135,41,1,57999
0006135,46,1,73370
0006136,73,1,20068
0006137,52,1,101500
0006138,37,1,52200
0006139,70,2,28419
0006139,54,2,3132
0006140,42,2,0
0006140,33,2,34800
0006140,11,0,NA
0006140,8,0,NA
0006141,65,2,12180
0006141,66,2,5568
0006142,31,2,18560
0006142,31,1,43500
0006143,68,2,5220
0006143,61,2,1739
0006143,33,1,33640
0006143,24,1,1160
0006144,94,2,25810
0006145,45,1,23200
0006145,56,2,0
0006145,51,2,12992
0006146,41,0,NA
0006146,46,2,7771
0006146,14,0,NA
0006147,50,1,25810
0006147,52,1,31899
0006147,20,2,7447
0006148,37,1,68440
0006148,36,1,27839
0006148,4,0,NA
0006149,40,1,72268
0006149,9,0,NA
0006149,3,0,NA
0006150,36,1,8613
0006150,35,1,66729
0006150,5,0,NA
0006151,36,1,23200
0006151,34,2,0
0006151,15,0,NA
0006151,12,0,NA
0006152,58,1,63799
0006152,49,1,8700
0006152,8,0,NA
0006153,61,1,41122
0006153,58,1,23200
0006154,54,1,28999
0006155,52,1,49996
0006155,51,1,34916
0006156,45,1,2204
0006156,47,1,46400
0006156,17,2,0
0006156,13,0,NA
0006157,24,2,0
0006157,26,1,19720
0006158,50,1,277820
0006158,50,2,122959
0006159,34,1,12760
0006160,45,2,23200
0006161,48,1,29347
0006161,46,1,35612
0006161,19,1,28999
0006162,57,1,52200
0006163,68,2,19778
0006164,60,2,6959
0006165,31,1,49300
0006165,31,1,14499
0006166,48,1,95700
0006166,44,1,8700
0006167,68,1,33454
0006167,53,1,146160
0006167,14,0,NA
0006167,19,2,115
0006167,16,2,5568
0006168,50,2,0
0006168,52,1,49300
0006169,94,2,18444
0006169,94,2,13745
0006170,94,2,22156
0006170,82,2,11484
0006171,51,1,26679
0006171,48,1,6959
0006172,51,1,23374
0006173,26,2,0
0006173,26,1,38860
0006173,3,0,NA
0006173,1,0,NA
0006174,40,2,0
0006174,47,1,63799
0006174,6,0,NA
0006174,4,0,NA
0006175,29,2,3497
0006175,7,0,NA
0006175,5,0,NA
0006175,0,0,NA
0006176,52,1,32479
0006176,76,2,11078
0006177,30,1,28419
0006177,32,1,28999
0006178,35,1,67512
0006178,5,0,NA
0006179,62,1,69600
0006179,50,1,23200
0006180,94,2,23200
0006181,86,2,0
0006181,81,2,0
0006182,76,1,23664
0006182,58,1,20880
0006182,23,2,0
0006182,19,2,0
0006182,85,2,115
0006183,70,2,32711
0006183,68,2,4930
0006184,49,2,6959
0006185,26,1,9860
0006185,32,1,5220
0006185,59,0,NA
0006186,54,1,21344
0006186,20,2,0
0006187,48,1,44660
0006187,50,2,0
0006188,67,0,NA
0006189,63,1,57999
0006189,66,1,113911
0006190,47,2,8700
0006190,52,1,30739
0006190,10,0,NA
0006190,9,0,NA
0006191,94,0,NA
0006192,75,2,33408
0006192,71,2,25752
0006193,26,1,15497
0006194,47,2,290
0006194,48,1,98600
0006194,15,0,NA
0006195,50,1,88160
0006195,24,1,21170
0006196,41,2,0
0006197,47,1,31899
0006197,12,0,NA
0006198,52,0,NA
0006198,56,0,NA
0006199,62,2,16704
0006200,60,1,6380
0006200,59,1,4001
0006201,57,2,17400
0006202,50,1,56839
0006202,46,2,0
0006202,18,2,0
0006202,15,0,NA
0006203,47,1,44433
0006204,71,2,8259
0006205,78,2,8294
0006206,56,1,53951
0006206,47,1,12064
0006206,17,2,0
0006206,14,0,NA
0006206,10,0,NA
0006207,27,1,23200
0006207,29,1,33060
0006207,29,1,14789
0006208,49,2,406
0006208,48,1,19256
0006208,23,2,0
0006208,22,2,0
0006208,19,2,0
0006208,17,2,0
0006208,15,0,NA
0006209,65,1,49300
0006209,62,2,0
0006210,60,1,14499
0006210,59,1,228519
0006210,17,2,0
0006211,41,1,47444
0006211,43,1,13919
0006212,61,2,63219
0006212,59,1,36540
0006213,49,1,24360
0006213,48,1,87000
0006213,21,1,5568
0006213,15,0,NA
0006214,77,2,21460
0006215,85,2,5249
0006216,42,1,34800
0006216,36,1,40600
0006217,38,1,28999
0006218,38,1,40600
0006218,41,1,37700
0006218,15,0,NA
0006219,49,2,463
0006219,50,1,43500
0006220,51,1,27259
0006221,51,1,81200
0006222,50,1,34800
0006222,41,1,22040
0006222,11,0,NA
0006222,18,2,5394
0006223,94,0,NA
0006224,87,0,NA
0006225,57,1,12180
0006226,46,1,67570
0006226,49,1,5220
0006227,27,1,72540
0006228,43,1,93960
0006228,45,2,0
0006228,9,0,NA
0006228,7,0,NA
0006228,6,0,NA
0006229,40,1,26100
0006229,49,1,30159
0006230,42,1,28999
0006230,7,0,NA
0006230,4,0,NA
0006230,27,2,0
0006231,43,1,95700
0006231,33,2,1160
0006231,14,0,NA
0006232,29,1,11600
0006232,33,1,52200
0006232,0,0,NA
0006232,64,2,0
0006232,63,2,0
0006233,74,2,21750
0006233,73,2,3537
0006234,53,1,81780
0006234,53,1,53939
0006235,61,2,31145
0006236,41,2,3421
0006237,23,1,17400
0006237,23,1,11600
0006238,54,1,58086
0006238,17,2,203
0006239,73,2,22910
0006240,26,1,19720
0006240,27,1,16820
0006240,1,0,NA
0006240,6,0,NA
0006241,51,1,20300
0006241,50,1,13339
0006241,21,2,20300
0006241,2,0,NA
0006241,1,0,NA
0006241,20,2,0
0006242,27,2,0
0006242,25,1,11600
0006243,61,1,22040
0006244,50,1,106603
0006244,50,2,6496
0006244,26,1,66700
0006245,39,1,348
0006245,40,0,NA
0006245,11,0,NA
0006245,4,0,NA
0006245,17,1,985
0006246,46,2,16065
0006247,27,1,10440
0006247,27,1,23200
0006247,27,1,20300
0006247,26,1,22040
0006248,69,2,33640
0006248,68,2,23780
0006249,43,1,64959
0006249,38,1,53359
0006249,11,0,NA
0006249,4,0,NA
0006250,51,1,37700
0006251,21,1,2900
0006251,21,1,29463
0006252,38,1,48140
0006253,37,0,NA
0006254,57,1,45240
0006254,62,0,NA
0006255,41,2,5220
0006255,48,1,57999
0006255,7,0,NA
0006255,7,0,NA
0006256,27,1,15601
0006257,36,2,16239
0006257,17,2,0
0006257,10,0,NA
0006257,10,0,NA
0006257,37,2,5568
0006258,47,2,8119
0006258,50,1,70760
0006258,18,1,5452
0006258,9,0,NA
0006259,64,2,18206
0006259,56,2,0
0006259,33,1,19836
0006259,5,0,NA
0006260,84,0,NA
0006260,78,0,NA
0006261,43,1,5220
0006261,43,2,2320
0006261,21,1,4176
0006261,16,2,0
0006261,12,0,NA
0006261,9,0,NA
0006261,7,0,NA
0006261,4,0,NA
0006261,73,2,3132
0006261,72,2,3132
0006262,54,1,63799
0006262,55,1,20880
0006262,21,2,0
0006262,19,1,696
0006263,66,2,19720
0006264,43,2,0
0006264,45,1,107879
0006264,13,0,NA
0006264,10,0,NA
0006264,6,0,NA
0006265,54,1,43500
0006265,63,2,6959
0006266,67,2,19604
0006267,25,1,14151
0006267,24,1,15195
0006268,52,0,NA
0006269,59,1,7539
0006269,26,1,8700
0006269,48,2,463
0006270,73,1,53359
0006271,62,2,0
0006271,63,1,62117
0006272,67,2,24360
0006272,66,1,14789
0006273,62,1,31029
0006273,56,2,13455
0006274,27,1,27839
0006274,32,1,61769
0006275,37,1,81258
0006275,38,2,2900
0006275,4,0,NA
0006275,3,0,NA
0006276,52,1,115
0006277,68,1,52200
0006277,48,1,14499
0006277,2,0,NA
0006278,83,2,32305
0006278,83,2,6496
0006279,71,2,23664
0006280,38,1,16878
0006280,38,2,17400
0006280,20,1,7539
0006280,8,0,NA
0006280,3,0,NA
0006280,39,1,9628
0006281,52,1,5220
0006281,19,1,9570
0006282,51,1,114839
0006282,48,2,0
0006282,25,1,1160
0006282,17,2,0
0006283,62,2,4930
0006284,66,2,18850
0006284,64,1,46400
0006285,51,1,33060
0006286,53,0,NA
0006287,78,2,108169
0006287,75,2,11600
0006288,35,1,31319
0006288,32,0,NA
0006288,37,0,NA
0006289,85,0,NA
0006290,27,1,13919
0006290,29,1,19140
0006291,66,1,13919
0006291,67,1,55099
0006292,45,1,69020
0006292,40,2,0
0006292,16,2,0
0006292,6,0,NA
0006292,15,0,NA
0006292,13,0,NA
0006292,11,0,NA
0006292,9,0,NA
0006293,32,1,10730
0006294,61,2,0
0006294,66,2,4234
0006295,26,1,37700
0006295,25,2,9628
0006295,0,0,NA
0006296,72,2,3659
0006297,32,1,-115
0006297,43,0,NA
0006297,3,0,NA
0006297,19,0,NA
0006297,19,0,NA
0006298,60,1,51040
0006298,60,0,NA
0006299,26,1,13641
0006299,24,2,4059
0006300,24,1,17400
0006301,73,2,4030
0006301,74,2,4030
0006302,56,2,5336
0006303,31,1,52200
0006303,34,2,13919
0006304,50,1,23084
0006305,61,1,62407
0006305,60,1,28361
0006306,75,1,30855
0006306,77,2,9454
0006307,61,1,7249
0006307,53,1,133400
0006308,47,1,27375
0006308,30,1,9280
0006309,64,1,46980
0006309,61,1,14789
0006310,36,2,25346
0006310,38,1,45240
0006310,7,0,NA
0006311,30,1,46400
0006311,33,1,154860
0006312,56,1,30159
0006313,66,1,20300
0006313,66,1,23200
0006314,54,1,6148
0006315,52,1,46400
0006316,74,2,9048
0006317,48,1,103820
0006317,45,1,59739
0006317,14,0,NA
0006317,11,0,NA
0006318,66,2,131660
0006319,50,1,9860
0006319,10,0,NA
0006319,38,2,3016
0006320,30,1,40600
0006320,30,1,17400
0006321,52,1,28999
0006321,20,1,1739
0006321,17,2,0
0006322,70,2,41180
0006323,90,2,6959
0006324,47,1,31899
0006324,44,1,67280
0006324,19,1,3479
0006324,17,1,4640
0006325,46,1,27839
0006326,68,1,60899
0006326,84,2,17400
0006327,60,2,4640
0006328,79,2,22968
0006329,36,1,6959
0006329,23,1,11020
0006329,3,0,NA
0006329,1,0,NA
0006330,38,1,15311
0006330,17,2,0
0006330,15,0,NA
0006330,12,0,NA
0006331,94,2,4872
0006332,49,1,52780
0006332,46,1,46400
0006332,17,2,203
0006333,51,1,28419
0006333,53,1,27839
0006333,19,1,2900
0006333,19,1,1160
0006334,69,2,11600
0006335,55,0,NA
0006335,57,0,NA
0006336,47,1,25230
0006336,48,1,4176
0006336,18,2,145
0006336,13,0,NA
0006336,9,0,NA
0006337,25,1,34800
0006337,25,1,26100
0006338,24,1,37700
0006339,55,1,18560
0006339,47,1,228519
0006340,26,1,43268
0006340,31,1,31957
0006341,52,1,21112
0006341,46,1,8816
0006341,20,0,NA
0006341,18,2,0
0006341,15,0,NA
0006342,70,2,25462
0006343,74,2,0
0006343,78,2,0
0006344,83,2,17980
0006345,53,1,4059
0006345,35,1,28999
0006345,50,1,185600
0006346,73,2,7174
0006347,31,1,17400
0006347,31,1,17400
0006348,40,1,38280
0006349,44,1,31899
0006349,24,1,11600
0006349,37,1,37700
0006350,56,1,50402
0006350,62,2,7713
0006351,52,2,0
0006351,59,1,57999
0006351,18,2,0
0006351,14,0,NA
0006352,70,2,29057
0006352,75,2,8352
0006352,40,2,0
0006353,54,2,0
0006353,16,2,0
0006353,13,0,NA
0006354,23,1,16704
0006354,21,1,13919
0006355,30,1,7278
0006356,58,2,22620
0006356,60,2,58579
0006356,34,2,10440
0006356,14,0,NA
0006356,4,0,NA
0006357,46,1,67280
0006357,43,1,32479
0006357,14,0,NA
0006357,12,0,NA
0006358,50,1,127599
0006359,59,2,19372
0006359,58,1,24940
0006360,34,1,46400
0006360,32,1,4640
0006360,5,0,NA
0006361,47,1,36540
0006361,49,1,56839
0006361,13,0,NA
0006362,74,1,30101
0006362,70,2,0
0006363,56,1,41180
0006363,59,2,0
0006363,23,1,3190
0006364,44,1,7539
0006365,36,1,1739
0006365,36,2,6322
0006365,39,1,11600
0006366,83,0,NA
0006367,44,1,68440
0006367,50,1,272600
0006368,46,1,72500
0006368,50,1,78416
0006369,24,1,146160
0006370,50,2,4640
0006370,49,1,16820
0006371,44,1,37700
0006371,35,2,23200
0006372,30,1,20300
0006372,29,1,9280
0006372,5,0,NA
0006372,3,0,NA
0006372,7,0,NA
0006372,5,0,NA
0006373,68,2,42224
0006374,47,1,32363
0006374,36,1,24360
0006374,30,1,37700
0006374,28,1,14499
0006375,76,2,35380
0006376,40,1,13571
0006376,41,1,12528
0006377,51,1,27375
0006377,53,1,228519
0006378,40,2,21924
0006378,41,1,4640
0006378,13,0,NA
0006379,68,2,130151
0006380,57,1,89900
0006380,54,0,NA
0006381,51,2,0
0006381,51,1,87000
0006381,19,1,2320
0006381,15,0,NA
0006382,73,2,17052
0006383,35,1,93965
0006383,14,0,NA
0006384,54,1,35960
0006384,55,1,74240
0006384,21,1,8700
0006384,17,1,869
0006385,34,1,19952
0006385,33,1,24360
0006385,9,0,NA
0006385,2,0,NA
0006386,94,2,8253
0006387,87,0,NA
0006388,58,1,22040
0006389,29,1,32479
0006390,71,2,14575
0006391,52,2,0
0006391,54,2,2378
0006391,19,2,0
0006391,16,2,0
0006392,63,1,58115
0006392,55,1,59177
0006393,37,1,33640
0006394,26,1,20880
0006394,23,1,8700
0006395,69,2,8874
0006395,79,2,23664
0006396,30,1,28999
0006396,28,2,0
0006396,1,0,NA
0006397,41,1,43500
0006397,41,1,36540
0006397,12,0,NA
0006397,9,0,NA
0006397,5,0,NA
0006398,37,1,62059
0006398,30,1,13281
0006399,27,1,20300
0006399,27,1,24128
0006400,39,1,11600
0006401,40,1,40629
0006401,40,1,31928
0006401,10,0,NA
0006401,6,0,NA
0006402,45,2,0
0006402,43,2,243019
0006402,15,0,NA
0006402,12,0,NA
0006403,34,1,24360
0006403,32,1,34800
0006403,3,0,NA
0006404,82,2,22620
0006404,60,2,9048
0006405,51,2,16251
0006405,19,2,5220
0006406,79,2,23490
0006407,77,2,812
0006407,74,2,11832
0006408,33,1,58086
0006408,30,2,0
0006408,1,0,NA
0006409,50,1,48140
0006409,58,1,18908
0006409,18,1,4001
0006409,13,0,NA
0006409,11,0,NA
0006409,11,0,NA
0006410,39,1,101500
0006410,35,1,14499
0006410,1,0,NA
0006411,63,1,67860
0006411,60,0,NA
0006411,26,0,NA
0006412,29,1,13919
0006412,26,1,42340
0006413,43,2,0
0006413,44,1,17400
0006413,20,1,16239
0006413,15,0,NA
0006413,13,0,NA
0006413,12,0,NA
0006414,31,2,0
0006414,33,1,63799
0006414,6,0,NA
0006414,4,0,NA
0006414,2,0,NA
0006415,56,1,15195
0006415,59,1,25868
0006416,23,1,11020
0006416,67,2,4640
0006416,67,2,3479
0006416,28,2,0
0006416,23,2,7249
0006417,48,1,19720
0006417,20,1,8410
0006418,48,1,53359
0006418,50,1,159500
0006418,12,0,NA
0006418,9,0,NA
0006419,49,1,14615
0006419,55,1,17400
0006420,39,1,14499
0006420,46,1,52200
0006420,19,1,8700
0006420,15,0,NA
0006420,12,0,NA
0006421,49,2,2117
0006421,45,1,8700
0006421,17,2,0
0006421,14,0,NA
0006422,46,2,20300
0006422,44,1,42050
0006422,13,0,NA
0006422,11,0,NA
0006423,47,1,61479
0006423,44,1,83520
0006423,15,0,NA
0006424,43,1,23780
0006424,38,1,16820
0006424,10,0,NA
0006424,4,0,NA
0006425,55,1,55099
0006425,32,1,20300
0006425,15,0,NA
0006425,11,0,NA
0006425,10,0,NA
0006425,7,0,NA
0006425,0,0,NA
0006426,61,2,20880
0006427,32,1,101500
0006427,30,2,0
0006428,37,1,40600
0006428,34,1,30159
0006429,67,1,76328
0006429,65,2,6611
0006430,43,2,0
0006431,56,1,11600
0006431,24,2,348
0006432,27,1,32479
0006432,27,1,38860
0006433,62,2,42630
0006434,34,1,23084
0006434,31,1,27839
0006434,29,1,28999
0006435,44,1,46400
0006435,41,1,11600
0006435,8,0,NA
0006436,60,2,37120
0006436,57,1,20068
0006437,33,1,3248
0006437,11,0,NA
0006437,7,0,NA
0006437,33,2,0
0006438,67,2,9512
0006439,23,2,0
0006440,65,2,7539
0006440,52,1,18560
0006441,84,2,12818
0006442,30,2,0
0006442,32,1,34220
0006442,3,0,NA
0006442,0,0,NA
0006443,49,1,160660
0006443,51,1,49300
0006444,54,2,4872
0006444,48,2,1218
0006445,25,1,28999
0006446,86,2,13977
0006447,86,2,8352
0006448,47,1,17400
0006448,46,2,30391
0006448,16,1,81
0006448,14,0,NA
0006449,71,2,7423
0006450,50,1,26100
0006450,50,1,13339
0006451,38,1,22968
0006451,38,1,23200
0006451,16,2,0
0006451,14,0,NA
0006451,11,0,NA
0006451,12,0,NA
0006452,51,1,6380
0006452,50,1,8700
0006453,44,2,37120
0006454,42,1,26100
0006455,27,1,7423
0006455,23,1,4059
0006455,22,1,4988
0006456,41,2,7893
0006456,41,1,228519
0006456,5,0,NA
0006456,17,1,46
0006456,16,2,0
0006457,37,1,19140
0006457,41,1,24940
0006457,5,0,NA
0006458,68,2,3016
0006458,78,2,23316
0006459,53,1,40600
0006459,12,0,NA
0006460,58,1,60319
0006460,55,1,57999
0006460,16,2,0
0006461,77,2,10846
0006461,59,1,19285
0006462,84,0,NA
0006463,30,1,58000
0006463,27,1,18560
0006464,65,2,875
0006465,73,2,5278
0006465,78,2,15427
0006466,62,2,0
0006466,55,1,11600
0006467,54,1,14499
0006467,54,1,12760
0006468,59,1,40716
0006468,61,1,43616
0006469,58,1,34800
0006469,56,1,8352
0006470,62,2,95700
0006471,63,2,38889
0006472,36,1,25230
0006472,34,1,23780
0006472,2,0,NA
0006472,0,0,NA
0006473,22,0,NA
0006474,35,1,98890
0006474,35,1,127599
0006474,3,0,NA
0006475,28,1,28999
0006475,9,0,NA
0006475,5,0,NA
0006475,28,1,28767
0006476,64,2,8526
0006476,56,1,9222
0006477,39,2,0
0006477,38,1,70760
0006477,11,0,NA
0006477,9,0,NA
0006478,57,1,52895
0006478,57,1,37410
0006479,45,1,23200
0006479,34,0,NA
0006480,66,2,19836
0006480,69,2,80620
0006481,54,1,24360
0006481,36,0,NA
0006482,46,1,88740
0006482,46,1,71630
0006482,12,0,NA
0006482,1,0,NA
0006483,32,1,21982
0006483,35,1,24708
0006483,1,0,NA
0006484,19,1,7481
0006485,48,1,20300
0006486,38,1,134444
0006486,33,2,0
0006486,4,0,NA
0006486,2,0,NA
0006486,1,0,NA
0006487,61,2,0
0006487,61,1,34800
0006488,50,1,9280
0006488,41,1,57419
0006488,10,0,NA
0006488,8,0,NA
0006489,54,1,3479
0006489,47,1,4640
0006489,11,0,NA
0006489,9,0,NA
0006490,60,1,30159
0006490,62,1,22678
0006491,24,1,16239
0006491,23,2,348
0006492,31,1,50460
0006492,35,2,0
0006493,38,1,8932
0006493,12,0,NA
0006493,8,0,NA
0006493,6,0,NA
0006494,34,1,34800
0006494,38,1,28999
0006494,6,0,NA
0006494,0,0,NA
0006495,46,2,6959
0006495,45,2,0
0006495,19,1,9860
0006495,18,1,8119
0006495,17,2,0
0006495,15,0,NA
0006495,14,0,NA
0006495,12,0,NA
0006495,12,0,NA
0006495,10,0,NA
0006495,9,0,NA
0006495,7,0,NA
0006495,5,0,NA
0006496,30,1,31911
0006496,33,1,34800
0006497,52,1,76687
0006497,57,2,55389
0006498,65,2,6496
0006499,48,2,1160
0006499,49,1,228519
0006499,9,0,NA
0006499,5,0,NA
0006499,80,2,0
0006500,52,1,139316
0006500,56,2,115
0006501,54,1,52200
0006501,47,2,14499
0006502,23,1,24360
0006502,41,1,26100
0006503,27,1,43558
0006504,25,1,23780
0006504,25,2,0
0006504,5,0,NA
0006504,56,1,102660
0006505,33,1,27839
0006505,32,1,57999
0006506,29,1,37236
0006506,35,1,26679
0006507,44,1,69600
0006507,37,2,0
0006507,9,0,NA
0006507,8,0,NA
0006507,4,0,NA
0006507,17,2,87
0006508,32,1,20300
0006508,68,2,5394
0006508,60,2,11600
0006509,49,1,38860
0006509,47,2,0
0006509,27,1,4640
0006510,65,2,26158
0006510,62,1,16646
0006510,22,1,3421
0006511,31,1,27839
0006511,31,1,13919
0006512,52,1,26737
0006512,57,1,26505
0006513,60,1,3305
0006513,64,1,48720
0006514,94,0,NA
0006515,65,2,37932
0006516,37,1,129745
0006516,3,0,NA
0006517,43,1,351480
0006517,43,2,0
0006517,14,0,NA
0006517,5,0,NA
0006517,15,0,NA
0006517,10,0,NA
0006517,8,0,NA
0006518,65,1,28083
0006518,73,1,12655
0006519,73,2,35960
0006519,76,2,5568
0006520,44,1,6148
0006520,17,0,NA
0006520,3,0,NA
0006520,47,0,NA
0006521,29,1,21460
0006521,42,1,31899
0006521,2,0,NA
0006522,48,2,8584
0006523,29,1,29028
0006523,24,1,754
0006524,26,1,26100
0006524,27,0,NA
0006525,48,1,49590
0006525,46,2,1624
0006525,16,2,203
0006525,13,0,NA
0006526,34,0,NA
0006527,32,1,52200
0006528,50,1,66758
0006528,50,1,26679
0006528,22,1,9862
0006529,0,0,NA
0006530,19,2,3479
0006530,0,0,NA
0006530,19,2,12006
0006531,31,1,40600
0006531,26,2,20300
0006532,31,1,30159
0006532,31,1,17400
0006533,42,1,29579
0006534,81,2,17458
0006535,34,1,45820
0006535,5,0,NA
0006535,29,1,23200
0006536,80,2,10788
0006537,37,1,88450
0006537,36,2,1450
0006537,1,0,NA
0006538,63,2,19024
0006539,73,2,21866
0006539,70,2,15311
0006540,60,1,54229
0006540,55,1,36830
0006541,27,1,13919
0006541,29,1,16936
0006542,36,1,63799
0006542,32,1,51040
0006542,4,0,NA
0006542,3,0,NA
0006542,1,0,NA
0006542,19,1,6959
0006543,47,1,37990
0006543,47,1,37990
0006543,14,0,NA
0006543,10,0,NA
0006544,49,1,32131
0006544,49,0,NA
0006544,18,0,NA
0006544,16,0,NA
0006545,48,1,48140
0006545,57,2,5800
0006546,57,2,5220
0006546,16,2,0
0006546,17,2,0
0006546,35,1,11600
0006547,47,1,27723
0006548,32,1,30159
0006548,11,0,NA
0006549,34,1,13339
0006549,35,1,12760
0006550,66,1,61479
0006550,46,2,0
0006550,20,2,0
0006550,17,2,0
0006550,27,1,20880
0006551,48,1,139443
0006551,49,2,214
0006551,14,0,NA
0006552,54,1,55679
0006552,45,1,9860
0006552,17,2,0
0006553,65,2,11136
0006553,55,2,1913
0006554,52,2,115
0006554,49,2,10846
0006555,52,1,31899
0006555,52,2,0
0006555,30,2,4814
0006556,33,1,34800
0006557,43,1,6959
0006557,51,1,33640
0006557,17,2,0
0006557,17,2,0
0006558,26,1,17400
0006558,25,1,19720
0006559,46,1,24940
0006559,46,1,228519
0006559,18,2,81
0006559,16,2,0
0006560,76,2,8006
0006561,22,1,14047
0006561,24,2,231
0006562,63,1,57303
0006562,65,1,16239
0006563,31,1,17400
0006563,27,2,3190
0006564,61,1,116289
0006564,59,1,77430
0006564,25,1,9280
0006565,29,1,14499
0006565,27,0,NA
0006566,60,0,NA
0006566,43,0,NA
0006567,62,2,19836
0006567,61,1,45356
0006568,55,1,24360
0006568,57,1,16065
0006569,54,1,49300
0006569,57,1,11600
0006569,18,1,869
0006570,48,1,38860
0006570,12,0,NA
0006570,11,0,NA
0006571,38,1,25520
0006571,5,0,NA
0006571,35,0,NA
0006572,70,1,36134
0006572,70,1,12934
0006572,19,0,NA
0006573,66,2,10092
0006573,66,2,16588
0006574,30,1,17980
0006574,33,1,44109
0006574,30,1,15079
0006575,67,1,43500
0006575,44,1,34800
0006576,21,2,771
0006576,42,2,290
0006576,0,0,NA
0006577,80,2,-985
0006577,27,0,NA
0006578,58,2,4930
0006579,40,1,28999
0006579,35,2,0
0006579,9,0,NA
0006579,4,0,NA
0006580,49,1,72500
0006580,44,1,2900
0006580,18,1,203
0006580,16,2,0
0006581,24,1,15659
0006581,5,0,NA
0006581,2,0,NA
0006582,59,1,20880
0006582,52,1,39440
0006582,23,2,0
0006582,18,1,5800
0006583,38,1,97440
0006583,42,1,228519
0006584,49,2,348
0006584,55,1,230955
0006584,13,0,NA
0006584,13,0,NA
0006585,58,1,23200
0006585,42,1,8700
0006585,12,0,NA
0006585,17,2,0
0006586,66,1,16762
0006586,65,1,20010
0006586,40,2,6820
0006587,57,2,0
0006587,57,1,11600
0006588,70,2,6959
0006588,71,2,32189
0006589,51,2,0
0006589,53,1,104400
0006589,13,0,NA
0006590,65,1,23780
0006591,43,2,6206
0006591,22,2,0
0006591,13,0,NA
0006592,77,2,19488
0006593,54,1,56839
0006593,53,1,74240
0006594,62,2,39614
0006594,23,2,0
0006594,60,2,5800
0006595,33,1,75632
0006595,31,2,0
0006595,0,0,NA
0006596,83,0,NA
0006596,78,1,13223
0006597,33,1,18560
0006597,0,0,NA
0006597,21,1,18560
0006598,49,2,33060
0006599,51,0,NA
0006600,48,1,47676
0006600,51,1,17400
0006600,15,0,NA
0006601,55,1,37700
0006601,34,1,12760
0006602,30,1,17400
0006603,59,1,65540
0006603,60,2,0
0006604,86,0,NA
0006605,50,1,39266
0006606,33,1,39730
0006606,16,2,0
0006606,12,0,NA
0006606,11,0,NA
0006606,6,0,NA
0006606,32,1,31319
0006607,52,1,23780
0006608,44,1,49880
0006609,78,2,19140
0006610,90,2,13281
0006611,65,2,12760
0006612,30,1,28999
0006612,30,1,26100
0006612,27,0,NA
0006612,27,0,NA
0006612,27,0,NA
0006612,27,0,NA
0006612,27,0,NA
0006613,79,2,10150
0006614,31,2,21982
0006614,62,2,0
0006615,83,2,18792
0006615,51,1,28999
0006616,75,1,22156
0006617,48,1,62059
0006617,50,2,9570
0006618,68,2,16994
0006619,36,1,28999
0006619,40,2,0
0006619,8,0,NA
0006619,0,0,NA
0006620,37,2,107299
0006620,39,1,74240
0006620,4,0,NA
0006620,4,0,NA
0006620,2,0,NA
0006620,2,0,NA
0006621,55,1,43210
0006621,14,0,NA
0006621,12,0,NA
0006622,80,2,11426
0006623,27,0,NA
0006624,35,2,6380
0006624,12,0,NA
0006625,32,1,58173
0006625,32,1,35670
0006625,0,0,NA
0006626,85,2,9338
0006627,27,1,3943
0006627,27,1,58057
0006628,77,2,17110
0006629,24,2,2784
0006629,26,1,17284
0006629,6,0,NA
0006629,2,0,NA
0006629,1,0,NA
0006629,4,0,NA
0006630,34,2,0
0006630,35,1,86420
0006630,17,2,0
0006630,5,0,NA
0006630,3,0,NA
0006630,57,1,11600
0006631,37,1,228635
0006631,34,1,72500
0006631,4,0,NA
0006631,1,0,NA
0006632,61,1,32247
0006633,28,0,NA
0006633,26,0,NA
0006634,81,2,8700
0006634,80,2,3943
0006635,31,1,23200
0006635,28,0,NA
0006635,0,0,NA
0006636,16,0,NA
0006637,59,1,28999
0006637,60,1,57999
