SERIALNO,AGE,WRKLYR,INCTOT
0074948,43,1,12180
0074948,18,2,348
0074948,56,1,17400
0074949,61,1,20822
0074950,84,2,10208
0074951,39,1,8700
0074951,15,0,NA
0074952,43,1,57999
0074952,44,2,0
0074952,14,0,NA
0074952,10,0,NA
0074953,32,1,43500
0074954,39,2,5104
0074954,34,2,0
0074955,68,2,33408
0074955,71,1,24360
0074956,38,2,580
0074956,36,1,70180
0074956,6,0,NA
0074956,4,0,NA
0074957,53,1,11136
0074957,74,1,18096
0074958,41,1,64379
0074958,58,1,18560
0074958,21,2,2029
0074958,17,2,261
0074958,16,2,0
0074959,83,2,12180
0074959,83,2,2900
0074960,42,2,93090
0074960,42,1,121799
0074960,14,0,NA
0074960,10,0,NA
0074961,81,2,26795
0074962,35,1,23200
0074962,35,1,52200
0074963,40,2,0
0074963,28,2,0
0074963,14,0,NA
0074963,12,0,NA
0074963,11,0,NA
0074963,0,0,NA
0074964,33,1,17690
0074964,21,2,0
0074964,2,0,NA
0074964,0,0,NA
0074965,29,1,49300
0074965,28,1,27259
0074966,70,2,13919
0074967,45,1,19720
0074967,14,0,NA
0074967,13,0,NA
0074967,6,0,NA
0074967,38,1,45994
0074968,44,1,2320
0074969,29,1,28999
0074970,26,1,27839
0074971,36,2,0
0074971,36,1,60899
0074971,16,2,0
0074971,14,0,NA
0074971,3,0,NA
0074971,3,0,NA
0074972,57,1,64263
0074972,22,2,69
0074972,18,1,1107
0074973,32,1,17400
0074974,47,1,97266
0074975,41,1,46632
0074975,27,2,0
0074975,1,0,NA
0074976,67,2,16239
0074976,58,0,NA
0074977,41,1,43500
0074977,39,1,42920
0074978,33,2,0
0074978,34,1,145000
0074978,1,0,NA
0074979,62,1,5568
0074980,34,2,9686
0074980,35,1,67860
0074980,3,0,NA
0074980,0,0,NA
0074981,53,1,33640
0074981,48,1,23200
0074981,21,2,2494
0074981,0,0,NA
0074982,34,1,78677
0074983,67,1,5800
0074983,34,1,2320
0074983,35,2,0
0074984,41,2,2726
0074984,42,1,20300
0074984,19,1,2378
0074984,17,2,440
0074984,10,0,NA
0074984,7,0,NA
0074985,50,2,0
0074985,47,1,74820
0074986,18,1,10904
0074987,72,1,313200
0074987,70,2,9860
0074987,41,1,62871
0074988,67,2,6264
0074989,39,1,189080
0074989,42,1,13919
0074989,7,0,NA
0074989,4,0,NA
0074990,82,2,6496
0074990,77,2,4756
0074991,68,2,57
0074991,67,2,16181
0074992,47,1,11194
0074993,64,2,13455
0074993,69,2,23780
0074994,57,1,40600
0074994,28,1,23200
0074995,66,1,11600
0074996,29,1,37120
0074997,41,1,10440
0074997,41,1,37700
0074997,17,2,481
0074997,13,0,NA
0074998,60,1,22620
0074998,54,1,26100
0074999,54,1,52200
0074999,56,1,81316
0075000,38,1,90045
0075000,41,1,101500
0075000,6,0,NA
0075000,3,0,NA
0075001,66,2,5104
0075001,66,1,69600
0075001,8,0,NA
0075001,49,2,4872
0075002,72,2,14673
0075002,71,2,5568
0075003,64,1,41760
0075003,66,2,0
0075004,43,1,273412
0075004,42,2,-927
0075004,9,0,NA
0075004,7,0,NA
0075005,31,1,20996
0075005,36,1,33060
0075006,62,1,47003
0075006,62,2,1739
0075006,22,2,0
0075007,59,1,28872
0075008,65,2,12644
0075008,63,2,14209
0075009,25,1,6959
0075010,33,1,37700
0075010,33,1,34800
0075011,74,2,97556
0075011,67,2,6032
0075012,59,1,60319
0075012,30,2,0
0075012,0,0,NA
0075013,73,2,96280
0075014,39,1,37120
0075014,35,1,51620
0075014,5,0,NA
0075015,37,0,NA
0075015,31,0,NA
0075015,5,0,NA
0075015,1,0,NA
0075016,54,1,85492
0075016,54,1,16239
0075017,65,2,15543
0075017,37,2,0
0075017,36,2,0
0075018,78,2,11310
0075018,78,2,24940
0075019,47,1,33640
0075019,53,2,0
0075020,89,2,139316
0075020,89,2,5104
0075021,35,1,2029
0075021,31,1,23200
0075022,32,1,27491
0075022,31,1,52780
0075022,1,0,NA
0075023,50,1,57999
0075024,34,1,28999
0075024,33,1,40600
0075024,8,0,NA
0075024,6,0,NA
0075024,4,0,NA
0075025,43,1,86420
0075025,61,0,NA
0075026,70,1,87000
0075027,51,1,45820
0075028,53,1,19488
0075029,38,1,46400
0075029,35,1,38860
0075029,4,0,NA
0075029,4,0,NA
0075030,71,0,NA
0075031,52,1,57999
0075031,49,1,17400
0075032,50,1,26100
0075032,50,2,23710
0075032,87,2,4640
0075033,44,1,38280
0075033,45,2,0
0075033,14,0,NA
0075033,10,0,NA
0075034,57,2,6206
0075034,55,1,35960
0075035,74,2,8874
0075036,75,2,13223
0075037,32,1,55099
0075037,31,1,75400
0075038,60,1,35960
0075038,62,1,7655
0075039,40,1,13919
0075039,41,0,NA
0075039,6,0,NA
0075039,16,0,NA
0075039,74,0,NA
0075039,73,0,NA
0075040,61,0,NA
0075040,50,2,0
0075040,22,2,4059
0075040,20,0,NA
0075040,17,2,0
0075040,14,0,NA
0075041,64,1,19720
0075041,38,1,7307
0075042,34,1,34220
0075042,34,1,19140
0075043,94,2,5916
0075044,46,1,37700
0075044,45,1,57999
0075044,11,0,NA
0075044,9,0,NA
0075045,42,1,72529
0075046,73,2,3479
0075047,65,1,11310
0075048,60,1,38976
0075049,75,2,30623
0075049,80,0,NA
0075050,44,1,24302
0075051,41,1,46400
0075051,38,2,0
0075051,10,0,NA
0075051,8,0,NA
0075051,3,0,NA
0075052,28,1,57999
0075052,33,1,69600
0075053,54,1,44776
0075053,51,1,41180
0075053,15,0,NA
0075054,51,1,63799
0075054,52,1,37700
0075055,76,2,42108
0075056,48,1,27259
0075057,33,2,0
0075057,34,1,41760
0075057,2,0,NA
0075058,37,2,51678
0075058,36,1,57999
0075058,13,0,NA
0075058,3,0,NA
0075058,1,0,NA
0075059,69,2,13339
0075059,69,2,1392
0075060,69,0,NA
0075060,68,0,NA
0075060,24,0,NA
0075061,43,1,11600
0075061,44,1,13050
0075062,78,2,4872
0075062,79,2,20474
0075063,64,1,19720
0075064,83,2,32479
0075064,56,2,0
0075065,69,2,42340
0075065,56,2,0
0075066,37,1,11600
0075066,31,1,52200
0075067,27,1,16239
0075068,74,2,93496
0075068,72,2,7771
0075069,32,1,31319
0075069,29,1,28999
0075070,24,1,40600
0075070,25,1,34800
0075070,25,1,21460
0075071,22,1,18850
0075071,20,1,20590
0075072,82,2,21286
0075073,35,1,53649
0075074,59,2,23200
0075074,59,0,NA
0075075,55,2,8119
0075076,32,1,52200
0075076,12,0,NA
0075076,10,0,NA
0075076,35,0,NA
0075077,58,1,55099
0075077,55,1,6380
0075077,24,1,4059
0075078,75,2,12963
0075078,81,2,12238
0075079,25,1,20300
0075080,22,1,23200
0075081,40,1,75400
0075081,36,2,0
0075081,9,0,NA
0075082,31,1,13687
0075082,30,1,40600
0075082,3,0,NA
0075082,1,0,NA
0075083,46,1,57999
0075084,75,2,4112
0075084,70,2,4112
0075085,68,1,66468
0075085,63,2,7829
0075085,37,1,57999
0075086,34,1,638
0075086,40,1,46400
0075087,59,1,51040
0075087,56,1,51040
0075088,27,1,24592
0075088,34,0,NA
0075088,28,0,NA
0075089,55,2,37120
0075089,60,2,0
0075090,65,1,41992
0075090,27,2,0
0075090,25,1,12760
0075091,44,1,22040
0075091,19,1,10208
0075092,36,1,3479
0075092,37,1,110199
0075092,7,0,NA
0075092,6,0,NA
0075092,3,0,NA
0075092,3,0,NA
0075093,55,1,95995
0075093,63,2,0
0075093,22,1,12191
0075094,29,1,27143
0075094,29,0,NA
0075094,40,0,NA
0075094,12,0,NA
0075095,41,2,9164
0075095,16,2,1913
0075095,4,0,NA
0075096,29,1,31899
0075097,49,1,78300
0075097,45,1,53939
0075097,17,2,2320
0075097,12,0,NA
0075098,56,1,49300
0075098,54,1,12760
0075098,18,2,0
0075099,42,1,57999
0075099,38,1,120639
0075100,36,2,11629
0075100,39,1,72529
0075100,17,2,0
0075100,15,0,NA
0075101,63,2,6959
0075101,64,1,104400
0075102,34,1,18850
0075103,53,1,4524
0075103,64,1,29695
0075103,23,1,2320
0075104,60,1,27839
0075104,49,1,9280
0075104,28,2,2900
0075104,21,1,10440
0075104,9,0,NA
0075104,6,0,NA
0075104,0,0,NA
0075105,26,1,13919
0075105,65,2,2494
0075105,61,2,208
0075106,41,1,13339
0075106,19,1,463
0075107,70,2,40368
0075108,65,1,19314
0075109,80,2,60725
0075109,79,2,4512
0075110,42,1,56839
0075110,37,1,46400
0075110,1,0,NA
0075111,33,1,45356
0075111,34,1,37700
0075112,71,2,13919
0075112,37,2,13223
0075113,29,2,20880
0075114,35,1,31899
0075114,35,1,90480
0075114,5,0,NA
0075114,2,0,NA
0075115,55,2,4234
0075116,58,1,23200
0075116,59,0,NA
0075117,45,1,14499
0075117,11,0,NA
0075118,57,1,44080
0075118,57,1,20300
0075119,54,1,66120
0075119,52,1,15079
0075120,34,2,8352
0075120,15,0,NA
0075120,12,0,NA
0075120,11,0,NA
0075121,81,0,NA
0075122,29,2,12528
0075122,10,0,NA
0075122,9,0,NA
0075122,1,0,NA
0075123,40,1,39440
0075123,14,0,NA
0075123,59,2,0
0075124,58,1,37526
0075125,47,1,21460
0075125,49,1,24360
0075125,16,2,0
0075125,15,0,NA
0075125,12,0,NA
0075126,57,2,5220
0075127,32,1,8700
0075127,31,2,0
0075127,3,0,NA
0075127,1,0,NA
0075127,0,0,NA
0075128,59,0,NA
0075128,56,0,NA
0075128,30,0,NA
0075128,31,0,NA
0075129,79,2,12760
0075130,59,2,125859
0075130,54,2,0
0075131,57,1,43500
0075131,48,1,20880
0075132,31,1,46980
0075132,31,1,8700
0075133,39,1,43511
0075134,62,1,34800
0075135,74,2,11542
0075135,79,2,8119
0075136,34,1,46400
0075136,33,1,28999
0075136,0,0,NA
0075137,61,1,101500
0075137,64,2,4059
0075138,40,1,37120
0075138,36,1,30739
0075138,6,0,NA
0075138,4,0,NA
0075138,1,0,NA
0075138,16,2,0
0075139,30,1,37700
0075140,45,1,63799
0075140,52,2,1739
0075141,38,2,522
0075142,43,1,34800
0075142,39,1,48256
0075143,48,1,49300
0075143,16,2,10904
0075144,43,1,12760
0075145,43,0,NA
0075145,41,0,NA
0075145,18,0,NA
0075146,45,1,21460
0075147,42,1,22040
0075148,58,2,5510
0075148,60,1,30159
0075149,72,2,20880
0075149,49,2,208
0075149,17,2,0
0075149,16,2,0
0075150,58,2,19952
0075151,50,1,39440
0075151,53,1,87000
0075151,20,1,5220
0075152,59,1,56665
0075152,54,1,19430
0075152,35,1,18792
0075152,16,2,231
0075152,14,0,NA
0075152,7,0,NA
0075153,47,1,154280
0075153,42,1,2900
0075153,6,0,NA
0075153,3,0,NA
0075154,46,1,8584
0075154,49,1,69600
0075154,13,0,NA
0075154,11,0,NA
0075155,26,1,30739
0075155,24,2,0
0075155,1,0,NA
0075156,65,1,56897
0075156,63,1,37700
0075157,24,1,27839
0075157,25,1,12180
0075158,70,2,3885
0075158,59,1,27433
0075159,35,1,50460
0075159,1,0,NA
0075159,35,1,31899
0075160,57,1,52200
0075161,26,1,20880
0075161,26,1,14499
0075161,24,1,13919
0075162,58,1,31319
0075162,55,1,13803
0075163,56,1,53939
0075163,56,1,81200
0075163,28,0,NA
0075164,76,2,13050
0075165,88,2,6669
0075166,25,1,28999
0075166,25,1,28999
0075166,23,1,13339
0075167,30,1,20880
0075167,12,0,NA
0075167,8,0,NA
0075168,58,2,17400
0075168,56,1,40600
0075169,40,1,26679
0075169,41,1,72500
0075169,13,0,NA
0075169,10,0,NA
0075170,31,1,33408
0075171,38,1,87000
0075171,35,1,52200
0075172,77,2,26911
0075173,23,2,0
0075173,22,1,18154
0075174,81,2,10358
0075174,83,2,5220
0075175,81,2,14615
0075176,42,1,13919
0075177,66,2,4292
0075177,53,2,23200
0075177,16,2,0
0075178,59,1,115999
0075178,40,1,37700
0075178,17,2,0
0075178,14,0,NA
0075179,23,0,NA
0075179,22,0,NA
0075180,48,2,5626
0075180,49,1,73660
0075181,65,0,NA
0075182,64,2,16239
0075183,50,1,25288
0075183,27,1,12238
0075183,26,1,26100
0075184,48,1,46400
0075184,48,1,46400
0075184,14,0,NA
0075184,12,0,NA
0075184,12,0,NA
0075185,51,1,16994
0075185,52,2,49474
0075186,30,1,55099
0075187,54,1,8642
0075187,17,2,0
0075188,48,2,5800
0075188,51,1,87000
0075188,17,2,0
0075188,13,0,NA
0075188,10,0,NA
0075189,29,1,17400
0075189,29,1,6959
0075189,10,0,NA
0075189,6,0,NA
0075190,26,1,24998
0075190,35,1,11600
0075190,24,2,14499
0075190,24,1,13339
0075191,57,2,580
0075191,62,2,28999
0075192,58,0,NA
0075192,55,1,28999
0075193,47,1,289536
0075193,45,2,0
0075193,17,2,0
0075193,13,0,NA
0075193,12,0,NA
0075194,37,1,33060
0075195,30,1,53359
0075196,48,1,103820
0075196,38,2,0
0075197,88,2,14499
0075198,41,1,43500
0075198,41,1,37700
0075198,19,2,11600
0075198,6,0,NA
0075199,56,1,42340
0075200,57,2,9048
0075200,18,2,2320
0075201,69,2,20184
0075201,24,1,5800
0075202,40,1,47560
0075203,32,0,NA
0075203,37,0,NA
0075203,3,0,NA
0075204,51,1,31319
0075204,85,2,7017
0075205,58,1,13919
0075205,82,2,6959
0075206,51,2,5104
0075207,52,1,32247
0075207,57,1,30739
0075207,25,2,2320
0075208,55,1,64959
0075208,23,2,7133
0075208,24,1,9860
0075209,21,1,17400
0075209,21,1,19140
0075210,44,1,39556
0075210,48,1,62059
0075211,65,1,81200
0075212,59,1,63915
0075212,32,1,11600
0075212,6,0,NA
0075213,61,1,34800
0075214,35,1,30449
0075215,64,1,37120
0075215,60,1,12760
0075216,53,2,22330
0075216,15,0,NA
0075216,13,0,NA
0075217,56,2,1566
0075217,21,1,3479
0075218,28,1,98020
0075218,31,0,NA
0075219,35,1,14499
0075219,32,1,9860
0075219,5,0,NA
0075220,25,1,15253
0075220,9,0,NA
0075220,7,0,NA
0075220,25,1,16239
0075221,64,0,NA
0075221,32,0,NA
0075221,8,0,NA
0075222,54,1,20300
0075222,57,2,0
0075222,27,1,15079
0075222,22,1,6148
0075222,82,2,3421
0075223,37,1,65540
0075223,38,1,22040
0075223,6,0,NA
0075223,2,0,NA
0075223,1,0,NA
0075224,29,1,31899
0075225,66,0,NA
0075226,31,1,31899
0075227,62,1,274340
0075227,58,2,44660
0075228,64,2,6959
0075229,61,2,7481
0075229,69,2,17748
0075230,64,2,22620
0075230,64,2,12238
0075231,53,1,28999
0075231,27,2,0
0075232,69,2,35148
0075232,70,2,66990
0075233,34,2,27329
0075233,35,1,115999
0075234,59,1,5800
0075234,44,1,40600
0075235,58,0,NA
0075236,36,1,57999
0075236,36,1,43500
0075236,0,0,NA
0075237,21,1,13919
0075237,21,1,19140
0075237,20,1,5800
0075237,20,1,14035
0075238,56,1,15717
0075239,22,1,20334
0075239,22,1,23234
0075240,30,1,11600
0075240,23,1,9860
0075241,36,2,0
0075241,36,1,290928
0075241,10,0,NA
0075241,8,0,NA
0075241,6,0,NA
0075241,4,0,NA
0075241,2,0,NA
0075242,73,2,130615
0075242,67,2,3190
0075243,64,1,40600
0075243,43,1,28999
0075244,43,1,9280
0075244,34,1,20300
0075245,50,1,18850
0075246,49,2,5104
0075246,59,2,0
0075247,33,1,11136
0075247,32,1,21170
0075247,10,0,NA
0075247,9,0,NA
0075248,31,1,75400
0075248,37,2,0
0075248,2,0,NA
0075249,66,2,34626
0075250,62,2,30159
0075250,65,2,0
0075251,27,1,6959
0075251,34,1,13919
0075252,39,1,145000
0075252,34,2,0
0075252,6,0,NA
0075253,66,1,6438
0075253,28,1,18560
0075254,33,1,26795
0075254,34,2,0
0075254,10,0,NA
0075254,7,0,NA
0075254,3,0,NA
0075255,68,0,NA
0075255,69,0,NA
0075256,80,2,55911
0075256,81,2,5196
0075257,43,1,64959
0075257,46,1,20300
0075257,11,0,NA
0075257,8,0,NA
0075258,53,1,34846
0075258,50,1,17400
0075258,21,1,14499
0075259,27,1,26853
0075259,31,1,40600
0075260,35,1,28999
0075260,31,1,7539
0075261,43,1,22040
0075261,47,1,55679
0075262,33,1,4524
0075262,43,1,27839
0075262,7,0,NA
0075262,3,0,NA
0075263,77,2,5800
0075264,62,2,28709
0075264,66,2,21170
0075265,70,1,52200
0075266,24,1,14789
0075267,81,2,33118
0075267,61,1,11600
0075268,70,2,35438
0075269,81,2,24128
0075269,58,1,72500
0075270,66,2,37700
0075270,65,2,6206
0075271,54,1,34220
0075271,25,2,638
0075271,23,1,6090
0075272,33,1,42920
0075273,59,2,5104
0075274,51,1,29927
0075274,17,1,580
0075274,15,0,NA
0075274,12,0,NA
0075275,42,1,41180
0075275,42,1,68440
0075275,14,0,NA
0075276,37,1,63799
0075276,38,1,40600
0075277,35,1,62059
0075277,30,2,0
0075277,2,0,NA
0075277,0,0,NA
0075278,67,2,42398
0075279,29,1,37700
0075279,37,1,44196
0075280,32,1,10788
0075281,77,2,69774
0075282,33,1,23200
0075283,23,1,19720
0075283,26,1,31899
0075284,89,2,20996
0075284,31,1,13166
0075285,61,2,12296
0075286,45,1,93554
0075286,47,2,0
0075287,33,1,29162
0075287,16,2,1044
0075287,13,0,NA
0075287,26,1,29579
0075288,64,1,64379
0075288,64,1,56259
0075289,70,2,30159
0075289,27,1,19720
0075290,27,1,23200
0075290,26,2,0
0075290,4,0,NA
0075290,2,0,NA
0075290,0,0,NA
0075291,36,1,48140
0075291,46,1,5800
0075292,42,1,27839
0075292,11,0,NA
0075292,41,1,24360
0075292,12,0,NA
0075292,7,0,NA
0075293,23,1,46400
0075293,24,1,24360
0075294,48,1,74240
0075294,50,1,34220
0075294,16,2,4118
0075295,32,1,19720
0075296,66,2,8352
0075296,72,1,44892
0075297,66,1,103182
0075297,56,1,33988
0075298,42,1,77140
0075298,43,1,49300
0075298,14,0,NA
0075298,10,0,NA
0075299,52,1,69832
0075299,49,1,39672
0075299,16,1,1044
0075300,52,1,115999
0075300,48,1,87000
0075301,71,2,105386
0075301,71,2,8352
0075302,80,2,34220
0075302,76,2,12528
0075303,94,2,31551
0075303,89,2,0
0075304,48,2,34800
0075305,61,1,26100
0075305,60,2,0
0075305,37,1,14499
0075305,14,0,NA
0075305,12,0,NA
0075305,82,2,6959
0075306,36,1,82650
0075306,43,1,22098
0075307,66,2,4059
0075307,62,1,27839
0075308,46,1,110199
0075308,47,1,13339
0075308,16,2,290
0075308,11,0,NA
0075309,61,1,29695
0075309,83,2,9744
0075309,71,2,14963
0075309,71,2,5916
0075309,49,1,12180
0075310,37,1,32479
0075310,39,1,60899
0075310,7,0,NA
0075310,6,0,NA
0075311,58,1,49300
0075311,66,1,12934
0075311,41,1,37700
0075312,33,1,40600
0075313,32,0,NA
0075313,29,0,NA
0075313,0,0,NA
0075314,26,0,NA
0075314,24,0,NA
0075315,40,1,73080
0075315,42,1,40600
0075315,9,0,NA
0075315,6,0,NA
0075316,56,1,98600
0075317,52,1,8700
0075317,53,1,24360
0075317,21,1,11890
0075317,15,0,NA
0075318,28,1,58057
0075318,29,1,63248
0075319,69,2,1160
0075320,30,2,2610
0075320,26,1,22040
0075320,4,0,NA
0075320,1,0,NA
0075321,27,2,2900
0075321,29,0,NA
0075321,30,0,NA
0075322,55,1,11600
0075322,49,1,11600
0075322,24,1,4988
0075322,22,1,5220
0075322,18,1,1160
0075323,27,1,27839
0075324,48,1,110779
0075324,49,2,0
0075324,25,1,6959
0075324,25,1,6959
0075325,33,1,8177
0075325,3,0,NA
0075326,59,1,70760
0075326,59,2,0
0075327,22,1,42340
0075328,63,1,33640
0075329,70,1,13919
0075330,63,1,56375
0075330,61,1,57999
0075331,54,1,37700
0075331,53,1,69600
0075331,23,2,8700
0075331,17,2,0
0075332,38,2,0
0075333,30,2,0
0075333,28,1,87000
0075334,75,2,696
0075334,69,2,6959
0075335,21,2,28999
0075335,19,2,10556
0075336,53,2,0
0075336,51,1,274340
0075337,65,1,26129
0075337,63,1,17400
0075337,30,1,20300
0075337,22,1,11832
0075338,65,1,5800
0075338,56,2,0
0075339,81,2,8352
0075340,65,2,1160
0075341,70,2,8920
0075341,19,1,5800
0075341,0,0,NA
0075341,62,1,10440
0075342,39,1,80620
0075342,37,1,52200
0075342,1,0,NA
0075342,26,1,6959
0075343,61,2,17400
0075343,60,1,11600
0075343,34,2,0
0075343,15,0,NA
0075343,8,0,NA
0075343,34,1,15311
0075344,58,1,28999
0075344,24,0,NA
0075345,56,1,30739
0075345,50,2,0
0075346,29,1,69600
0075346,28,2,11600
0075347,33,1,24766
0075347,35,1,9860
0075347,10,0,NA
0075347,6,0,NA
0075348,53,1,46980
0075349,63,1,29811
0075349,59,1,12528
0075350,55,1,34800
0075350,6,0,NA
0075350,16,2,0
0075350,39,1,22040
0075351,56,1,27839
0075351,58,1,9280
0075351,25,1,19430
0075351,22,2,2900
0075351,20,1,2784
0075352,66,1,46400
0075353,26,1,20416
0075353,26,1,12180
0075353,25,1,14847
0075354,30,1,25520
0075354,33,1,5800
0075354,4,0,NA
0075355,30,1,104400
0075355,29,2,0
0075355,2,0,NA
0075356,69,1,10150
0075356,72,1,89088
0075357,28,1,14499
0075357,31,1,49300
0075358,60,1,18270
0075358,60,1,78300
0075358,36,2,4640
0075358,25,1,8119
0075359,42,1,19140
0075359,2,0,NA
0075360,26,1,24360
0075360,26,1,17400
0075361,77,2,34394
0075361,74,2,7017
0075361,49,1,5220
0075362,52,1,81211
0075362,49,1,43500
0075362,15,0,NA
0075363,58,2,10440
0075363,82,2,18560
0075364,51,1,45646
0075364,45,1,12296
0075364,83,2,5544
0075364,81,2,0
0075365,35,1,46400
0075365,37,1,87000
0075365,1,0,NA
0075366,71,2,51620
0075366,67,2,13803
0075367,67,1,34452
0075367,71,1,11542
0075368,51,2,1276
0075368,60,1,57999
0075369,31,1,35960
0075369,29,1,27839
0075370,45,1,36830
0075371,49,1,106429
0075372,43,1,46400
0075372,22,1,16239
0075372,42,1,20880
0075373,59,1,40600
0075373,59,1,55099
0075374,70,2,20184
0075375,59,1,28999
0075375,55,1,57999
0075376,44,1,28999
0075376,46,2,0
0075376,22,1,2900
0075377,31,1,23200
0075377,37,1,11600
0075377,32,1,34800
0075378,36,1,30159
0075378,31,1,26100
0075379,72,1,78880
0075379,69,1,59159
0075380,81,0,NA
0075380,58,0,NA
0075381,71,2,36998
0075382,52,1,20880
0075382,16,2,0
0075382,15,0,NA
0075383,42,1,12818
0075383,41,1,31899
0075383,8,0,NA
0075383,6,0,NA
0075383,3,0,NA
0075383,1,0,NA
0075384,66,1,10440
0075384,62,1,4059
0075385,64,2,13455
0075385,61,1,35380
0075386,30,1,22620
0075386,35,1,52606
0075387,46,1,75400
0075387,8,0,NA
0075388,37,1,466899
0075388,32,0,NA
0075389,38,1,118899
0075389,39,1,130499
0075389,2,0,NA
0075389,2,0,NA
0075390,37,1,57999
0075390,34,1,53359
0075390,0,0,NA
0075391,47,1,57651
0075391,79,2,7133
0075392,34,2,0
0075392,39,1,46400
0075392,6,0,NA
0075392,4,0,NA
0075392,1,0,NA
0075393,45,1,34220
0075393,44,1,30971
0075393,3,0,NA
0075393,0,0,NA
0075393,18,2,6264
0075393,9,0,NA
0075393,6,0,NA
0075394,35,1,28999
0075394,35,1,18560
0075394,45,2,0
0075395,58,1,27839
0075395,55,2,11600
0075396,32,2,8119
0075396,35,2,2900
0075397,59,1,32479
0075397,61,1,11774
0075398,48,1,46400
0075398,51,1,63799
0075398,20,1,5800
0075398,18,2,0
0075398,18,1,4350
0075399,70,1,78711
0075400,55,1,9744
0075400,26,0,NA
0075400,22,0,NA
0075401,41,1,89204
0075401,44,1,209090
0075402,61,1,14151
0075402,59,2,4176
0075403,61,1,2900
0075403,65,1,40600
0075404,26,1,5452
0075405,56,1,31319
0075406,28,1,31899
0075406,27,1,20300
0075407,39,1,85260
0075407,40,0,NA
0075407,8,0,NA
0075407,6,0,NA
0075407,4,0,NA
0075408,39,1,27839
0075409,54,1,167272
0075409,52,1,11020
0075409,20,1,2320
0075410,44,1,28999
0075410,40,0,NA
0075411,42,1,48720
0075411,36,1,34800
0075411,34,1,40600
0075412,59,1,89900
0075412,55,1,21460
0075412,25,1,26679
0075413,38,0,NA
0075413,27,2,10846
0075414,46,1,108459
0075414,43,1,10440
0075414,11,0,NA
0075415,88,2,104284
0075415,84,2,25462
0075416,43,1,17748
0075416,25,1,15079
0075416,29,1,17400
0075417,50,1,52200
0075417,50,1,60899
0075417,16,1,1739
0075418,44,1,30159
0075418,56,1,20300
0075419,61,1,33060
0075420,66,1,28999
0075420,62,1,7191
0075421,36,1,36250
0075422,35,1,42340
0075422,34,1,23664
0075422,7,0,NA
0075422,7,0,NA
0075422,3,0,NA
0075423,63,2,6611
0075424,43,1,22272
0075424,42,0,NA
0075424,17,0,NA
0075424,14,0,NA
0075425,50,1,6380
0075425,55,1,17690
0075425,29,1,40600
0075425,27,2,6438
0075425,1,0,NA
0075425,29,2,0
0075426,73,2,13339
0075426,66,2,6380
0075427,62,2,21460
0075428,50,1,57999
0075428,40,1,34800
0075429,32,1,8236
0075429,2,0,NA
0075429,31,1,27839
0075430,64,2,3074
0075430,63,2,388
0075430,39,1,20880
0075430,15,0,NA
0075430,9,0,NA
0075430,39,2,0
0075431,26,1,66700
0075431,28,2,0
0075432,66,2,87585
0075432,65,2,29585
0075433,50,2,696
0075433,49,2,0
0075434,32,1,90480
0075435,49,1,2291
0075435,23,1,9744
0075435,19,1,2436
0075435,28,1,13919
0075436,64,1,30739
0075436,64,2,41180
0075437,37,1,48720
0075437,33,2,0
0075437,8,0,NA
0075437,5,0,NA
0075437,0,0,NA
0075437,41,1,48720
0075438,55,1,18560
0075438,64,1,37120
0075438,24,1,20880
0075439,66,2,18560
0075440,71,2,14847
0075440,48,2,0
0075440,44,1,17400
0075440,13,0,NA
0075440,13,0,NA
0075440,37,2,0
0075440,88,2,6727
0075441,55,1,27955
0075441,32,1,21170
0075441,17,1,869
0075442,56,1,33640
0075443,60,1,27259
0075443,43,1,16820
0075443,20,0,NA
0075444,85,2,76444
0075444,79,2,47618
0075445,48,1,8119
0075445,18,0,NA
0075445,16,0,NA
0075446,21,2,2900
0075446,22,2,812
0075446,21,2,203
0075447,44,1,57999
0075447,42,1,6959
0075447,14,0,NA
0075447,12,0,NA
0075448,38,1,27839
0075448,40,1,43500
0075448,18,2,3479
0075448,16,2,0
0075448,7,0,NA
0075449,71,1,53069
0075450,43,1,34933
0075451,56,1,43500
0075451,13,0,NA
0075452,49,1,114317
0075452,48,1,56027
0075452,12,0,NA
0075453,64,1,57999
0075453,18,1,2900
0075454,32,1,2830
0075454,36,1,46400
0075454,2,0,NA
0075455,44,1,46400
0075455,48,1,38280
0075456,69,2,28999
0075456,77,2,28999
0075457,35,1,20300
0075457,27,1,21460
0075458,27,1,95120
0075458,27,1,35960
0075459,59,1,57999
0075459,53,2,20880
0075460,64,2,9512
0075460,60,1,103820
0075460,19,1,6496
0075461,38,1,20300
0075461,38,1,162980
0075461,10,0,NA
0075461,8,0,NA
0075461,6,0,NA
0075462,40,1,118899
0075462,40,2,0
0075462,9,0,NA
0075462,5,0,NA
0075463,64,1,14499
0075463,68,1,27723
0075464,60,1,17690
0075465,57,1,280140
0075465,55,1,14499
0075466,40,1,21344
0075466,38,1,73892
0075466,18,1,10092
0075466,14,0,NA
0075466,2,0,NA
0075466,9,0,NA
0075467,75,0,NA
0075468,37,1,28193
0075468,34,1,27845
0075468,39,1,11600
0075469,39,1,26100
0075470,70,2,37062
0075471,62,0,NA
0075472,64,2,20184
0075472,64,2,26447
0075472,9,0,NA
0075472,1,0,NA
0075473,41,1,87000
0075474,26,1,40600
0075474,3,0,NA
0075474,1,0,NA
0075474,28,2,0
