Geo,Year,PkgSpacesPerSFDU,PkgSpacesPerMFDU,PkgSpacesPerGQ,PropNonWrkTripPay,PropWkrPay,PropCashOut,PkgCost.2010
530330021003,2018,2,0.5,0.5,0,0,0,0.0
530330022001,2018,2,0.5,0.5,0,0,0,0.0
530330022002,2018,2,0.5,0.5,0,0,0,0.0
530330022003,2018,2,0.5,0.5,0,0,0,0.0
530330022004,2018,2,0.5,0.5,0,0,0,0.0
530330024001,2018,2,0.5,0.5,0,0,0,0.0
530330024002,2018,2,0.5,0.5,0,0,0,0.0
530330025001,2018,2,0.5,0.5,0,0,0,0.0
530330025002,2018,2,0.5,0.5,0,0,0,0.0
530330026001,2018,2,0.5,0.5,0,0,0,0.0
530330026002,2018,2,0.5,0.5,0,0,0,0.0
530330026003,2018,2,0.5,0.5,0,0,0,0.0
530330026004,2018,2,0.5,0.5,0,0,0,0.0
530330027001,2018,2,0.5,0.5,0,0,0,0.0
530330027002,2018,2,0.5,0.5,0,0,0,0.0
530330027003,2018,2,0.5,0.5,0,0,0,0.0
530330027004,2018,2,0.5,0.5,0,0,0,0.0
530330028001,2018,2,0.5,0.5,0,0,0,0.0
530330028002,2018,2,0.5,0.5,0,0,0,0.0
530330028003,2018,2,0.5,0.5,0,0,0,0.0
530330028004,2018,2,0.5,0.5,0,0,0,0.0
530330029001,2018,2,0.5,0.5,0,0,0,0.0
530330029002,2018,2,0.5,0.5,0,0,0,0.0
530330029003,2018,2,0.5,0.5,0,0,0,0.0
530330030001,2018,2,0.5,0.5,0,0,0,0.0
530330030002,2018,2,0.5,0.5,0,0,0,0.0
530330030003,2018,2,0.5,0.5,0,0,0,0.0
530330030004,2018,2,0.5,0.5,0,0,0,0.0
530330031001,2018,2,0.5,0.5,0,0,0,0.0
530330031002,2018,2,0.5,0.5,0,0,0,0.0
530330031003,2018,2,0.5,0.5,0,0,0,0.0
530330031004,2018,2,0.5,0.5,0,0,0,0.0
530330031005,2018,2,0.5,0.5,0,0,0,0.0
530330032011,2018,2,0.5,0.5,0,0,0,0.0
530330032012,2018,2,0.5,0.5,0,0,0,0.0
530330032013,2018,2,0.5,0.5,0,0,0,0.0
530330032021,2018,2,0.5,0.5,0,0,0,0.0
530330032022,2018,2,0.5,0.5,0,0,0,0.0
530330032023,2018,2,0.5,0.5,0,0,0,0.0
530330033011,2018,2,0.5,0.5,0,0,0,0.0
530330033012,2018,2,0.5,0.5,0,0,0,0.0
530330033013,2018,2,0.5,0.5,0,0,0,0.0
530330033021,2018,2,0.5,0.5,0,0,0,0.0
530330033022,2018,2,0.5,0.5,0,0,0,0.0
530330033023,2018,2,0.5,0.5,0,0,0,0.0
530330034001,2018,2,0.5,0.5,0,0,0,0.0
530330034002,2018,2,0.5,0.5,0,0,0,0.0
530330034003,2018,2,0.5,0.5,0,0,0,0.0
530330035001,2018,2,0.5,0.5,0,0,0,0.0
530330035002,2018,2,0.5,0.5,0,0,0,0.0
530330035003,2018,2,0.5,0.5,0,0,0,0.0
530330036011,2018,2,0.5,0.5,0,0,0,0.0
530330036012,2018,2,0.5,0.5,0,0,0,0.0
530330036013,2018,2,0.5,0.5,0,0,0,0.0
530330036021,2018,2,0.5,0.5,0,0,0,0.0
530330036022,2018,2,0.5,0.5,0,0,0,0.0
530330036023,2018,2,0.5,0.5,0,0,0,0.0
530330038001,2018,2,0.5,0.5,0,0,0,0.0
530330038002,2018,2,0.5,0.5,0,0,0,0.0
530330039001,2018,2,0.5,0.5,0,0,0,0.0
530330039002,2018,2,0.5,0.5,0,0,0,0.0
530330040001,2018,2,0.5,0.5,0,0,0,0.0
530330040002,2018,2,0.5,0.5,0,0,0,0.0
530330041011,2018,2,0.5,0.5,0,0,0,0.0
530330041012,2018,2,0.5,0.5,0,0,0,0.0
530330041013,2018,2,0.5,0.5,1,1,0,0.03763440860215054
530330041021,2018,2,0.5,0.5,0,0,0,0.0
530330041022,2018,2,0.5,0.5,0,0,0,0.0
530330041023,2018,2,0.5,0.5,0,0,0,0.0
530330042011,2018,2,0.5,0.5,0,0,0,0.0
530330042012,2018,2,0.5,0.5,0,0,0,0.0
530330042013,2018,2,0.5,0.5,0,0,0,0.0
530330042021,2018,2,0.5,0.5,0,0,0,0.0
530330042022,2018,2,0.5,0.5,0,0,0,0.0
530330042023,2018,2,0.5,0.5,0,0,0,0.0
530330043011,2018,2,0.5,0.5,1,1,0,0.14201183431952663
530330043012,2018,2,0.5,0.5,0,0,0,0.0
530330043013,2018,2,0.5,0.5,0,0,0,0.0
530330043021,2018,2,0.5,0.5,0,0,0,0.0
530330043022,2018,2,0.5,0.5,0,0,0,0.0
530330043023,2018,2,0.5,0.5,1,1,0,0.07874015748031496
530330044011,2018,2,0.5,0.5,0,0,0,0.0
530330044012,2018,2,0.5,0.5,0,0,0,0.0
530330044013,2018,2,0.5,0.5,0,0,0,0.0
530330044021,2018,2,0.5,0.5,0,0,0,0.0
530330044022,2018,2,0.5,0.5,0,0,0,0.0
530330044023,2018,2,0.5,0.5,1,1,0,0.05434782608695652
530330045001,2018,2,0.5,0.5,0,0,0,0.0
530330045002,2018,2,0.5,0.5,0,0,0,0.0
530330046001,2018,2,0.5,0.5,0,0,0,0.0
530330046002,2018,2,0.5,0.5,0,0,0,0.0
530330046003,2018,2,0.5,0.5,0,0,0,0.0
530330047011,2018,2,0.5,0.5,0,0,0,0.0
530330047012,2018,2,0.5,0.5,0,0,0,0.0
530330047013,2018,2,0.5,0.5,0,0,0,0.0
530330047021,2018,2,0.5,0.5,0,0,0,0.0
530330047022,2018,2,0.5,0.5,0,0,0,0.0
530330047023,2018,2,0.5,0.5,0,0,0,0.0
530330047031,2018,2,0.5,0.5,0,0,0,0.0
530330047032,2018,2,0.5,0.5,0,0,0,0.0
530330047033,2018,2,0.5,0.5,0,0,0,0.0
530330048001,2018,2,0.5,0.5,0,0,0,0.0
530330048002,2018,2,0.5,0.5,0,0,0,0.0
530330048003,2018,2,0.5,0.5,0,0,0,0.0
530330048004,2018,2,0.5,0.5,0,0,0,0.0
530330049011,2018,2,0.5,0.5,0,0,0,0.0
530330049012,2018,2,0.5,0.5,0,0,0,0.0
530330049013,2018,2,0.5,0.5,0,0,0,0.0
530330049021,2018,2,0.5,0.5,0,0,0,0.0
530330049022,2018,2,0.5,0.5,0,0,0,0.0
530330050001,2018,2,0.5,0.5,0,0,0,0.0
530330050002,2018,2,0.5,0.5,0,0,0,0.0
530330050003,2018,2,0.5,0.5,0,0,0,0.0
530330051001,2018,2,0.5,0.5,0,0,0,0.0
530330051002,2018,2,0.5,0.5,0,0,0,0.0
530330051003,2018,2,0.5,0.5,0,0,0,0.0
530330052011,2018,2,0.5,0.5,0,0,0,0.0
530330052012,2018,2,0.5,0.5,0,0,0,0.0
530330052013,2018,2,0.5,0.5,1,1,0,0.39090909090909093
530330052021,2018,2,0.5,0.5,1,1,0,0.21428571428571427
530330052022,2018,2,0.5,0.5,1,1,0,0.1923076923076923
530330052023,2018,2,0.5,0.5,1,1,0,0.46511627906976744
530330053031,2018,2,0.5,0.5,1,1,0,4.190476190476191
530330053032,2018,2,0.5,0.5,1,1,0,9.444444444444445
530330053041,2018,2,0.5,0.5,0,0,0,0.0
530330053042,2018,2,0.5,0.5,1,1,0,2.142857142857143
530330053051,2018,2,0.5,0.5,1,1,0,0.8762886597938144
530330053052,2018,2,0.5,0.5,1,1,0,1.0338983050847457
530330053061,2018,2,0.5,0.5,1,1,0,0.5333333333333333
530330053062,2018,2,0.5,0.5,1,1,0,1.1590909090909092
530330053071,2018,2,0.5,0.5,0,0,0,0.0
530330053072,2018,2,0.5,0.5,0,0,0,0.0
530330053073,2018,2,0.5,0.5,0,0,0,0.0
530330054011,2018,2,0.5,0.5,0,0,0,0.0
530330054012,2018,2,0.5,0.5,0,0,0,0.0
530330054013,2018,2,0.5,0.5,0,0,0,0.0
530330054021,2018,2,0.5,0.5,0,0,0,0.0
530330054022,2018,2,0.5,0.5,0,0,0,0.0
530330054023,2018,2,0.5,0.5,0,0,0,0.0
530330056001,2018,2,0.5,0.5,0,0,0,0.0
530330056002,2018,2,0.5,0.5,0,0,0,0.0
530330056003,2018,2,0.5,0.5,0,0,0,0.0
530330056004,2018,2,0.5,0.5,0,0,0,0.0
530330056005,2018,2,0.5,0.5,0,0,0,0.0
530330057001,2018,2,0.5,0.5,0,0,0,0.0
530330057002,2018,2,0.5,0.5,0,0,0,0.0
530330057003,2018,2,0.5,0.5,0,0,0,0.0
530330057004,2018,2,0.5,0.5,0,0,0,0.0
530330057005,2018,2,0.5,0.5,0,0,0,0.0
530330058011,2018,2,0.5,0.5,0,0,0,0.0
530330058012,2018,2,0.5,0.5,0,0,0,0.0
530330058013,2018,2,0.5,0.5,0,0,0,0.0
530330058014,2018,2,0.5,0.5,0,0,0,0.0
530330058031,2018,2,0.5,0.5,0,0,0,0.0
530330058032,2018,2,0.5,0.5,0,0,0,0.0
530330058041,2018,2,0.5,0.5,0,0,0,0.0
530330058042,2018,2,0.5,0.5,0,0,0,0.0
530330059011,2018,2,0.5,0.5,0,0,0,0.0
530330059012,2018,2,0.5,0.5,0,0,0,0.0
530330059013,2018,2,0.5,0.5,0,0,0,0.0
530330059021,2018,2,0.5,0.5,0,0,0,0.0
530330059022,2018,2,0.5,0.5,0,0,0,0.0
530330059023,2018,2,0.5,0.5,0,0,0,0.0
530330060001,2018,2,0.5,0.5,0,0,0,0.0
530330060002,2018,2,0.5,0.5,0,0,0,0.0
530330060003,2018,2,0.5,0.5,0,0,0,0.0
530330060004,2018,2,0.5,0.5,0,0,0,0.0
530330061001,2018,2,0.5,0.5,0,0,0,0.0
530330061002,2018,2,0.5,0.5,0,0,0,0.0
530330061003,2018,2,0.5,0.5,0,0,0,0.0
530330061004,2018,2,0.5,0.5,0,0,0,0.0
530330061005,2018,2,0.5,0.5,0,0,0,0.0
530330062001,2018,2,0.5,0.5,0,0,0,0.0
530330062002,2018,2,0.5,0.5,0,0,0,0.0
530330062003,2018,2,0.5,0.5,0,0,0,0.0
530330063001,2018,2,0.5,0.5,0,0,0,0.0
530330063002,2018,2,0.5,0.5,0,0,0,0.0
530330063003,2018,2,0.5,0.5,0,0,0,0.0
530330063004,2018,2,0.5,0.5,0,0,0,0.0
530330064001,2018,2,0.5,0.5,0,0,0,0.0
530330064002,2018,2,0.5,0.5,0,0,0,0.0
530330064003,2018,2,0.5,0.5,0,0,0,0.0
530330065001,2018,2,0.5,0.5,0,0,0,0.0
530330065002,2018,2,0.5,0.5,0,0,0,0.0
530330065003,2018,2,0.5,0.5,0,0,0,0.0
530330066001,2018,2,0.5,0.5,0,0,0,0.0
530330066002,2018,2,0.5,0.5,0,0,0,0.0
530330066003,2018,2,0.5,0.5,0,0,0,0.0
530330067011,2018,2,0.5,0.5,0,0,0,0.0
530330067012,2018,2,0.5,0.5,0,0,0,0.0
530330067013,2018,2,0.5,0.5,0,0,0,0.0
530330067021,2018,2,0.5,0.5,0,0,0,0.0
530330067022,2018,2,0.5,0.5,0,0,0,0.0
530330067023,2018,2,0.5,0.5,0,0,0,0.0
530330067031,2018,2,0.5,0.5,0,0,0,0.0
530330067032,2018,2,0.5,0.5,0,0,0,0.0
530330067033,2018,2,0.5,0.5,0,0,0,0.0
530330068001,2018,2,0.5,0.5,0,0,0,0.0
530330068002,2018,2,0.5,0.5,0,0,0,0.0
530330068003,2018,2,0.5,0.5,0,0,0,0.0
530330069001,2018,2,0.5,0.5,0,0,0,0.0
530330069002,2018,2,0.5,0.5,0,0,0,0.0
530330069003,2018,2,0.5,0.5,0,0,0,0.0
530330070011,2018,2,0.5,0.5,0,0,0,0.0
530330070012,2018,2,0.5,0.5,0,0,0,0.0
530330070013,2018,2,0.5,0.5,1,1,0,1.2432432432432432
530330070021,2018,2,0.5,0.5,0,0,0,0.0
530330070022,2018,2,0.5,0.5,0,0,0,0.0
530330070023,2018,2,0.5,0.5,1,1,0,1.0220588235294117
530330071011,2018,2,0.5,0.5,1,1,0,2.573529411764706
530330071012,2018,2,0.5,0.5,1,1,0,3.4909090909090907
530330071021,2018,2,0.5,0.5,1,1,0,1.1136363636363635
530330071022,2018,2,0.5,0.5,1,1,0,0.7727272727272727
530330072011,2018,2,0.5,0.5,1,1,0,1.72
530330072012,2018,2,0.5,0.5,1,1,0,3.8181818181818183
530330072013,2018,2,0.5,0.5,1,1,0,2.1666666666666665
530330072021,2018,2,0.5,0.5,1,1,0,2.605263157894737
530330072022,2018,2,0.5,0.5,1,1,0,5.733333333333333
530330072023,2018,2,0.5,0.5,1,1,0,4.111111111111111
530330072031,2018,2,0.5,0.5,1,1,0,2.4615384615384617
530330072032,2018,2,0.5,0.5,1,1,0,7.483870967741935
530330073011,2018,2,0.5,0.5,1,1,0,3.5675675675675675
530330073012,2018,2,0.5,0.5,0,0,0,0.0
530330073013,2018,2,0.5,0.5,1,1,0,2.375
530330073021,2018,2,0.5,0.5,1,1,0,9.35483870967742
530330073022,2018,2,0.5,0.5,1,1,0,4.243243243243243
530330073023,2018,2,0.5,0.5,1,1,0,2.95
530330073031,2018,2,0.5,0.5,1,1,0,3.2448979591836733
530330073032,2018,2,0.5,0.5,1,1,0,0.8333333333333333
530330073033,2018,2,0.5,0.5,1,1,0,5.91304347826087
530330074031,2018,2,0.5,0.5,0,0,0,0.0
530330074032,2018,2,0.5,0.5,0,0,0,0.0
530330074041,2018,2,0.5,0.5,0,0,0,0.0
530330074042,2018,2,0.5,0.5,0,0,0,0.0
530330074051,2018,2,0.5,0.5,0,0,0,0.0
530330074052,2018,2,0.5,0.5,0,0,0,0.0
530330074061,2018,2,0.5,0.5,0,0,0,0.0
530330074062,2018,2,0.5,0.5,0,0,0,0.0
530330075011,2018,2,0.5,0.5,0,0,0,0.0
530330075012,2018,2,0.5,0.5,0,0,0,0.0
530330075013,2018,2,0.5,0.5,0,0,0,0.0
530330075021,2018,2,0.5,0.5,0,0,0,0.0
530330075022,2018,2,0.5,0.5,0,0,0,0.0
530330075023,2018,2,0.5,0.5,0,0,0,0.0
530330075031,2018,2,0.5,0.5,0,0,0,0.0
530330075032,2018,2,0.5,0.5,0,0,0,0.0
530330076001,2018,2,0.5,0.5,0,0,0,0.0
530330076002,2018,2,0.5,0.5,0,0,0,0.0
530330076003,2018,2,0.5,0.5,0,0,0,0.0
530330077001,2018,2,0.5,0.5,0,0,0,0.0
530330077002,2018,2,0.5,0.5,0,0,0,0.0
530330077003,2018,2,0.5,0.5,0,0,0,0.0
530330077004,2018,2,0.5,0.5,0,0,0,0.0
530330078001,2018,2,0.5,0.5,0,0,0,0.0
530330078002,2018,2,0.5,0.5,0,0,0,0.0
530330078003,2018,2,0.5,0.5,0,0,0,0.0
530330078004,2018,2,0.5,0.5,0,0,0,0.0
530330079011,2018,2,0.5,0.5,0,0,0,0.0
530330079012,2018,2,0.5,0.5,0,0,0,0.0
530330079021,2018,2,0.5,0.5,0,0,0,0.0
530330079022,2018,2,0.5,0.5,0,0,0,0.0
530330079023,2018,2,0.5,0.5,0,0,0,0.0
530330080021,2018,2,0.5,0.5,1,1,0,3.9411764705882355
530330080022,2018,2,0.5,0.5,1,1,0,3.9714285714285715
530330080023,2018,2,0.5,0.5,1,1,0,3.0
530330080031,2018,2,0.5,0.5,1,1,0,0.8888888888888888
530330080032,2018,2,0.5,0.5,1,1,0,0.6521739130434783
530330080033,2018,2,0.5,0.5,1,1,0,3.2727272727272725
530330080041,2018,2,0.5,0.5,0,0,0,0.0
530330080042,2018,2,0.5,0.5,1,1,0,2.666666666666667
530330080043,2018,2,0.5,0.5,1,1,0,3.1818181818181817
530330081011,2018,2,0.5,0.5,1,1,0,3.2758620689655173
530330081012,2018,2,0.5,0.5,1,1,0,7.0344827586206895
530330081013,2018,2,0.5,0.5,1,1,0,4.609756097560976
530330081021,2018,2,0.5,0.5,1,1,0,8.2
530330081022,2018,2,0.5,0.5,1,1,0,5.308510638297872
530330082001,2018,2,0.5,0.5,1,1,0,12.433962264150944
530330082002,2018,2,0.5,0.5,1,1,0,2.214285714285714
530330082003,2018,2,0.5,0.5,1,1,0,2.357142857142857
530330083001,2018,2,0.5,0.5,1,1,0,1.979591836734694
530330083002,2018,2,0.5,0.5,1,1,0,2.3333333333333335
530330084011,2018,2,0.5,0.5,1,1,0,1.3333333333333335
530330084012,2018,2,0.5,0.5,1,1,0,0.6086956521739131
530330084013,2018,2,0.5,0.5,1,1,0,3.3
530330084021,2018,2,0.5,0.5,1,1,0,1.024390243902439
530330084022,2018,2,0.5,0.5,1,1,0,0.6666666666666667
530330084023,2018,2,0.5,0.5,1,1,0,0.48648648648648646
530330085001,2018,2,0.5,0.5,1,1,0,2.3454545454545452
530330085002,2018,2,0.5,0.5,1,1,0,2.0
530330085003,2018,2,0.5,0.5,1,1,0,1.9565217391304346
530330086001,2018,2,0.5,0.5,0,0,0,0.0
530330086002,2018,2,0.5,0.5,0,0,0,0.0
530330086003,2018,2,0.5,0.5,0,0,0,0.0
530330086004,2018,2,0.5,0.5,0,0,0,0.0
530330087001,2018,2,0.5,0.5,0,0,0,0.0
530330087002,2018,2,0.5,0.5,0,0,0,0.0
530330087003,2018,2,0.5,0.5,0,0,0,0.0
530330088001,2018,2,0.5,0.5,0,0,0,0.0
530330088002,2018,2,0.5,0.5,0,0,0,0.0
530330088003,2018,2,0.5,0.5,0,0,0,0.0
530330089001,2018,2,0.5,0.5,0,0,0,0.0
530330089002,2018,2,0.5,0.5,0,0,0,0.0
530330089003,2018,2,0.5,0.5,0,0,0,0.0
530330089004,2018,2,0.5,0.5,0,0,0,0.0
530330090001,2018,2,0.5,0.5,0,0,0,0.0
530330090002,2018,2,0.5,0.5,0,0,0,0.0
530330090003,2018,2,0.5,0.5,0,0,0,0.0
530330091001,2018,2,0.5,0.5,1,1,0,0.4076923076923077
530330091002,2018,2,0.5,0.5,1,1,0,1.5818181818181818
530330092001,2018,2,0.5,0.5,1,1,0,2.381818181818182
530330092002,2018,2,0.5,0.5,1,1,0,0.5135135135135136
530330093001,2018,2,0.5,0.5,0,0,0,0.0
530330093002,2018,2,0.5,0.5,1,1,0,1.8190954773869348
530330093003,2018,2,0.5,0.5,0,0,0,0.0
530330094001,2018,2,0.5,0.5,0,0,0,0.0
530330094002,2018,2,0.5,0.5,0,0,0,0.0
530330094003,2018,2,0.5,0.5,0,0,0,0.0
530330094004,2018,2,0.5,0.5,0,0,0,0.0
530330094005,2018,2,0.5,0.5,0,0,0,0.0
530330095001,2018,2,0.5,0.5,0,0,0,0.0
530330095002,2018,2,0.5,0.5,0,0,0,0.0
530330095003,2018,2,0.5,0.5,0,0,0,0.0
530330095004,2018,2,0.5,0.5,0,0,0,0.0
530330096001,2018,2,0.5,0.5,0,0,0,0.0
530330096002,2018,2,0.5,0.5,0,0,0,0.0
530330096003,2018,2,0.5,0.5,0,0,0,0.0
530330096004,2018,2,0.5,0.5,0,0,0,0.0
530330097011,2018,2,0.5,0.5,0,0,0,0.0
530330097012,2018,2,0.5,0.5,0,0,0,0.0
530330097013,2018,2,0.5,0.5,0,0,0,0.0
530330097014,2018,2,0.5,0.5,0,0,0,0.0
530330097021,2018,2,0.5,0.5,0,0,0,0.0
530330097022,2018,2,0.5,0.5,0,0,0,0.0
530330097023,2018,2,0.5,0.5,0,0,0,0.0
530330097024,2018,2,0.5,0.5,0,0,0,0.0
530330098011,2018,2,0.5,0.5,0,0,0,0.0
530330098012,2018,2,0.5,0.5,0,0,0,0.0
530330098013,2018,2,0.5,0.5,0,0,0,0.0
530330098021,2018,2,0.5,0.5,0,0,0,0.0
530330098022,2018,2,0.5,0.5,0,0,0,0.0
530330098023,2018,2,0.5,0.5,0,0,0,0.0
530330099001,2018,2,0.5,0.5,0,0,0,0.0
530330099002,2018,2,0.5,0.5,0,0,0,0.0
530330099003,2018,2,0.5,0.5,0,0,0,0.0
530330099004,2018,2,0.5,0.5,0,0,0,0.0
530330100011,2018,2,0.5,0.5,0,0,0,0.0
530330100012,2018,2,0.5,0.5,0,0,0,0.0
530330100013,2018,2,0.5,0.5,0,0,0,0.0
530330100021,2018,2,0.5,0.5,0,0,0,0.0
530330100022,2018,2,0.5,0.5,0,0,0,0.0
530330100023,2018,2,0.5,0.5,0,0,0,0.0
530330101011,2018,2,0.5,0.5,0,0,0,0.0
530330101012,2018,2,0.5,0.5,0,0,0,0.0
530330101013,2018,2,0.5,0.5,0,0,0,0.0
530330101021,2018,2,0.5,0.5,0,0,0,0.0
530330101022,2018,2,0.5,0.5,0,0,0,0.0
530330101023,2018,2,0.5,0.5,0,0,0,0.0
530330102001,2018,2,0.5,0.5,0,0,0,0.0
530330102002,2018,2,0.5,0.5,0,0,0,0.0
530330102003,2018,2,0.5,0.5,0,0,0,0.0
530330102004,2018,2,0.5,0.5,0,0,0,0.0
530330103011,2018,2,0.5,0.5,0,0,0,0.0
530330103012,2018,2,0.5,0.5,0,0,0,0.0
530330103013,2018,2,0.5,0.5,0,0,0,0.0
530330103021,2018,2,0.5,0.5,0,0,0,0.0
530330103022,2018,2,0.5,0.5,0,0,0,0.0
530330103023,2018,2,0.5,0.5,0,0,0,0.0
530330104011,2018,2,0.5,0.5,0,0,0,0.0
530330104012,2018,2,0.5,0.5,0,0,0,0.0
530330104013,2018,2,0.5,0.5,0,0,0,0.0
530330104021,2018,2,0.5,0.5,0,0,0,0.0
530330104022,2018,2,0.5,0.5,0,0,0,0.0
530330104023,2018,2,0.5,0.5,0,0,0,0.0
530330104024,2018,2,0.5,0.5,0,0,0,0.0
530330105011,2018,2,0.5,0.5,0,0,0,0.0
530330105012,2018,2,0.5,0.5,0,0,0,0.0
530330105013,2018,2,0.5,0.5,0,0,0,0.0
530330105021,2018,2,0.5,0.5,0,0,0,0.0
530330105022,2018,2,0.5,0.5,0,0,0,0.0
530330105023,2018,2,0.5,0.5,0,0,0,0.0
530330105024,2018,2,0.5,0.5,0,0,0,0.0
530330106011,2018,2,0.5,0.5,0,0,0,0.0
530330106012,2018,2,0.5,0.5,0,0,0,0.0
530330106013,2018,2,0.5,0.5,0,0,0,0.0
530330106021,2018,2,0.5,0.5,0,0,0,0.0
530330106022,2018,2,0.5,0.5,0,0,0,0.0
530330106023,2018,2,0.5,0.5,0,0,0,0.0
530330107011,2018,2,0.5,0.5,0,0,0,0.0
530330107012,2018,2,0.5,0.5,0,0,0,0.0
530330107013,2018,2,0.5,0.5,0,0,0,0.0
530330107021,2018,2,0.5,0.5,0,0,0,0.0
530330107022,2018,2,0.5,0.5,0,0,0,0.0
530330107023,2018,2,0.5,0.5,0,0,0,0.0
530330108001,2018,2,0.5,0.5,0,0,0,0.0
530330108002,2018,2,0.5,0.5,0,0,0,0.0
530330108003,2018,2,0.5,0.5,0,0,0,0.0
530330109001,2018,2,0.5,0.5,0,0,0,0.0
530330109002,2018,2,0.5,0.5,0,0,0,0.0
530330110011,2018,2,0.5,0.5,0,0,0,0.0
530330110012,2018,2,0.5,0.5,0,0,0,0.0
