Geo,D3bpo4,Year
530330302013,8.0,2018
530330302014,8.0,2018
530330302031,29.0,2018
530330302032,8.0,2018
530330302033,3.0,2018
530330302041,5.0,2018
530330302042,9.0,2018
530330302043,11.0,2018
530330303041,8.0,2018
530330303042,7.0,2018
530330303043,48.0,2018
530330303051,12.0,2018
530330303052,8.0,2018
530330303053,2.0,2018
530330303061,8.0,2018
530330303062,7.0,2018
530330303063,6.0,2018
530330303064,3.0,2018
530330303081,0.0,2018
530330303082,4.0,2018
530330303083,6.0,2018
530330303084,7.0,2018
530330303091,14.0,2018
530330303092,3.0,2018
530330303093,12.0,2018
530330303094,3.0,2018
530330303101,7.0,2018
530330303102,5.0,2018
530330303103,43.0,2018
530330303104,7.0,2018
530330303111,3.0,2018
530330303112,6.0,2018
530330303113,4.0,2018
530330303114,5.0,2018
530330303121,1.0,2018
530330303122,10.0,2018
530330303123,4.0,2018
530330303124,4.0,2018
530330303131,54.0,2018
530330303132,6.0,2018
530330303133,74.0,2018
530330303141,42.0,2018
530330303142,8.0,2018
530330303143,10.0,2018
530330304031,6.0,2018
530330304032,32.0,2018
530330304033,3.0,2018
530330304041,11.0,2018
530330304042,9.0,2018
530330304043,22.0,2018
530330304051,17.0,2018
530330304052,7.0,2018
530330304053,10.0,2018
530330304061,8.0,2018
530330304062,12.0,2018
530330304071,38.0,2018
530330304072,20.0,2018
530330305011,38.0,2018
530330305012,15.0,2018
530330305031,4.0,2018
530330305032,11.0,2018
530330305033,8.0,2018
530330305041,6.0,2018
530330305042,3.0,2018
530330305043,5.0,2018
530330305044,1.0,2018
530330306001,18.0,2018
530330306002,11.0,2018
530330306003,41.0,2018
530330306004,21.0,2018
530330307001,21.0,2018
530330307002,9.0,2018
530330307003,2.0,2018
530330308011,73.0,2018
530330308012,0.0,2018
530330308013,2.0,2018
530330308014,7.0,2018
530330308021,4.0,2018
530330308022,8.0,2018
530330309011,16.0,2018
530330309012,24.0,2018
530330309013,7.0,2018
530330309021,3.0,2018
530330309022,0.0,2018
530330309023,6.0,2018
530330309024,11.0,2018
530330310001,4.0,2018
530330310002,0.0,2018
530330310003,6.0,2018
530330311011,3.0,2018
530330311012,3.0,2018
530330311013,1.0,2018
530330311021,2.0,2018
530330311022,3.0,2018
530330311023,0.0,2018
530330312021,4.0,2018
530330312022,2.0,2018
530330312023,10.0,2018
530330312024,15.0,2018
530330312025,8.0,2018
530330312041,3.0,2018
530330312042,4.0,2018
530330312043,8.0,2018
530330312044,5.0,2018
530330312045,6.0,2018
530330312061,1.0,2018
530330312062,3.0,2018
530330312063,3.0,2018
530330312071,5.0,2018
530330312072,1.0,2018
530330312073,2.0,2018
530330312081,5.0,2018
530330312082,7.0,2018
530330312083,7.0,2018
530330313011,13.0,2018
530330313012,11.0,2018
530330313021,3.0,2018
530330313022,7.0,2018
530330313023,2.0,2018
530330313024,3.0,2018
530330314001,80.0,2018
530330314002,13.0,2018
530330314003,9.0,2018
530330314004,39.0,2018
530330315011,22.0,2018
530330315012,6.0,2018
530330315013,12.0,2018
530330315021,50.0,2018
530330315022,10.0,2018
530330315023,5.0,2018
530330316011,2.0,2018
530330316012,2.0,2018
530330316013,8.0,2018
530330316014,4.0,2018
530330316031,10.0,2018
530330316032,5.0,2018
530330316033,7.0,2018
530330316034,8.0,2018
530330316041,4.0,2018
530330316042,3.0,2018
530330316043,0.0,2018
530330316044,4.0,2018
530330316051,2.0,2018
530330316052,7.0,2018
530330316053,2.0,2018
530330317041,8.0,2018
530330317042,5.0,2018
530330317043,3.0,2018
530330317044,4.0,2018
530330317051,6.0,2018
530330317052,7.0,2018
530330317053,8.0,2018
530330317071,5.0,2018
530330317072,1.0,2018
530330317073,2.0,2018
530330317081,4.0,2018
530330317082,9.0,2018
530330317083,2.0,2018
530330317091,2.0,2018
530330317092,3.0,2018
530330317093,1.0,2018
530330317101,30.0,2018
530330317102,6.0,2018
530330318001,8.0,2018
530330318002,27.0,2018
530330318003,13.0,2018
530330319041,10.0,2018
530330319042,11.0,2018
530330319061,8.0,2018
530330319062,10.0,2018
530330319081,2.0,2018
530330319082,1.0,2018
530330319083,2.0,2018
530330319091,5.0,2018
530330319092,1.0,2018
530330319101,1.0,2018
530330319102,1.0,2018
530330319103,2.0,2018
530330319111,1.0,2018
530330319112,14.0,2018
530330319113,2.0,2018
530330319121,6.0,2018
530330319122,8.0,2018
530330319123,10.0,2018
530330319131,4.0,2018
530330319132,4.0,2018
530330319133,9.0,2018
530330320021,6.0,2018
530330320022,7.0,2018
530330320031,7.0,2018
530330320032,4.0,2018
530330320033,7.0,2018
530330320034,8.0,2018
530330320051,16.0,2018
530330320052,3.0,2018
530330320053,6.0,2018
530330320054,10.0,2018
530330320055,8.0,2018
530330320061,6.0,2018
530330320062,8.0,2018
530330320063,6.0,2018
530330320071,9.0,2018
530330320072,4.0,2018
530330320073,4.0,2018
530330320081,1.0,2018
530330320082,14.0,2018
530330320083,8.0,2018
530330320101,5.0,2018
530330320102,11.0,2018
530330320103,4.0,2018
530330320104,10.0,2018
530330320111,4.0,2018
530330320112,5.0,2018
530330320113,5.0,2018
530330321021,1.0,2018
530330321022,5.0,2018
530330321023,24.0,2018
530330321024,6.0,2018
530330321031,64.0,2018
530330321032,29.0,2018
530330321033,8.0,2018
530330321034,1.0,2018
530330321041,8.0,2018
530330321042,16.0,2018
530330321043,2.0,2018
530330322071,12.0,2018
530330322072,3.0,2018
530330322073,12.0,2018
530330322111,9.0,2018
530330322112,11.0,2018
530330322113,12.0,2018
530330322131,8.0,2018
530330322132,6.0,2018
530330322133,6.0,2018
530330322151,4.0,2018
530330322152,6.0,2018
530330322153,5.0,2018
530330322161,4.0,2018
530330322162,7.0,2018
530330322163,5.0,2018
530330322171,10.0,2018
530330322172,9.0,2018
530330322173,9.0,2018
530330322181,2.0,2018
530330322182,6.0,2018
530330322183,5.0,2018
530330322191,2.0,2018
530330322192,115.0,2018
530330322193,1.0,2018
530330322201,71.0,2018
530330322202,53.0,2018
530330322203,16.0,2018
530330322204,19.0,2018
530330322211,13.0,2018
530330322212,11.0,2018
530330322213,11.0,2018
530330322214,5.0,2018
530330322215,10.0,2018
530330322221,4.0,2018
530330322222,2.0,2018
530330322223,8.0,2018
530330322231,10.0,2018
530330322232,16.0,2018
530330322233,12.0,2018
530330322241,5.0,2018
530330322242,7.0,2018
530330322251,4.0,2018
530330322252,7.0,2018
530330322253,4.0,2018
530330323071,5.0,2018
530330323072,3.0,2018
530330323073,3.0,2018
530330323074,9.0,2018
530330323111,5.0,2018
530330323112,17.0,2018
530330323113,11.0,2018
530330323114,8.0,2018
530330323131,8.0,2018
530330323132,20.0,2018
530330323133,191.0,2018
530330323134,7.0,2018
530330323151,3.0,2018
530330323152,6.0,2018
530330323153,10.0,2018
530330323154,5.0,2018
530330323161,8.0,2018
530330323162,2.0,2018
530330323163,6.0,2018
530330323164,5.0,2018
530330323171,3.0,2018
530330323172,3.0,2018
530330323173,2.0,2018
530330323174,1.0,2018
530330323175,5.0,2018
530330323181,4.0,2018
530330323182,0.0,2018
530330323183,5.0,2018
530330323184,5.0,2018
530330323191,18.0,2018
530330323192,20.0,2018
530330323193,42.0,2018
530330323201,3.0,2018
530330323202,4.0,2018
530330323203,13.0,2018
530330323211,6.0,2018
530330323212,53.0,2018
530330323213,10.0,2018
530330323214,8.0,2018
530330323221,2.0,2018
530330323222,2.0,2018
530330323223,3.0,2018
530330323231,5.0,2018
530330323232,2.0,2018
530330323233,7.0,2018
530330323234,4.0,2018
530330323241,4.0,2018
530330323242,6.0,2018
530330323243,4.0,2018
530330323244,4.0,2018
530330323251,2.0,2018
530330323252,4.0,2018
530330323253,3.0,2018
530330323254,6.0,2018
530330323261,9.0,2018
530330323262,12.0,2018
530330323263,7.0,2018
530330323271,24.0,2018
530330323272,12.0,2018
530330323273,11.0,2018
530330323281,8.0,2018
530330323282,23.0,2018
530330323301,18.0,2018
530330323302,19.0,2018
530330323303,92.0,2018
530330323311,78.0,2018
530330323312,104.0,2018
530330323313,38.0,2018
530330323321,6.0,2018
530330323322,72.0,2018
530330323323,43.0,2018
530330323331,36.0,2018
530330323332,86.0,2018
530330324011,14.0,2018
530330324012,6.0,2018
530330324013,42.0,2018
530330324014,5.0,2018
530330324021,7.0,2018
530330324022,14.0,2018
530330324023,5.0,2018
530330324024,11.0,2018
530330325001,8.0,2018
530330325002,15.0,2018
530330325003,43.0,2018
530330325004,11.0,2018
530330326011,22.0,2018
530330326012,9.0,2018
530330326031,4.0,2018
530330326032,8.0,2018
530330326033,14.0,2018
530330326041,14.0,2018
530330326042,15.0,2018
530330326043,5.0,2018
530330326051,28.0,2018
530330326052,10.0,2018
530330326053,4.0,2018
530330327031,37.0,2018
530330327032,17.0,2018
530330327041,9.0,2018
530330327042,14.0,2018
530330327043,45.0,2018
530330327044,24.0,2018
530330327051,7.0,2018
530330327052,1.0,2018
530330327053,15.0,2018
530330327061,2.0,2018
530330327062,1.0,2018
530330327063,21.0,2018
530330328001,9.0,2018
530330328002,6.0,2018
530330328003,19.0,2018
530339901000,0.0,2018
530350801011,4.0,2018
530350801012,2.0,2018
530350801021,11.0,2018
530350801022,3.0,2018
530350801023,2.0,2018
530350802001,17.0,2018
530350802002,9.0,2018
530350803001,8.0,2018
530350803002,6.0,2018
530350803003,2.0,2018
530350804001,39.0,2018
530350804002,8.0,2018
530350804003,4.0,2018
530350805001,6.0,2018
530350805002,29.0,2018
530350805003,9.0,2018
530350806001,11.0,2018
530350806002,7.0,2018
530350806003,22.0,2018
530350806004,13.0,2018
530350807001,2.0,2018
530350807002,5.0,2018
530350807003,1.0,2018
530350808001,1.0,2018
530350808002,5.0,2018
530350809001,5.0,2018
530350809002,7.0,2018
530350809003,5.0,2018
530350809004,2.0,2018
530350810001,12.0,2018
530350810002,20.0,2018
530350810003,8.0,2018
530350811001,31.0,2018
530350811002,32.0,2018
530350812001,25.0,2018
530350812002,31.0,2018
530350814001,10.0,2018
530350901011,7.0,2018
530350901012,5.0,2018
530350901013,6.0,2018
530350901014,11.0,2018
530350901021,8.0,2018
530350901022,14.0,2018
530350901023,19.0,2018
530350901024,3.0,2018
530350902011,10.0,2018
530350902012,1.0,2018
530350902013,2.0,2018
530350902014,6.0,2018
530350902021,2.0,2018
530350902022,6.0,2018
530350902023,2.0,2018
530350902024,1.0,2018
530350903001,8.0,2018
530350903002,7.0,2018
530350903003,7.0,2018
530350903004,32.0,2018
530350903005,11.0,2018
530350904001,4.0,2018
530350904002,9.0,2018
530350904003,9.0,2018
530350905011,8.0,2018
530350905012,6.0,2018
530350905013,15.0,2018
530350905014,5.0,2018
530350905021,15.0,2018
530350905022,9.0,2018
530350905023,10.0,2018
530350907001,5.0,2018
530350907002,2.0,2018
530350907003,6.0,2018
530350907004,3.0,2018
530350908001,8.0,2018
530350908002,9.0,2018
530350908003,12.0,2018
530350909011,10.0,2018
530350909012,5.0,2018
530350909013,3.0,2018
530350909021,9.0,2018
530350909022,5.0,2018
530350909023,5.0,2018
530350910011,1.0,2018
530350910012,3.0,2018
530350910013,5.0,2018
530350910021,4.0,2018
530350910022,5.0,2018
530350910023,9.0,2018
530350911001,24.0,2018
530350911002,3.0,2018
530350911003,11.0,2018
530350912011,38.0,2018
530350912012,4.0,2018
530350912013,2.0,2018
530350912041,9.0,2018
530350912042,6.0,2018
530350912043,24.0,2018
530350912051,7.0,2018
530350912052,11.0,2018
530350912053,9.0,2018
530350912061,3.0,2018
530350912062,8.0,2018
530350912063,3.0,2018
530350913011,1.0,2018
530350913012,4.0,2018
530350913013,3.0,2018
530350913021,1.0,2018
530350913022,3.0,2018
530350913023,4.0,2018
530350913024,2.0,2018
530350913025,4.0,2018
530350914001,2.0,2018
530350914002,6.0,2018
530350915001,4.0,2018
530350915002,6.0,2018
530350915003,6.0,2018
530350916001,10.0,2018
530350916002,9.0,2018
530350916003,4.0,2018
530350916004,4.0,2018
530350917011,7.0,2018
530350917012,6.0,2018
530350917013,4.0,2018
530350917021,3.0,2018
530350917022,2.0,2018
530350917023,6.0,2018
530350918001,12.0,2018
530350918002,4.0,2018
530350919001,5.0,2018
530350919002,18.0,2018
530350919003,8.0,2018
530350920001,8.0,2018
530350920002,3.0,2018
530350920003,2.0,2018
530350920004,7.0,2018
530350921011,2.0,2018
530350921012,2.0,2018
530350921013,6.0,2018
530350921021,9.0,2018
530350921022,4.0,2018
530350921023,6.0,2018
530350922001,22.0,2018
530350922002,12.0,2018
530350922003,3.0,2018
530350922004,0.0,2018
530350923001,3.0,2018
530350923002,6.0,2018
530350923003,7.0,2018
530350923004,4.0,2018
530350924001,4.0,2018
530350924002,6.0,2018
530350924003,5.0,2018
530350924004,6.0,2018
530350925001,5.0,2018
530350925002,7.0,2018
530350925003,11.0,2018
530350925004,9.0,2018
530350926001,12.0,2018
530350926002,13.0,2018
530350926003,9.0,2018
530350926004,8.0,2018
530350927011,4.0,2018
530350927012,7.0,2018
530350927013,6.0,2018
530350927041,2.0,2018
530350927042,5.0,2018
530350927043,0.0,2018
530350928011,10.0,2018
530350928012,6.0,2018
530350928013,9.0,2018
530350928021,9.0,2018
530350928022,7.0,2018
530350928023,7.0,2018
530350928031,6.0,2018
530350928032,10.0,2018
530350929011,5.0,2018
530350929012,2.0,2018
530350929013,6.0,2018
530350929014,3.0,2018
530350929021,2.0,2018
530350929022,8.0,2018
530350929023,9.0,2018
530350929024,7.0,2018
530359400001,3.0,2018
530359400002,1.0,2018
530359400003,13.0,2018
530359401001,6.0,2018
530359401002,18.0,2018
530359401003,6.0,2018
530359401004,21.0,2018
530359901000,0.0,2018
530530602001,67.0,2018
530530603001,30.0,2018
530530603002,40.0,2018
530530603003,59.0,2018
530530604001,36.0,2018
530530604002,53.0,2018
530530604003,62.0,2018
530530605001,31.0,2018
530530605002,75.0,2018
530530605003,78.0,2018
530530606001,44.0,2018
530530606002,42.0,2018
530530606003,43.0,2018
530530606004,50.0,2018
530530607001,50.0,2018
530530607002,42.0,2018
530530607003,50.0,2018
530530607004,49.0,2018
530530607005,25.0,2018
530530608001,54.0,2018
530530608002,83.0,2018
530530608003,92.0,2018
530530608004,74.0,2018
530530609031,10.0,2018
530530609032,6.0,2018
530530609033,6.0,2018
530530609041,55.0,2018
530530609042,9.0,2018
530530609043,30.0,2018
530530609044,5.0,2018
530530609061,23.0,2018
530530609062,30.0,2018
530530609071,2.0,2018
530530609072,3.0,2018
530530609073,12.0,2018
530530609081,9.0,2018
530530609082,5.0,2018
530530610011,13.0,2018
530530610012,18.0,2018
530530610013,7.0,2018
530530610021,18.0,2018
530530610022,7.0,2018
530530610023,9.0,2018
530530611001,51.0,2018
530530611002,29.0,2018
530530611003,36.0,2018
530530611004,25.0,2018
530530611005,23.0,2018
530530612001,26.0,2018
530530612002,39.0,2018
530530612003,46.0,2018
530530612004,62.0,2018
530530613001,42.0,2018
530530613002,32.0,2018
530530613003,35.0,2018
530530613004,22.0,2018
530530614001,48.0,2018
530530614002,15.0,2018
530530614003,46.0,2018
530530615011,19.0,2018
530530615012,11.0,2018
530530615021,17.0,2018
530530615022,30.0,2018
530530616011,28.0,2018
530530616012,16.0,2018
530530616021,67.0,2018
530530617001,13.0,2018
530530617002,34.0,2018
530530617003,28.0,2018
530530617004,22.0,2018
530530618001,38.0,2018
530530618002,21.0,2018
530530619001,32.0,2018
530530619002,30.0,2018
530530620001,37.0,2018
530530620002,36.0,2018
530530620003,59.0,2018
530530623001,21.0,2018
530530623002,28.0,2018
530530623003,20.0,2018
530530623004,33.0,2018
530530624001,30.0,2018
530530624002,26.0,2018
530530624003,48.0,2018
530530624004,34.0,2018
530530625011,34.0,2018
530530625012,41.0,2018
530530625013,35.0,2018
530530625021,31.0,2018
530530625022,32.0,2018
530530626001,50.0,2018
530530626002,69.0,2018
530530626003,50.0,2018
530530628011,44.0,2018
530530628012,7.0,2018
530530628013,10.0,2018
530530628014,11.0,2018
530530628021,16.0,2018
530530628022,15.0,2018
530530628023,44.0,2018
530530629011,19.0,2018
530530629012,7.0,2018
530530629013,16.0,2018
530530629021,33.0,2018
530530629022,50.0,2018
530530629023,25.0,2018
530530630001,41.0,2018
530530630002,51.0,2018
530530631001,43.0,2018
530530631002,26.0,2018
530530631003,29.0,2018
530530632001,29.0,2018
530530632002,10.0,2018
530530632003,50.0,2018
530530632004,49.0,2018
530530633011,36.0,2018
530530633012,14.0,2018
530530633013,2.0,2018
530530633021,27.0,2018
530530633022,39.0,2018
530530633023,8.0,2018
530530634011,20.0,2018
530530634012,22.0,2018
530530634013,9.0,2018
530530634021,13.0,2018
530530634022,3.0,2018
530530634023,13.0,2018
530530635011,24.0,2018
530530635012,11.0,2018
530530635013,38.0,2018
530530635021,7.0,2018
530530635022,5.0,2018
530530635023,2.0,2018
530530635024,12.0,2018
530530701001,34.0,2018
530530701002,10.0,2018
530530701003,2.0,2018
530530701004,12.0,2018
530530702041,1.0,2018
530530702042,2.0,2018
530530702043,2.0,2018
530530702051,3.0,2018
530530702052,7.0,2018
530530702053,8.0,2018
530530702061,11.0,2018
530530702062,16.0,2018
530530702063,8.0,2018
530530702071,43.0,2018
530530702072,33.0,2018
530530702073,44.0,2018
530530702081,1.0,2018
530530702082,0.0,2018
530530702083,1.0,2018
530530702091,1.0,2018
530530702092,4.0,2018
530530702093,7.0,2018
530530703071,6.0,2018
530530703072,2.0,2018
530530703073,1.0,2018
530530703074,2.0,2018
530530703081,9.0,2018
530530703082,6.0,2018
530530703083,8.0,2018
530530703091,2.0,2018
530530703092,0.0,2018
530530703093,3.0,2018
530530703094,5.0,2018
530530703101,6.0,2018
530530703102,1.0,2018
530530703103,1.0,2018
530530703104,9.0,2018
530530703111,5.0,2018
530530703112,3.0,2018
530530703113,6.0,2018
530530703121,6.0,2018
530530703122,6.0,2018
530530703123,2.0,2018
530530703124,1.0,2018
530530703131,5.0,2018
530530703132,7.0,2018
530530703133,0.0,2018
530530703134,6.0,2018
530530703135,2.0,2018
530530703141,4.0,2018
530530703142,1.0,2018
530530703151,7.0,2018
530530703152,9.0,2018
530530703153,6.0,2018
530530703154,2.0,2018
530530703161,4.0,2018
530530703162,3.0,2018
530530703163,8.0,2018
530530703164,10.0,2018
530530704011,8.0,2018
530530704012,1.0,2018
530530704031,6.0,2018
530530704032,25.0,2018
530530704033,7.0,2018
530530704041,13.0,2018
530530704042,8.0,2018
530530704043,3.0,2018
530530704044,5.0,2018
530530707031,12.0,2018
530530707032,14.0,2018
530530707033,13.0,2018
530530707034,18.0,2018
530530707035,9.0,2018
530530711001,4.0,2018
530530711002,16.0,2018
530530712051,4.0,2018
530530712052,7.0,2018
530530712053,1.0,2018
530530712054,3.0,2018
530530712061,8.0,2018
530530712062,5.0,2018
530530712063,4.0,2018
530530712064,5.0,2018
530530712065,9.0,2018
530530712071,4.0,2018
530530712072,3.0,2018
530530712073,18.0,2018
530530712074,1.0,2018
530530712091,6.0,2018
530530712092,6.0,2018
530530712093,2.0,2018
530530712101,7.0,2018
530530712102,10.0,2018
530530712103,6.0,2018
530530712104,2.0,2018
530530712111,7.0,2018
530530712112,9.0,2018
530530712113,6.0,2018
530530712121,2.0,2018
530530712122,2.0,2018
530530712123,3.0,2018
530530713041,8.0,2018
530530713042,5.0,2018
530530713043,17.0,2018
530530713044,8.0,2018
530530713051,6.0,2018
530530713052,17.0,2018
530530713053,8.0,2018
530530713061,8.0,2018
530530713062,2.0,2018
530530713063,5.0,2018
530530713064,1.0,2018
530530713065,4.0,2018
530530713071,3.0,2018
530530713072,5.0,2018
530530713073,5.0,2018
530530713074,8.0,2018
530530713091,12.0,2018
530530713092,8.0,2018
530530713093,4.0,2018
530530713101,6.0,2018
530530713102,2.0,2018
530530713103,4.0,2018
530530713104,4.0,2018
530530714031,1.0,2018
530530714032,2.0,2018
530530714033,29.0,2018
530530714081,9.0,2018
530530714082,14.0,2018
530530714083,2.0,2018
530530714091,24.0,2018
530530714092,5.0,2018
530530714093,8.0,2018
530530714111,2.0,2018
530530714112,5.0,2018
530530714113,7.0,2018
530530714121,1.0,2018
530530714122,3.0,2018
530530714123,2.0,2018
530530714124,1.0,2018
530530714125,6.0,2018
530530714131,3.0,2018
530530714132,8.0,2018
530530714141,0.0,2018
530530714142,10.0,2018
530530714143,3.0,2018
530530714151,8.0,2018
530530714152,3.0,2018
530530714161,4.0,2018
530530714162,5.0,2018
530530714171,4.0,2018
530530714172,7.0,2018
530530715031,22.0,2018
530530715032,3.0,2018
530530715033,9.0,2018
530530715034,6.0,2018
530530715041,17.0,2018
530530715042,27.0,2018
530530715043,21.0,2018
530530715044,5.0,2018
530530715051,5.0,2018
530530715052,5.0,2018
530530715053,2.0,2018
530530715054,6.0,2018
530530715061,3.0,2018
530530715062,2.0,2018
530530715063,2.0,2018
530530715064,3.0,2018
530530716011,4.0,2018
530530716012,14.0,2018
530530716013,6.0,2018
530530716014,15.0,2018
530530716031,8.0,2018
530530716032,5.0,2018
530530716033,11.0,2018
530530716041,5.0,2018
530530716042,5.0,2018
530530716043,7.0,2018
530530717031,1.0,2018
530530717032,5.0,2018
530530717041,1.0,2018
530530717042,5.0,2018
530530717043,4.0,2018
530530717051,12.0,2018
530530717052,10.0,2018
530530717053,12.0,2018
530530717061,22.0,2018
530530717071,26.0,2018
530530717072,29.0,2018
530530718031,7.0,2018
530530718032,17.0,2018
530530718033,1.0,2018
530530718034,4.0,2018
530530718051,8.0,2018
530530718052,9.0,2018
530530718053,11.0,2018
530530718061,8.0,2018
530530718062,4.0,2018
530530718063,2.0,2018
530530718071,3.0,2018
530530718072,6.0,2018
530530718073,6.0,2018
530530718074,10.0,2018
530530718081,2.0,2018
530530718082,8.0,2018
530530718083,6.0,2018
530530719011,33.0,2018
530530719012,6.0,2018
530530719013,3.0,2018
530530719021,3.0,2018
530530719022,24.0,2018
530530719023,9.0,2018
530530719024,7.0,2018
530530720001,4.0,2018
530530720002,2.0,2018
530530720003,17.0,2018
530530721051,7.0,2018
530530721052,9.0,2018
530530721053,6.0,2018
530530721054,3.0,2018
530530721061,5.0,2018
530530721062,5.0,2018
530530721063,1.0,2018
530530721064,1.0,2018
530530721071,4.0,2018
530530721072,0.0,2018
530530721073,8.0,2018
530530721081,12.0,2018
530530721082,10.0,2018
530530721083,9.0,2018
530530721084,5.0,2018
530530721091,14.0,2018
530530721092,21.0,2018
530530721093,4.0,2018
530530721111,10.0,2018
530530721112,13.0,2018
530530721121,8.0,2018
530530721122,1.0,2018
530530721123,5.0,2018
530530723051,11.0,2018
530530723052,21.0,2018
530530723053,8.0,2018
530530723054,8.0,2018
530530723055,3.0,2018
530530723071,4.0,2018
530530723072,9.0,2018
530530723073,13.0,2018
530530723091,8.0,2018
530530723092,12.0,2018
530530723093,2.0,2018
530530723094,1.0,2018
530530723101,5.0,2018
530530723102,18.0,2018
530530723103,26.0,2018
530530723111,15.0,2018
530530723112,10.0,2018
530530723113,11.0,2018
530530723121,12.0,2018
530530723122,2.0,2018
530530723123,1.0,2018
530530723124,7.0,2018
530530723131,8.0,2018
530530723132,5.0,2018
530530723133,10.0,2018
530530723141,4.0,2018
530530723142,2.0,2018
530530723143,6.0,2018
530530723151,5.0,2018
530530723152,37.0,2018
530530724051,4.0,2018
530530724052,7.0,2018
530530724053,5.0,2018
530530724061,7.0,2018
530530724062,6.0,2018
530530724063,8.0,2018
530530724064,2.0,2018
530530724071,8.0,2018
530530724072,9.0,2018
530530724073,7.0,2018
530530724081,6.0,2018
530530724082,7.0,2018
530530724083,7.0,2018
530530724084,8.0,2018
530530724091,3.0,2018
530530724092,7.0,2018
530530724101,5.0,2018
530530724102,6.0,2018
530530724103,2.0,2018
530530725031,11.0,2018
530530725032,5.0,2018
530530725033,5.0,2018
530530725041,7.0,2018
530530725042,11.0,2018
530530725043,7.0,2018
530530725061,2.0,2018
530530725062,8.0,2018
530530725063,3.0,2018
530530725071,10.0,2018
530530725072,14.0,2018
530530725073,7.0,2018
530530725081,9.0,2018
530530725082,6.0,2018
530530725083,5.0,2018
530530725091,9.0,2018
530530725092,8.0,2018
530530725093,10.0,2018
530530726011,10.0,2018
530530726012,16.0,2018
530530726013,9.0,2018
530530726014,6.0,2018
530530726021,8.0,2018
530530726022,9.0,2018
530530726023,27.0,2018
530530726031,30.0,2018
530530726032,9.0,2018
530530726033,48.0,2018
530530726034,16.0,2018
530530726035,18.0,2018
530530728011,22.0,2018
530530728012,10.0,2018
530530728013,9.0,2018
530530728021,39.0,2018
530530728022,42.0,2018
530530728023,15.0,2018
530530729011,31.0,2018
530530729031,40.0,2018
530530729032,52.0,2018
530530729071,35.0,2018
530530729072,22.0,2018
530530729073,24.0,2018
530530729081,17.0,2018
530530729082,13.0,2018
530530729083,32.0,2018
530530729084,27.0,2018
530530729091,10.0,2018
530530729092,54.0,2018
530530730011,7.0,2018
530530730012,6.0,2018
530530730013,6.0,2018
530530730014,9.0,2018
530530730015,18.0,2018
530530730051,6.0,2018
530530730052,7.0,2018
530530730053,9.0,2018
530530730054,5.0,2018
530530730061,26.0,2018
530530730062,8.0,2018
530530730063,25.0,2018
530530731101,6.0,2018
530530731102,3.0,2018
530530731103,11.0,2018
530530731111,3.0,2018
530530731112,5.0,2018
530530731113,4.0,2018
530530731141,2.0,2018
530530731142,10.0,2018
530530731143,8.0,2018
530530731144,6.0,2018
530530731151,4.0,2018
530530731152,5.0,2018
530530731153,4.0,2018
530530731161,3.0,2018
530530731162,5.0,2018
530530731163,8.0,2018
530530731171,5.0,2018
530530731172,11.0,2018
530530731173,7.0,2018
530530731181,9.0,2018
530530731182,2.0,2018
530530731183,5.0,2018
530530731184,0.0,2018
530530731191,10.0,2018
530530731192,11.0,2018
530530731201,2.0,2018
530530731202,9.0,2018
530530731203,3.0,2018
530530731211,2.0,2018
530530731212,4.0,2018
530530731213,2.0,2018
530530731221,6.0,2018
530530731222,5.0,2018
530530731223,3.0,2018
530530731231,12.0,2018
530530731232,3.0,2018
530530731233,3.0,2018
530530731241,16.0,2018
530530731242,4.0,2018
530530731261,2.0,2018
530530731262,0.0,2018
530530731263,5.0,2018
530530731271,12.0,2018
530530731272,12.0,2018
530530731281,14.0,2018
530530731282,1.0,2018
530530731283,8.0,2018
530530731284,1.0,2018
530530731291,3.0,2018
530530731292,1.0,2018
530530731293,4.0,2018
530530731301,3.0,2018
530530731302,6.0,2018
530530731303,7.0,2018
530530731311,9.0,2018
530530731312,5.0,2018
530530731321,4.0,2018
530530731322,3.0,2018
530530731323,1.0,2018
530530731331,7.0,2018
530530731332,2.0,2018
530530731333,3.0,2018
530530732001,18.0,2018
530530732002,6.0,2018
530530732003,25.0,2018
530530732004,20.0,2018
530530732005,13.0,2018
530530733011,6.0,2018
530530733012,7.0,2018
530530733013,21.0,2018
530530733014,9.0,2018
530530733015,2.0,2018
530530733021,44.0,2018
530530733022,12.0,2018
530530733023,7.0,2018
530530734041,46.0,2018
530530734042,29.0,2018
530530734043,7.0,2018
530530734044,23.0,2018
530530734045,6.0,2018
530530734051,3.0,2018
530530734052,8.0,2018
530530734053,3.0,2018
530530734061,4.0,2018
530530734062,5.0,2018
530530734063,7.0,2018
530530734064,19.0,2018
530530734071,33.0,2018
530530734072,24.0,2018
530530734073,37.0,2018
530530734081,3.0,2018
530530734082,10.0,2018
530530734083,18.0,2018
530530735011,5.0,2018
530530735012,7.0,2018
530530735013,2.0,2018
530530735021,5.0,2018
530530735022,4.0,2018
530530735023,2.0,2018
530539400011,7.0,2018
530539400012,4.0,2018
530539400021,8.0,2018
530539400022,11.0,2018
530539400023,15.0,2018
530539400024,4.0,2018
530539400041,7.0,2018
530539400042,12.0,2018
530539400043,1.0,2018
530539400044,4.0,2018
530539400045,5.0,2018
530539400051,8.0,2018
530539400052,3.0,2018
