Geo,Year,UrbanArea,TownArea,RuralArea
530330001011,2018,35.60908139000435,0.0,0.0
530330001012,2018,25.634253471334425,0.0,0.0
530330001013,2018,41.260404833315484,0.0,0.0
530330001021,2018,216.902805774986,0.0,0.0
530330001022,2018,107.93903506501321,0.0,0.0
530330001023,2018,40.622993576003566,0.0,0.0
530330002011,2018,227.91494365149083,0.0,0.0
530330002012,2018,120.67225261511682,0.0,0.0
530330002013,2018,97.83746805304791,0.0,0.0
530330002021,2018,122.32004152358921,0.0,0.0
530330002022,2018,121.81284852640704,0.0,0.0
530330002023,2018,121.57789127758298,0.0,0.0
530330003001,2018,194.80022744115487,0.0,0.0
530330003002,2018,104.42567589005746,0.0,0.0
530330004021,2018,79.40531096783438,0.0,0.0
530330004022,2018,214.77773043226017,0.0,0.0
530330004023,2018,79.73913898968922,0.0,0.0
530330004024,2018,70.57345410336607,0.0,0.0
530330004031,2018,100.55352839903183,0.0,0.0
530330004032,2018,80.37799729557312,0.0,0.0
530330004041,2018,46.07396505781368,0.0,0.0
530330004042,2018,78.13579445829963,0.0,0.0
530330004043,2018,31.706362394724795,0.0,0.0
530330005001,2018,486.0950230920701,0.0,0.0
530330005002,2018,213.99090358863222,0.0,0.0
530330006011,2018,61.34235096586751,0.0,0.0
530330006012,2018,190.18744244243757,0.0,0.0
530330006013,2018,102.11936962500477,0.0,0.0
530330006021,2018,205.23903516391601,0.0,0.0
530330006022,2018,210.40142191856418,0.0,0.0
530330006023,2018,180.03262252342543,0.0,0.0
530330007001,2018,95.40407597232054,0.0,0.0
530330007002,2018,135.1615630638108,0.0,0.0
530330007003,2018,40.85307751067897,0.0,0.0
530330007004,2018,48.42164517583905,0.0,0.0
530330008001,2018,120.51995417514209,0.0,0.0
530330008002,2018,161.6382687738025,0.0,0.0
530330009001,2018,129.13843093005534,0.0,0.0
530330009002,2018,119.37797962322708,0.0,0.0
530330010001,2018,91.73152685079226,0.0,0.0
530330010002,2018,144.04153568984268,0.0,0.0
530330011001,2018,126.75730387803446,0.0,0.0
530330011002,2018,135.32723936355055,0.0,0.0
530330012011,2018,60.81276926467648,0.0,0.0
530330012012,2018,60.23378592332422,0.0,0.0
530330012013,2018,128.07800762017195,0.0,0.0
530330012021,2018,101.71496814322337,0.0,0.0
530330012022,2018,60.770439610218546,0.0,0.0
530330012023,2018,40.47943838782737,0.0,0.0
