Geo,Year,Latitude,Longitude
530330027004,2018,47.6866696,-122.3414741
530330028001,2018,47.6862091,-122.3498669
530330028002,2018,47.6833179,-122.3500136
530330028003,2018,47.680793,-122.3498038
530330028004,2018,47.6891194,-122.349889
530330029001,2018,47.6885797,-122.3604052
530330029002,2018,47.682656,-122.3583474
530330029003,2018,47.6835401,-122.3635194
530330030001,2018,47.6850937,-122.3681951
530330030002,2018,47.6887443,-122.3762934
530330030003,2018,47.6832235,-122.3735987
530330030004,2018,47.6832293,-122.3794379
530330031001,2018,47.6877831,-122.3854445
530330031002,2018,47.6865857,-122.3912517
530330031003,2018,47.6822826,-122.3854552
530330031004,2018,47.6812294,-122.3950644
530330031005,2018,47.6887931,-122.4026705
530330032011,2018,47.6667943,-122.3968365
530330032012,2018,47.6785571,-122.4069651
530330032013,2018,47.6697915,-122.3902357
530330032021,2018,47.6771886,-122.3913519
530330032022,2018,47.6730037,-122.3919215
530330032023,2018,47.6752719,-122.3983463
530330033011,2018,47.6769436,-122.3793203
530330033012,2018,47.6734591,-122.3818994
530330033013,2018,47.6771572,-122.3846948
530330033021,2018,47.6769264,-122.3692342
530330033022,2018,47.6733762,-122.370803
530330033023,2018,47.6770253,-122.3744872
530330034001,2018,47.6741647,-122.3617731
530330034002,2018,47.6777748,-122.3617008
530330034003,2018,47.6704775,-122.3617627
530330035001,2018,47.6778947,-122.3517407
530330035002,2018,47.6741433,-122.3519161
530330035003,2018,47.6686178,-122.3523824
530330036011,2018,47.6740436,-122.3214119
530330036012,2018,47.6747175,-122.3294359
530330036013,2018,47.677457,-122.3265078
530330036021,2018,47.6789543,-122.3189908
530330036022,2018,47.6816578,-122.325399
530330036023,2018,47.6801195,-122.3218519
530330038001,2018,47.6793215,-122.293236
530330038002,2018,47.6795181,-122.2983733
530330039001,2018,47.6796707,-122.2855956
530330039002,2018,47.6790474,-122.2777666
530330040001,2018,47.681718,-122.252368
530330040002,2018,47.6792461,-122.2717383
530330041011,2018,47.66064,-122.2694346
530330041012,2018,47.6541271,-122.274231
530330041013,2018,47.659312,-122.2840948
530330041021,2018,47.6737465,-122.25175
530330041022,2018,47.6645142,-122.2781187
530330041023,2018,47.6690584,-122.2668527
530330042011,2018,47.672928,-122.2720529
530330042012,2018,47.6683219,-122.2809922
530330042013,2018,47.6726237,-122.2824026
530330042021,2018,47.664658,-122.2906848
530330042022,2018,47.6712348,-122.2880005
530330042023,2018,47.6721739,-122.2932774
530330043011,2018,47.6645729,-122.2978689
530330043012,2018,47.6721066,-122.2984779
530330043013,2018,47.6719628,-122.3036138
530330043021,2018,47.6651762,-122.3021512
530330043022,2018,47.6624666,-122.304436
530330043023,2018,47.66567,-122.305222
530330044011,2018,47.6706748,-122.3096932
530330044012,2018,47.6742425,-122.3125434
530330044013,2018,47.666346,-122.3097727
530330044021,2018,47.6663269,-122.3152371
530330044022,2018,47.6699783,-122.3148258
530330044023,2018,47.6674816,-122.3135557
530330045001,2018,47.6685509,-122.3196548
530330045002,2018,47.6686043,-122.3251838
530330046001,2018,47.683092,-122.3378674
530330046002,2018,47.6702843,-122.3320888
530330046003,2018,47.6667095,-122.3327473
530330047011,2018,47.6711666,-122.3843954
530330047012,2018,47.6639542,-122.3825068
530330047013,2018,47.6673511,-122.381112
530330047021,2018,47.6713703,-122.3774207
530330047022,2018,47.6694155,-122.3761841
530330047023,2018,47.6697879,-122.3805054
530330047031,2018,47.6702485,-122.3696795
530330047032,2018,47.6648198,-122.375186
530330047033,2018,47.6619317,-122.3692448
530330048001,2018,47.6658646,-122.3594803
530330048002,2018,47.6596574,-122.3581992
530330048003,2018,47.6552162,-122.3599387
530330048004,2018,47.6640496,-122.3638421
530330049011,2018,47.6635854,-122.3513594
530330049012,2018,47.6599076,-122.3532644
530330049013,2018,47.6599833,-122.3491818
530330049021,2018,47.6552386,-122.3507755
530330049022,2018,47.6508832,-122.3508913
530330050001,2018,47.6626651,-122.3408983
530330050002,2018,47.6579095,-122.3416325
530330050003,2018,47.6603946,-122.3443368
530330051001,2018,47.6626673,-122.3323149
530330051002,2018,47.6579053,-122.3321504
530330051003,2018,47.6538364,-122.3322878
530330052011,2018,47.6567017,-122.3251205
530330052012,2018,47.6623545,-122.325504
530330052013,2018,47.6631255,-122.3197426
530330052021,2018,47.660381,-122.3199911
530330052022,2018,47.6552863,-122.3208304
530330052023,2018,47.6583558,-122.3202563
530330053031,2018,47.6517819,-122.3128109
530330053032,2018,47.6545393,-122.2987336
530330053041,2018,47.6559126,-122.3165764
530330053042,2018,47.6562148,-122.3140782
530330053051,2018,47.6590536,-122.3137506
530330053052,2018,47.659081,-122.3166313
530330053061,2018,47.663072,-122.3130712
530330053062,2018,47.6631249,-122.3163732
530330053071,2018,47.6630638,-122.3101656
530330053072,2018,47.6630677,-122.3089278
530330053073,2018,47.6630523,-122.3074377
530330054011,2018,47.6516591,-122.3441965
530330054012,2018,47.6482293,-122.3330503
530330054013,2018,47.6472176,-122.3408851
530330054021,2018,47.6534199,-122.3384378
530330054022,2018,47.6547432,-122.3418418
530330054023,2018,47.6547206,-122.3454759
530330056001,2018,47.6497851,-122.4068413
530330056002,2018,47.6501445,-122.4176968
530330056003,2018,47.6359129,-122.4056136
530330056004,2018,47.6425888,-122.4050362
530330056005,2018,47.6362563,-122.3947213
530330057001,2018,47.6644069,-122.4181691
530330057002,2018,47.6487787,-122.3974584
530330057003,2018,47.6432195,-122.3965317
530330057004,2018,47.6531529,-122.3991912
530330057005,2018,47.6606272,-122.3976556
530330058011,2018,47.6509327,-122.3850422
530330058012,2018,47.650923,-122.3899936
530330058013,2018,47.6553579,-122.3912139
530330058014,2018,47.6567416,-122.3840158
530330058031,2018,47.6459765,-122.3871062
530330058032,2018,47.6393121,-122.3884914
530330058041,2018,47.6283327,-122.375244
530330058042,2018,47.6406039,-122.3748553
530330059011,2018,47.6539157,-122.3693458
530330059012,2018,47.648446,-122.3640892
530330059013,2018,47.6513211,-122.3662048
530330059021,2018,47.6455598,-122.3731864
530330059022,2018,47.6455255,-122.3696905
530330059023,2018,47.6429691,-122.3646353
530330060001,2018,47.6422563,-122.3442477
530330060002,2018,47.6438245,-122.3512017
530330060003,2018,47.643264,-122.3577261
530330060004,2018,47.6490017,-122.3568402
530330061001,2018,47.6482498,-122.3201878
530330061002,2018,47.6435959,-122.3176352
530330061003,2018,47.6444352,-122.3272456
530330061004,2018,47.646563,-122.3270803
530330061005,2018,47.6415444,-122.3294134
530330062001,2018,47.6356439,-122.2971597
530330062002,2018,47.6420415,-122.3060216
530330062003,2018,47.6358768,-122.3090446
530330063001,2018,47.6418387,-122.282588
530330063002,2018,47.6351401,-122.2899694
530330063003,2018,47.6413326,-122.2767164
530330063004,2018,47.6350162,-122.2767793
530330064001,2018,47.6280777,-122.2995576
530330064002,2018,47.6287858,-122.3105864
530330064003,2018,47.6287604,-122.3054864
530330065001,2018,47.6336805,-122.3170755
530330065002,2018,47.6262487,-122.3163321
530330065003,2018,47.6267731,-122.3227244
530330066001,2018,47.62809,-122.3312907
530330066002,2018,47.6383039,-122.3295091
530330066003,2018,47.6314805,-122.32378
530330067011,2018,47.6297137,-122.3428753
530330067012,2018,47.6295579,-122.3399143
530330067013,2018,47.635443,-122.3414575
530330067021,2018,47.6277809,-122.3484027
530330067022,2018,47.62625,-122.341319
530330067023,2018,47.6273845,-122.3451924
530330067031,2018,47.6370664,-122.3479768
530330067032,2018,47.6336225,-122.3458364
530330067033,2018,47.6310409,-122.3479956
530330068001,2018,47.6366384,-122.3529308
530330068002,2018,47.6337736,-122.357636
530330068003,2018,47.6373697,-122.3591749
530330069001,2018,47.6384392,-122.3687562
530330069002,2018,47.635206,-122.3669948
530330069003,2018,47.6307151,-122.3657259
530330070011,2018,47.6293225,-122.3602766
530330070012,2018,47.6257171,-122.3625641
530330070013,2018,47.6257448,-122.3585723
530330070021,2018,47.6305835,-122.3559603
530330070022,2018,47.6290632,-122.3533078
530330070023,2018,47.6259385,-122.3536252
530330071011,2018,47.6209666,-122.3567276
530330071012,2018,47.6218828,-122.3520866
530330071021,2018,47.6233062,-122.3636655
530330071022,2018,47.6227703,-122.3593378
530330072011,2018,47.6163049,-122.3455189
530330072012,2018,47.6179089,-122.3482372
530330072013,2018,47.6174827,-122.3442191
530330072021,2018,47.6148679,-122.3424867
530330072022,2018,47.6136323,-122.3393194
530330072023,2018,47.6169938,-122.3405545
530330072031,2018,47.6220013,-122.341017
530330072032,2018,47.6220582,-122.3462571
530330073011,2018,47.6207235,-122.3302518
530330073012,2018,47.6216055,-122.3323861
530330073013,2018,47.6243079,-122.330733
530330073021,2018,47.6145846,-122.3352074
530330073022,2018,47.6170494,-122.3325835
530330073023,2018,47.6169558,-122.3370279
530330073031,2018,47.6237609,-122.3359311
530330073032,2018,47.6202584,-122.3344298
530330073033,2018,47.6202825,-122.337168
530330074031,2018,47.6241243,-122.3224859
530330074032,2018,47.6219551,-122.3228925
530330074041,2018,47.6241554,-122.3262105
530330074042,2018,47.622172,-122.3267251
530330074051,2018,47.6184984,-122.3226717
530330074052,2018,47.6173412,-122.3249546
530330074061,2018,47.6202718,-122.3248171
530330074062,2018,47.6182214,-122.3273796
530330075011,2018,47.6209448,-122.3182953
530330075012,2018,47.6231203,-122.3183122
530330075013,2018,47.6221264,-122.3141747
530330075021,2018,47.616447,-122.3148174
530330075022,2018,47.6188612,-122.3151969
530330075023,2018,47.6174252,-122.3189818
530330075031,2018,47.6137015,-122.3186757
530330075032,2018,47.6139859,-122.3145393
530330076001,2018,47.624227,-122.3075099
530330076002,2018,47.6207018,-122.3052922
530330076003,2018,47.6210493,-122.3102624
530330077001,2018,47.6191944,-122.2940691
530330077002,2018,47.6230424,-122.2989817
530330077003,2018,47.6151944,-122.2992865
530330077004,2018,47.6191757,-122.2997471
530330078001,2018,47.6141558,-122.2810958
530330078002,2018,47.6092241,-122.2878529
530330078003,2018,47.6138177,-122.2888922
530330078004,2018,47.6197482,-122.2882776
530330079011,2018,47.616879,-122.3109678
530330079012,2018,47.6128599,-122.3107175
530330079021,2018,47.6170577,-122.3071874
530330079022,2018,47.6155405,-122.3043071
530330079023,2018,47.6122261,-122.3062009
530330080021,2018,47.611036,-122.3420826
530330080022,2018,47.6123896,-122.3478015
530330080023,2018,47.6123777,-122.3434422
530330080031,2018,47.6143141,-122.3461221
530330080032,2018,47.6161877,-122.3492907
530330080033,2018,47.6178177,-122.3531186
530330080041,2018,47.6154732,-122.3510574
530330080042,2018,47.6142369,-122.3518203
530330080043,2018,47.6177571,-122.3594114
530330081011,2018,47.6091183,-122.3427662
530330081012,2018,47.6085967,-122.3392977
530330081013,2018,47.6074716,-122.3427956
530330081021,2018,47.6085262,-122.3358945
530330081022,2018,47.6032567,-122.3360983
530330082001,2018,47.6107502,-122.3331787
530330082002,2018,47.6081555,-122.3290708
530330082003,2018,47.610847,-122.3300733
530330083001,2018,47.6100701,-122.3264163
530330083002,2018,47.6136823,-122.3297023
530330084011,2018,47.6150287,-122.3220106
530330084012,2018,47.6121378,-122.3245457
530330084013,2018,47.6104268,-122.3222102
530330084021,2018,47.6153142,-122.3253316
530330084022,2018,47.6154874,-122.3278038
530330084023,2018,47.6137815,-122.3250983
530330085001,2018,47.6062025,-122.3270155
530330085002,2018,47.6053339,-122.3223112
530330085003,2018,47.6032588,-122.3255078
530330086001,2018,47.6095621,-122.3148055
530330086002,2018,47.6035857,-122.3161999
530330086003,2018,47.6091271,-122.3186723
530330086004,2018,47.6051076,-122.3187675
530330087001,2018,47.6082095,-122.307903
530330087002,2018,47.6040426,-122.3047415
530330087003,2018,47.6038073,-122.3098427
530330088001,2018,47.6109878,-122.297714
530330088002,2018,47.6066618,-122.29761
530330088003,2018,47.6029535,-122.2975487
530330089001,2018,47.6010291,-122.285229
530330089002,2018,47.5950361,-122.2945953
530330089003,2018,47.5998402,-122.2973998
530330089004,2018,47.5950433,-122.299973
530330090001,2018,47.5987382,-122.3130772
530330090002,2018,47.5992148,-122.3070367
530330090003,2018,47.5963044,-122.3041275
530330091001,2018,47.598705,-122.3202752
530330091002,2018,47.5975099,-122.3257202
530330092001,2018,47.6003466,-122.3257557
530330092002,2018,47.5999398,-122.3369628
530330093001,2018,47.5906699,-122.3214206
530330093002,2018,47.5892742,-122.3359919
530330093003,2018,47.5693884,-122.3303561
530330094001,2018,47.5879974,-122.3134131
530330094002,2018,47.5842433,-122.3063685
530330094003,2018,47.5840515,-122.3136851
530330094004,2018,47.5920472,-122.3082949
530330094005,2018,47.5914415,-122.3142309
530330095001,2018,47.586571,-122.2870743
530330095002,2018,47.586787,-122.2980471
530330095003,2018,47.5783426,-122.2831943
530330095004,2018,47.5773539,-122.2945068
530330096001,2018,47.5846019,-122.3817552
530330096002,2018,47.5923514,-122.3880451
530330096003,2018,47.5835698,-122.3929394
530330096004,2018,47.5875687,-122.3887421
530330097011,2018,47.5766864,-122.4171129
530330097012,2018,47.5640404,-122.404282
530330097013,2018,47.5801828,-122.4088778
530330097014,2018,47.5717153,-122.4102439
530330097021,2018,47.5758088,-122.3918181
530330097022,2018,47.5772355,-122.398746
530330097023,2018,47.5637776,-122.3942859
530330097024,2018,47.5689939,-122.3974574
530330098011,2018,47.5783976,-122.385322
530330098012,2018,47.5761143,-122.3792021
530330098013,2018,47.5735433,-122.385242
530330098021,2018,47.5682608,-122.3792281
530330098022,2018,47.5647093,-122.3841619
530330098023,2018,47.5690188,-122.3863122
530330099001,2018,47.5710088,-122.3744305
530330099002,2018,47.559725,-122.3710568
530330099003,2018,47.5643915,-122.3588584
530330099004,2018,47.5794536,-122.3550326
530330100011,2018,47.571245,-122.3020462
530330100012,2018,47.5679072,-122.3098236
530330100013,2018,47.5646686,-122.2986246
530330100021,2018,47.5733773,-122.3086424
530330100022,2018,47.5772821,-122.3134728
530330100023,2018,47.578349,-122.3073765
530330101011,2018,47.5702664,-122.2933435
530330101012,2018,47.5652487,-122.2941699
530330101013,2018,47.5637362,-122.2874804
530330101021,2018,47.5660585,-122.2688521
530330101022,2018,47.5676706,-122.2839417
530330101023,2018,47.5711016,-122.2869938
530330102001,2018,47.5559532,-122.2642571
530330102002,2018,47.5564564,-122.2517138
530330102003,2018,47.5493747,-122.2726676
530330102004,2018,47.5556224,-122.2726222
530330103011,2018,47.5562235,-122.2779467
530330103012,2018,47.5492337,-122.2799211
530330103013,2018,47.5505901,-122.2850548
530330103021,2018,47.5591218,-122.2891868
530330103022,2018,47.5555602,-122.286814
530330103023,2018,47.5577575,-122.2828278
530330104011,2018,47.5572465,-122.2947514
530330104012,2018,47.5542559,-122.2974777
530330104013,2018,47.5483909,-122.2940491
530330104021,2018,47.5510354,-122.3116052
530330104022,2018,47.5578184,-122.308593
530330104023,2018,47.5502162,-122.3037564
530330104024,2018,47.5570049,-122.3149338
530330105011,2018,47.5583899,-122.3821101
530330105012,2018,47.5550132,-122.379565
530330105013,2018,47.5616228,-122.3792631
530330105021,2018,47.5601372,-122.3906965
530330105022,2018,47.5548954,-122.3917632
530330105023,2018,47.5558241,-122.3862529
530330105024,2018,47.5605109,-122.3853235
530330106011,2018,47.5502223,-122.3817119
530330106012,2018,47.5465998,-122.3817871
530330106013,2018,47.5423429,-122.3816217
530330106021,2018,47.5430026,-122.3911262
530330106022,2018,47.5585944,-122.4026028
530330106023,2018,47.5494385,-122.3904553
530330107011,2018,47.5364362,-122.3678239
530330107012,2018,47.5430946,-122.3635153
530330107013,2018,47.5481903,-122.3668146
530330107021,2018,47.5509041,-122.3729848
530330107022,2018,47.5462419,-122.3716422
530330107023,2018,47.5427306,-122.3742059
530330108001,2018,47.551927,-122.349418
530330108002,2018,47.5436806,-122.3582204
530330108003,2018,47.5546511,-122.3604168
530330109001,2018,47.5350646,-122.3059313
530330109002,2018,47.5467697,-122.3290013
530330110011,2018,47.5339962,-122.2825606
530330110012,2018,47.5436553,-122.2897613
530330110013,2018,47.5371805,-122.2878085
530330110021,2018,47.5398636,-122.3013245
530330110022,2018,47.5440896,-122.2973777
530330110023,2018,47.5395145,-122.2932746
530330111011,2018,47.5401039,-122.2767066
530330111012,2018,47.5369263,-122.2777395
530330111013,2018,47.5349389,-122.2748496
530330111014,2018,47.5436771,-122.2796084
530330111021,2018,47.5424632,-122.2604403
530330111022,2018,47.543667,-122.2704383
530330111023,2018,47.5342318,-122.2713344
530330111024,2018,47.5364288,-122.2686791
530330112001,2018,47.5255167,-122.3279773
530330112002,2018,47.5330505,-122.326816
530330112003,2018,47.5243021,-122.3163793
530330113001,2018,47.5347516,-122.3424299
530330113002,2018,47.5189491,-122.3485893
530330113003,2018,47.5227697,-122.3505788
530330113004,2018,47.5276599,-122.3512052
530330113005,2018,47.5311992,-122.3498358
530330114011,2018,47.530987,-122.3644917
530330114012,2018,47.5264803,-122.365193
530330114013,2018,47.5311252,-122.3579099
530330114021,2018,47.5229876,-122.3640494
530330114022,2018,47.5194713,-122.3586051
530330114023,2018,47.5192232,-122.3696754
530330115001,2018,47.5324342,-122.3724945
530330115002,2018,47.5250339,-122.3763326
530330115003,2018,47.533485,-122.3783143
530330116011,2018,47.5262319,-122.3862719
530330116012,2018,47.5210429,-122.3890009
530330116021,2018,47.5376023,-122.3835877
530330116022,2018,47.5319399,-122.3849883
530330116023,2018,47.5338344,-122.3952427
530330117001,2018,47.5254197,-122.2789139
530330117002,2018,47.5195461,-122.2875523
530330117003,2018,47.5253471,-122.2846567
530330117004,2018,47.5149002,-122.2755654
530330118011,2018,47.5280883,-122.2612715
530330118012,2018,47.5293773,-122.2742884
530330118013,2018,47.5251625,-122.2710866
530330118021,2018,47.5161616,-122.2621514
530330118022,2018,47.5154414,-122.253208
530330118023,2018,47.5202903,-122.2687959
530330119011,2018,47.5102391,-122.2656761
530330119012,2018,47.5040612,-122.2638591
530330119013,2018,47.4985133,-122.2650197
530330119021,2018,47.5101165,-122.2543667
530330119022,2018,47.5119498,-122.2456959
530330119023,2018,47.5053348,-122.2549329
530330120001,2018,47.5141277,-122.3754368
530330120002,2018,47.5100826,-122.380542
530330120003,2018,47.51474,-122.3859059
530330121001,2018,47.5082812,-122.3912792
530330121002,2018,47.5022795,-122.378175
530330201001,2018,47.7733155,-122.3799749
530330201002,2018,47.7690314,-122.3879995
530330201003,2018,47.7747681,-122.3874154
530330202001,2018,47.7741203,-122.3563209
530330202002,2018,47.7672518,-122.3571296
530330202003,2018,47.7716537,-122.3721488
530330202004,2018,47.7731946,-122.3658124
530330203011,2018,47.7750632,-122.3447026
530330203012,2018,47.773678,-122.3365695
530330203021,2018,47.766135,-122.344966
530330203022,2018,47.7689986,-122.3417532
530330203023,2018,47.7670321,-122.3335854
530330204011,2018,47.7739857,-122.3142757
530330204012,2018,47.7713789,-122.3250881
530330204013,2018,47.767274,-122.3150905
530330204021,2018,47.7739111,-122.2969259
530330204022,2018,47.7659263,-122.3005235
530330204023,2018,47.7672323,-122.2898689
530330204024,2018,47.7733949,-122.3058684
530330205001,2018,47.7625556,-122.3125156
530330205002,2018,47.7562114,-122.3078972
530330205003,2018,47.7507244,-122.3102699
530330205004,2018,47.754009,-122.3200488
530330205005,2018,47.7597828,-122.3182905
530330206001,2018,47.7607311,-122.3301385
530330206002,2018,47.7540845,-122.3265309
530330206003,2018,47.7532685,-122.3348114
530330206004,2018,47.7605344,-122.3376568
530330207001,2018,47.7542154,-122.3429992
530330207002,2018,47.7602518,-122.3466665
530330207003,2018,47.7548082,-122.3507908
530330208001,2018,47.7608686,-122.3634514
530330208002,2018,47.7562421,-122.3580647
530330208003,2018,47.7528096,-122.3780361
530330209001,2018,47.7446477,-122.3501275
530330209002,2018,47.7376342,-122.3504659
530330209003,2018,47.7420884,-122.3711765
530330210001,2018,47.7425722,-122.3261726
530330210002,2018,47.7369739,-122.3327672
530330210003,2018,47.7377778,-122.3411956
530330210004,2018,47.745054,-122.3414177
530330210005,2018,47.7451032,-122.3333277
530330211001,2018,47.7448928,-122.3184198
530330211002,2018,47.7378731,-122.3190401
530330211003,2018,47.7407819,-122.3079911
530330213001,2018,47.742385,-122.284176
530330213002,2018,47.7375208,-122.2968419
530330213003,2018,47.7430395,-122.2936029
530330214001,2018,47.7538939,-122.2815837
530330214002,2018,47.7498738,-122.2944317
530330214003,2018,47.7584883,-122.2982449
530330215001,2018,47.7716565,-122.2836593
530330215002,2018,47.7583176,-122.2676331
530330215003,2018,47.7615406,-122.2782799
530330215004,2018,47.7703886,-122.2728579
530330216001,2018,47.7737943,-122.2619309
530330216002,2018,47.7590743,-122.2559403
530330216003,2018,47.7686737,-122.2536062
530330216004,2018,47.7662098,-122.2596766
530330217011,2018,47.7687634,-122.2465903
530330217012,2018,47.7722402,-122.239276
530330217013,2018,47.7718151,-122.2291579
530330217021,2018,47.7546649,-122.2312256
530330217022,2018,47.7612524,-122.2288421
530330217023,2018,47.7616062,-122.2395727
530330218021,2018,47.7717759,-122.1787906
530330218022,2018,47.76233,-122.1776244
530330218023,2018,47.7640111,-122.1638228
530330218024,2018,47.7726577,-122.1628736
530330218031,2018,47.7715256,-122.2105949
530330218032,2018,47.7619031,-122.2164662
530330218033,2018,47.7555217,-122.2124811
530330218034,2018,47.7698241,-122.2177415
530330218041,2018,47.7730461,-122.197539
530330218042,2018,47.7633704,-122.1977897
530330218043,2018,47.7675426,-122.2010753
530330218044,2018,47.7599634,-122.191969
530330219031,2018,47.7129521,-122.1738533
530330219032,2018,47.7174278,-122.1800983
530330219033,2018,47.7229326,-122.1829194
530330219034,2018,47.7289962,-122.1809596
530330219041,2018,47.7220682,-122.1568096
530330219042,2018,47.7202934,-122.1645121
530330219043,2018,47.7283548,-122.1700458
530330219044,2018,47.7229197,-122.170464
530330219051,2018,47.7500145,-122.183243
530330219052,2018,47.7354868,-122.1855632
530330219053,2018,47.7500214,-122.1772492
530330219054,2018,47.7375318,-122.1786414
530330219061,2018,47.7454538,-122.1647923
530330219062,2018,47.7335461,-122.1611875
530330219063,2018,47.7392002,-122.1703755
530330220011,2018,47.7429102,-122.1924051
530330220012,2018,47.752529,-122.2011306
530330220013,2018,47.7409929,-122.2031182
530330220031,2018,47.7290702,-122.1940405
530330220032,2018,47.7216546,-122.1947118
530330220033,2018,47.7228938,-122.2036787
530330220034,2018,47.7301682,-122.2027947
530330220051,2018,47.7168137,-122.196438
530330220052,2018,47.7076904,-122.1904817
530330220053,2018,47.7129109,-122.1906156
530330220054,2018,47.713532,-122.2023244
530330220061,2018,47.7022079,-122.1952877
530330220062,2018,47.7072833,-122.2025605
530330220063,2018,47.7063145,-122.2079078
530330221011,2018,47.7440432,-122.2454564
530330221012,2018,47.740887,-122.2642394
530330221013,2018,47.7361484,-122.2415858
530330221014,2018,47.7459872,-122.2540285
530330221021,2018,47.7376431,-122.2155623
530330221022,2018,47.7478116,-122.2255405
530330221023,2018,47.7440111,-122.2349405
530330221024,2018,47.7363439,-122.2281551
530330222011,2018,47.7306516,-122.2316669
530330222012,2018,47.7242621,-122.2254446
530330222013,2018,47.7249411,-122.2363729
530330222031,2018,47.7145805,-122.222998
530330222032,2018,47.7148348,-122.2327273
530330222033,2018,47.7030533,-122.2268856
530330222034,2018,47.7056063,-122.2336852
530330222041,2018,47.7302416,-122.2162231
530330222042,2018,47.7250218,-122.2137616
530330222043,2018,47.7212435,-122.214863
530330222051,2018,47.7064047,-122.2139376
530330222052,2018,47.7162278,-122.2127948
530330222053,2018,47.7108455,-122.2133484
530330223001,2018,47.7242614,-122.2556471
530330223002,2018,47.70183,-122.2400962
530330224011,2018,47.6980438,-122.19921
530330224012,2018,47.6905236,-122.2052533
530330224013,2018,47.6915903,-122.1952662
530330224021,2018,47.6839644,-122.2157333
530330224022,2018,47.6905067,-122.2171887
530330224023,2018,47.6827694,-122.2008373
