Geo,SFDU,MFDU,GQDU,Year
530330283003,122,552,0,2018
530330284021,198,58,0,2018
530330284022,284,0,0,2018
530330284023,517,0,0,2018
530330284024,50,0,0,2018
530330284031,180,610,0,2018
530330284032,1,190,0,2018
530330284033,425,68,0,2018
530330284034,129,0,0,2018
530330285001,333,37,0,2018
530330285002,494,0,0,2018
530330285003,89,273,0,2018
530330286001,551,0,0,2018
530330286002,292,26,0,2018
530330286003,468,0,0,2018
530330286004,437,70,0,2018
530330286005,429,0,0,2018
530330287001,575,0,0,2018
530330287002,693,0,0,2018
530330287003,644,0,0,2018
530330288011,348,64,0,2018
530330288012,204,0,0,2018
530330288021,319,11,0,2018
530330288022,483,15,0,2018
530330288023,113,0,0,2018
530330288024,3,0,0,2018
530330289011,180,70,0,2018
530330289012,419,33,0,2018
530330289013,75,323,0,2018
530330289021,10,16,0,2018
530330289022,298,88,0,2018
530330289023,51,83,0,2018
530330289024,50,162,0,2018
530330289025,160,59,0,2018
530330290011,228,391,0,2018
530330290012,610,24,0,2018
530330290013,506,192,0,2018
530330290031,274,74,0,2018
530330290032,193,22,0,2018
530330290033,372,0,0,2018
530330290034,301,0,0,2018
530330290041,323,137,0,2018
530330290042,33,0,0,2018
530330291011,164,164,0,2018
530330291012,8,716,0,2018
530330291021,526,0,0,2018
530330291022,501,0,0,2018
530330291023,198,90,0,2018
530330292031,185,0,0,2018
530330292032,268,51,0,2018
530330292033,42,6,0,2018
530330292051,0,687,0,2018
530330292052,0,189,0,2018
530330292053,0,496,0,2018
530330292061,12,4,0,2018
530330292062,0,2,0,2018
530330292063,45,205,0,2018
530330292071,443,0,0,2018
530330292072,464,0,0,2018
530330292081,112,0,0,2018
530330292082,209,0,0,2018
530330293041,420,0,0,2018
530330293042,417,0,0,2018
530330293043,207,150,0,2018
530330293044,425,0,0,2018
530330293051,460,39,0,2018
530330293052,315,0,0,2018
530330293053,469,0,0,2018
530330293061,464,0,0,2018
530330293062,407,0,0,2018
530330293063,161,321,0,2018
530330293071,586,0,0,2018
530330293072,318,0,0,2018
530330293073,414,0,0,2018
530330293081,422,0,0,2018
530330293082,322,0,0,2018
530330293083,272,89,0,2018
530330293091,263,379,0,2018
530330293092,218,0,0,2018
530330293093,2,299,0,2018
530330294031,422,0,0,2018
530330294032,528,0,0,2018
530330294033,7,120,0,2018
530330294034,448,0,0,2018
530330294051,456,0,0,2018
530330294052,472,0,0,2018
530330294053,489,0,0,2018
530330294054,474,0,0,2018
530330294061,127,0,0,2018
530330294062,957,97,0,2018
530330294063,351,0,0,2018
530330294071,219,0,0,2018
530330294072,256,182,0,2018
530330294073,274,0,0,2018
530330294081,240,0,0,2018
530330294082,431,0,0,2018
530330294083,54,142,0,2018
530330295041,224,38,0,2018
530330295042,48,154,0,2018
530330295043,196,2225,0,2018
530330295051,362,0,0,2018
530330295052,126,0,0,2018
530330295053,6,180,0,2018
530330295061,31,63,0,2018
530330295062,30,114,0,2018
530330295063,11,69,0,2018
530330295071,445,0,0,2018
530330295072,586,32,0,2018
530330295081,419,0,0,2018
530330295082,420,0,0,2018
530330295083,329,0,0,2018
530330296021,624,0,0,2018
530330296022,507,0,0,2018
530330296023,535,0,0,2018
530330296024,383,0,0,2018
530330296031,128,8,0,2018
530330296032,268,149,0,2018
530330296033,375,0,0,2018
530330296041,208,60,0,2018
530330296042,258,0,0,2018
530330296043,368,0,0,2018
530330297011,284,62,0,2018
530330297012,228,34,0,2018
530330297013,460,12,0,2018
530330297021,510,0,0,2018
530330297022,47,346,0,2018
530330298031,91,0,0,2018
530330298032,0,0,0,2018
530330298033,244,42,0,2018
530330298041,482,0,0,2018
530330298042,296,62,0,2018
530330298043,433,0,0,2018
530330298051,447,0,0,2018
530330298052,387,0,0,2018
530330298053,410,0,0,2018
530330298054,404,0,0,2018
530330298061,520,0,0,2018
530330298062,233,124,0,2018
530330298063,463,0,0,2018
530330299011,483,0,0,2018
530330299012,428,0,0,2018
530330299013,355,25,0,2018
530330299021,669,0,0,2018
530330299022,613,0,0,2018
530330299023,532,0,0,2018
530330300031,626,45,0,2018
530330300032,436,92,0,2018
530330300033,171,0,0,2018
530330300034,436,0,0,2018
530330300051,62,372,0,2018
530330300052,552,64,0,2018
530330300053,290,0,0,2018
530330300061,197,0,0,2018
530330300062,84,2,0,2018
530330300063,31,110,0,2018
530330300071,166,0,0,2018
530330300072,0,0,0,2018
530330300081,328,0,0,2018
530330300082,191,70,0,2018
530330300083,155,253,0,2018
530330301011,29,72,0,2018
530330301012,470,0,0,2018
530330301013,537,0,0,2018
530330301021,471,133,0,2018
530330301022,507,0,0,2018
530330301023,398,0,0,2018
530330302011,255,0,0,2018
530330302012,135,0,0,2018
530330302013,592,0,0,2018
530330302014,421,201,0,2018
530330302031,186,43,0,2018
530330302032,307,0,0,2018
530330302033,176,0,0,2018
530330302041,444,0,0,2018
530330302042,310,0,0,2018
530330302043,80,364,0,2018
530330303041,396,0,0,2018
530330303042,377,0,0,2018
530330303043,105,0,0,2018
530330303051,375,144,0,2018
530330303052,378,309,0,2018
530330303053,539,40,0,2018
530330303061,491,0,0,2018
530330303062,412,0,0,2018
530330303063,468,175,0,2018
530330303064,442,0,0,2018
530330303081,408,0,0,2018
530330303082,367,0,0,2018
530330303083,481,0,0,2018
530330303084,0,0,0,2018
530330303091,341,0,0,2018
530330303092,0,112,0,2018
530330303093,106,0,0,2018
530330303094,128,240,0,2018
530330303101,547,0,0,2018
530330303102,421,0,0,2018
530330303103,449,0,0,2018
530330303104,180,0,0,2018
530330303111,409,0,0,2018
530330303112,322,0,0,2018
530330303113,424,23,0,2018
530330303114,331,0,0,2018
530330303121,105,0,0,2018
530330303122,262,0,0,2018
530330303123,433,0,0,2018
530330303124,353,0,0,2018
530330303131,11,206,0,2018
530330303132,52,325,0,2018
530330303133,54,36,0,2018
530330303141,68,0,0,2018
530330303142,290,176,0,2018
530330303143,72,534,0,2018
530330304031,573,0,0,2018
530330304032,473,61,0,2018
530330304033,381,0,0,2018
530330304041,485,0,0,2018
530330304042,526,0,0,2018
530330304043,532,0,0,2018
530330304051,392,0,0,2018
530330304052,368,0,0,2018
530330304053,310,0,0,2018
530330304061,199,0,0,2018
530330304062,504,0,0,2018
530330304071,242,4,0,2018
530330304072,385,0,0,2018
530330305011,187,14,0,2018
530330305012,59,0,0,2018
530330305031,42,11,0,2018
530330305032,433,112,0,2018
530330305033,218,295,0,2018
530330305041,87,57,0,2018
530330305042,191,78,0,2018
530330305043,94,50,0,2018
530330305044,277,80,0,2018
530330306001,456,8,0,2018
530330306002,335,33,0,2018
530330306003,301,10,0,2018
530330306004,225,36,0,2018
530330307001,225,0,0,2018
530330307002,406,0,0,2018
530330307003,59,144,0,2018
530330308011,17,321,0,2018
530330308012,22,367,0,2018
530330308013,45,20,0,2018
530330308014,39,22,0,2018
530330308021,167,0,0,2018
530330308022,676,18,0,2018
530330309011,310,0,0,2018
530330309012,304,3,0,2018
530330309013,344,8,0,2018
530330309021,335,10,0,2018
530330309022,371,0,0,2018
530330309023,140,12,0,2018
530330309024,358,2,0,2018
530330310001,451,0,0,2018
530330310002,262,227,0,2018
530330310003,659,0,0,2018
530330311011,80,66,0,2018
530330311012,345,0,0,2018
530330311013,144,0,0,2018
530330311021,345,0,0,2018
530330311022,403,0,0,2018
530330311023,61,142,0,2018
530330312021,519,0,0,2018
530330312022,296,0,0,2018
530330312023,422,0,0,2018
530330312024,409,0,0,2018
530330312025,349,0,0,2018
530330312041,419,0,0,2018
530330312042,446,0,0,2018
530330312043,494,0,0,2018
530330312044,330,0,0,2018
530330312045,429,0,0,2018
530330312061,166,0,0,2018
530330312062,744,0,0,2018
530330312063,205,227,0,2018
530330312071,336,0,0,2018
530330312072,200,125,0,2018
530330312073,199,0,0,2018
530330312081,218,113,0,2018
530330312082,319,132,0,2018
530330312083,269,69,0,2018
530330313011,451,0,0,2018
530330313012,400,0,0,2018
530330313021,361,20,0,2018
530330313022,302,0,0,2018
530330313023,502,0,0,2018
530330313024,263,4,0,2018
530330314001,507,7,0,2018
530330314002,299,16,0,2018
530330314003,505,16,0,2018
530330314004,547,22,0,2018
530330315011,279,0,0,2018
530330315012,559,0,0,2018
530330315013,322,0,0,2018
530330315021,517,0,0,2018
530330315022,383,136,0,2018
530330315023,431,6,0,2018
530330316011,443,0,0,2018
530330316012,460,0,0,2018
530330316013,514,0,0,2018
530330316014,438,0,0,2018
530330316031,534,0,0,2018
530330316032,374,41,0,2018
530330316033,480,0,0,2018
530330316034,418,0,0,2018
530330316041,420,0,0,2018
530330316042,383,0,0,2018
530330316043,505,0,0,2018
530330316044,416,0,0,2018
530330316051,410,0,0,2018
530330316052,433,0,0,2018
530330316053,410,0,0,2018
530330317041,480,0,0,2018
530330317042,228,172,0,2018
530330317043,347,0,0,2018
530330317044,381,0,0,2018
530330317051,421,0,0,2018
530330317052,412,18,0,2018
530330317053,494,0,0,2018
530330317071,401,0,0,2018
530330317072,464,42,0,2018
530330317073,407,0,0,2018
530330317081,434,127,0,2018
530330317082,202,0,0,2018
530330317083,272,143,0,2018
530330317091,408,0,0,2018
530330317092,422,0,0,2018
530330317093,369,0,0,2018
530330317101,349,2,0,2018
530330317102,480,0,0,2018
530330318001,599,0,0,2018
530330318002,547,0,0,2018
530330318003,518,0,0,2018
530330319041,583,0,0,2018
530330319042,617,0,0,2018
530330319061,333,0,0,2018
530330319062,894,0,0,2018
530330319081,364,287,0,2018
530330319082,64,0,0,2018
530330319083,231,62,0,2018
530330319091,427,84,0,2018
530330319092,437,0,0,2018
530330319101,608,0,0,2018
530330319102,172,305,0,2018
530330319103,171,173,0,2018
530330319111,453,0,0,2018
530330319112,489,0,0,2018
530330319113,443,0,0,2018
530330319121,327,0,0,2018
530330319122,452,0,0,2018
530330319123,450,0,0,2018
530330319131,387,0,0,2018
530330319132,504,0,0,2018
530330319133,360,0,0,2018
530330320021,512,0,0,2018
530330320022,523,0,0,2018
530330320031,592,2,0,2018
530330320032,438,0,0,2018
530330320033,362,0,0,2018
530330320034,345,0,0,2018
530330320051,723,0,0,2018
530330320052,445,0,0,2018
530330320053,390,0,0,2018
530330320054,330,0,0,2018
530330320055,427,0,0,2018
530330320061,429,0,0,2018
530330320062,529,171,0,2018
530330320063,587,0,0,2018
530330320071,342,0,0,2018
530330320072,556,0,0,2018
530330320073,258,24,0,2018
530330320081,539,0,0,2018
530330320082,574,0,0,2018
530330320083,452,0,0,2018
530330320101,295,161,0,2018
530330320102,490,0,0,2018
530330320103,476,0,0,2018
530330320104,553,0,0,2018
530330320111,449,0,0,2018
530330320112,607,0,0,2018
530330320113,431,0,0,2018
530330321021,470,0,0,2018
530330321022,301,0,0,2018
530330321023,407,0,0,2018
530330321024,514,0,0,2018
530330321031,46,242,0,2018
530330321032,311,84,0,2018
530330321033,61,183,0,2018
530330321034,405,88,0,2018
530330321041,963,42,0,2018
530330321042,197,253,0,2018
530330321043,351,110,0,2018
530330322071,403,0,0,2018
530330322072,371,2,0,2018
530330322073,498,63,0,2018
530330322111,333,0,0,2018
530330322112,482,108,0,2018
530330322113,525,64,0,2018
530330322131,532,0,0,2018
530330322132,503,0,0,2018
530330322133,267,174,0,2018
530330322151,545,0,0,2018
530330322152,504,0,0,2018
530330322153,645,0,0,2018
530330322161,476,0,0,2018
530330322162,414,85,0,2018
530330322163,201,321,0,2018
530330322171,510,0,0,2018
530330322172,541,4,0,2018
530330322173,378,0,0,2018
530330322181,337,376,0,2018
530330322182,235,2088,0,2018
530330322183,360,121,0,2018
530330322191,96,457,0,2018
530330322192,24,223,0,2018
530330322193,310,0,0,2018
530330322201,271,22,0,2018
530330322202,272,176,0,2018
530330322203,262,248,0,2018
530330322204,473,302,0,2018
530330322211,444,49,0,2018
530330322212,425,160,0,2018
530330322213,359,97,0,2018
530330322214,370,0,0,2018
530330322215,415,0,0,2018
530330322221,109,286,0,2018
530330322222,281,81,0,2018
530330322223,340,133,0,2018
530330322231,482,0,0,2018
530330322232,485,0,0,2018
530330322233,311,178,0,2018
530330322241,486,0,0,2018
530330322242,495,0,0,2018
530330322251,284,0,0,2018
530330322252,432,0,0,2018
530330322253,354,224,0,2018
530330323071,546,0,0,2018
530330323072,511,0,0,2018
530330323073,570,0,0,2018
530330323074,591,0,0,2018
530330323111,458,0,0,2018
530330323112,592,0,0,2018
530330323113,465,8,0,2018
530330323114,506,0,0,2018
530330323131,155,66,0,2018
530330323132,494,0,0,2018
530330323133,91,204,0,2018
530330323134,0,0,0,2018
530330323151,507,0,0,2018
530330323152,495,0,0,2018
530330323153,449,15,0,2018
530330323154,471,0,0,2018
530330323161,525,0,0,2018
530330323162,510,0,0,2018
530330323163,446,0,0,2018
530330323164,412,24,0,2018
530330323171,549,0,0,2018
530330323172,412,0,0,2018
530330323173,297,0,0,2018
530330323174,394,0,0,2018
530330323175,386,0,0,2018
530330323181,548,0,0,2018
530330323182,505,0,0,2018
530330323183,345,177,0,2018
530330323184,526,0,0,2018
530330323191,610,0,0,2018
530330323192,109,129,0,2018
530330323193,70,326,0,2018
530330323201,468,0,0,2018
530330323202,455,0,0,2018
530330323203,587,0,0,2018
530330323211,571,0,0,2018
530330323212,511,0,0,2018
530330323213,577,0,0,2018
530330323214,603,58,0,2018
530330323221,367,0,0,2018
530330323222,374,0,0,2018
530330323223,391,0,0,2018
530330323231,354,0,0,2018
530330323232,360,0,0,2018
530330323233,580,4,0,2018
530330323234,353,80,0,2018
530330323241,364,0,0,2018
530330323242,243,83,0,2018
530330323243,81,352,0,2018
530330323244,543,6,0,2018
530330323251,138,83,0,2018
530330323252,24,355,0,2018
530330323253,93,163,0,2018
530330323254,480,2,0,2018
530330323261,365,0,0,2018
530330323262,296,0,0,2018
530330323263,436,0,0,2018
530330323271,837,0,0,2018
530330323272,521,0,0,2018
530330323273,706,0,0,2018
530330323281,516,0,0,2018
530330323282,581,0,0,2018
530330323301,0,102,0,2018
530330323302,4,446,0,2018
530330323303,139,101,0,2018
530330323311,0,0,0,2018
530330323312,35,91,0,2018
530330323313,0,81,0,2018
530330323321,458,0,0,2018
530330323322,545,0,0,2018
530330323323,250,242,0,2018
530330323331,540,0,0,2018
530330323332,292,260,0,2018
530330324011,498,12,0,2018
530330324012,592,0,0,2018
530330324013,499,10,0,2018
530330324014,497,0,0,2018
530330324021,556,0,0,2018
530330324022,531,85,0,2018
530330324023,518,0,0,2018
530330324024,559,0,0,2018
530330325001,530,0,0,2018
530330325002,509,0,0,2018
530330325003,408,0,0,2018
530330325004,562,0,0,2018
530330326011,441,0,0,2018
530330326012,459,0,0,2018
530330326031,328,0,0,2018
530330326032,573,0,0,2018
530330326033,451,48,0,2018
530330326041,426,82,0,2018
530330326042,566,44,0,2018
530330326043,523,66,0,2018
530330326051,352,197,0,2018
530330326052,418,0,0,2018
530330326053,271,50,0,2018
530330327031,445,16,0,2018
530330327032,229,0,0,2018
530330327041,524,0,0,2018
530330327042,594,0,0,2018
530330327043,541,0,0,2018
530330327044,396,123,0,2018
530330327051,434,0,0,2018
530330327052,214,0,0,2018
530330327053,485,0,0,2018
530330327061,471,0,0,2018
530330327062,341,0,0,2018
530330327063,390,152,0,2018
530330328001,295,0,0,2018
530330328002,517,0,0,2018
530330328003,586,0,0,2018
530339901000,0,0,0,2018
530350801011,429,0,0,2018
530350801012,296,0,0,2018
530350801021,172,0,0,2018
530350801022,358,0,0,2018
530350801023,478,0,0,2018
530350802001,684,0,0,2018
530350802002,258,0,0,2018
530350803001,124,0,0,2018
530350803002,349,0,0,2018
530350803003,54,0,0,2018
530350804001,391,0,0,2018
530350804002,478,0,0,2018
530350804003,463,0,0,2018
530350805001,101,0,0,2018
530350805002,267,0,0,2018
530350805003,268,0,0,2018
530350806001,500,0,0,2018
530350806002,302,0,0,2018
530350806003,447,0,0,2018
530350806004,374,0,0,2018
530350807001,439,0,0,2018
530350807002,273,0,0,2018
530350807003,547,0,0,2018
530350808001,0,0,0,2018
530350808002,0,0,0,2018
530350809001,272,0,0,2018
530350809002,489,0,0,2018
530350809003,229,0,0,2018
530350809004,325,0,0,2018
530350810001,149,0,0,2018
530350810002,635,0,0,2018
530350810003,292,0,0,2018
530350811001,431,0,0,2018
530350811002,421,0,0,2018
530350812001,482,0,0,2018
530350812002,523,0,0,2018
530350814001,0,0,0,2018
530350901011,659,0,0,2018
530350901012,443,0,0,2018
530350901013,648,0,0,2018
530350901014,885,0,0,2018
530350901021,668,0,0,2018
530350901022,508,0,0,2018
530350901023,505,0,0,2018
530350901024,697,0,0,2018
530350902011,508,0,0,2018
530350902012,452,0,0,2018
530350902013,482,0,0,2018
530350902014,443,0,0,2018
530350902021,611,0,0,2018
530350902022,460,0,0,2018
530350902023,498,0,0,2018
530350902024,436,0,0,2018
530350903001,0,0,0,2018
530350903002,0,0,0,2018
530350903003,0,0,0,2018
530350903004,2,0,0,2018
530350903005,0,0,0,2018
530350904001,612,0,0,2018
530350904002,500,0,0,2018
530350904003,559,0,0,2018
530350905011,223,0,0,2018
530350905012,223,0,0,2018
530350905013,414,0,0,2018
530350905014,186,0,0,2018
530350905021,534,0,0,2018
530350905022,523,0,0,2018
530350905023,583,0,0,2018
530350907001,535,0,0,2018
530350907002,565,0,0,2018
530350907003,524,0,0,2018
530350907004,566,0,0,2018
530350908001,453,0,0,2018
530350908002,565,0,0,2018
530350908003,782,0,0,2018
530350909011,65,6,0,2018
530350909012,223,0,0,2018
530350909013,329,0,0,2018
530350909021,346,0,0,2018
530350909022,558,0,0,2018
530350909023,326,0,0,2018
530350910011,401,0,0,2018
530350910012,561,0,0,2018
530350910013,384,0,0,2018
530350910021,419,0,0,2018
530350910022,519,0,0,2018
530350910023,506,0,0,2018
530350911001,504,0,0,2018
530350911002,716,0,0,2018
530350911003,670,0,0,2018
530350912011,111,0,0,2018
530350912012,389,0,0,2018
530350912013,466,0,0,2018
530350912041,279,0,0,2018
530350912042,602,0,0,2018
530350912043,4,0,0,2018
530350912051,471,0,0,2018
530350912052,403,0,0,2018
530350912053,465,0,0,2018
530350912061,175,0,0,2018
530350912062,0,0,0,2018
530350912063,130,0,0,2018
530350913011,542,0,0,2018
530350913012,774,0,0,2018
530350913013,500,0,0,2018
530350913021,452,0,0,2018
530350913022,522,0,0,2018
530350913023,399,0,0,2018
530350913024,384,0,0,2018
530350913025,383,0,0,2018
530350914001,722,0,0,2018
530350914002,537,0,0,2018
530350915001,490,0,0,2018
530350915002,424,0,0,2018
530350915003,459,0,0,2018
530350916001,463,0,0,2018
530350916002,566,0,0,2018
530350916003,334,0,0,2018
530350916004,136,0,0,2018
530350917011,530,0,0,2018
530350917012,459,0,0,2018
530350917013,414,0,0,2018
530350917021,450,0,0,2018
530350917022,454,0,0,2018
530350917023,228,0,0,2018
530350918001,626,0,0,2018
530350918002,507,0,0,2018
530350919001,432,0,0,2018
530350919002,479,0,0,2018
530350919003,428,0,0,2018
530350920001,579,0,0,2018
530350920002,553,0,0,2018
530350920003,529,0,0,2018
530350920004,705,0,0,2018
530350921011,329,0,0,2018
530350921012,477,0,0,2018
530350921013,749,0,0,2018
530350921021,446,0,0,2018
530350921022,472,0,0,2018
530350921023,463,0,0,2018
530350922001,507,0,0,2018
530350922002,551,0,0,2018
530350922003,278,0,0,2018
530350922004,309,0,0,2018
530350923001,408,0,0,2018
530350923002,399,0,0,2018
530350923003,556,0,0,2018
530350923004,424,0,0,2018
530350924001,469,0,0,2018
530350924002,434,0,0,2018
530350924003,400,0,0,2018
530350924004,333,0,0,2018
530350925001,647,0,0,2018
530350925002,432,0,0,2018
530350925003,347,0,0,2018
530350925004,467,0,0,2018
530350926001,783,0,0,2018
530350926002,627,0,0,2018
530350926003,532,0,0,2018
530350926004,528,0,0,2018
530350927011,629,0,0,2018
530350927012,634,0,0,2018
530350927013,515,0,0,2018
530350927041,773,0,0,2018
530350927042,599,0,0,2018
530350927043,3,0,0,2018
530350928011,486,0,0,2018
530350928012,504,0,0,2018
530350928013,561,0,0,2018
530350928021,527,0,0,2018
530350928022,528,0,0,2018
530350928023,569,0,0,2018
530350928031,531,0,0,2018
530350928032,550,0,0,2018
530350929011,697,0,0,2018
530350929012,567,0,0,2018
530350929013,505,0,0,2018
530350929014,497,0,0,2018
530350929021,565,0,0,2018
530350929022,477,0,0,2018
530350929023,552,0,0,2018
530350929024,474,0,0,2018
530359400001,540,0,0,2018
530359400002,397,0,0,2018
530359400003,592,0,0,2018
530359401001,510,0,0,2018
530359401002,643,0,0,2018
530359401003,632,0,0,2018
530359401004,621,0,0,2018
530359901000,0,0,0,2018
530530602001,47,217,0,2018
530530603001,412,0,0,2018
530530603002,490,83,0,2018
530530603003,647,78,0,2018
530530604001,569,0,0,2018
530530604002,500,10,0,2018
530530604003,596,0,0,2018
530530605001,498,23,0,2018
530530605002,514,0,0,2018
530530605003,504,0,0,2018
530530606001,503,64,0,2018
530530606002,204,108,0,2018
530530606003,214,47,0,2018
530530606004,402,26,0,2018
530530607001,451,0,0,2018
530530607002,450,0,0,2018
530530607003,405,0,0,2018
530530607004,418,0,0,2018
530530607005,158,0,0,2018
530530608001,414,0,0,2018
530530608002,558,0,0,2018
530530608003,668,0,0,2018
530530608004,576,0,0,2018
530530609031,333,0,0,2018
530530609032,387,22,0,2018
530530609033,261,176,0,2018
530530609041,520,0,0,2018
530530609042,219,0,0,2018
530530609043,547,0,0,2018
530530609044,96,63,0,2018
530530609061,327,0,0,2018
530530609062,450,0,0,2018
530530609071,113,0,0,2018
530530609072,33,331,0,2018
530530609073,395,0,0,2018
530530609081,449,0,0,2018
530530609082,496,0,0,2018
530530610011,278,232,0,2018
530530610012,550,0,0,2018
530530610013,374,10,0,2018
530530610021,325,0,0,2018
530530610022,264,68,0,2018
530530610023,192,0,0,2018
530530611001,537,6,0,2018
530530611002,488,0,0,2018
530530611003,396,0,0,2018
530530611004,275,0,0,2018
530530611005,329,24,0,2018
530530612001,330,0,0,2018
530530612002,502,0,0,2018
530530612003,418,0,0,2018
530530612004,437,0,0,2018
530530613001,200,0,0,2018
530530613002,275,0,0,2018
530530613003,422,0,0,2018
530530613004,346,0,0,2018
530530614001,115,0,0,2018
530530614002,9,0,0,2018
530530614003,102,0,0,2018
530530615011,14,112,0,2018
530530615012,1,34,0,2018
530530615021,44,565,0,2018
530530615022,63,4,0,2018
530530616011,9,142,0,2018
530530616012,0,143,0,2018
530530616021,39,133,0,2018
530530617001,75,28,0,2018
530530617002,433,0,0,2018
530530617003,451,89,0,2018
530530617004,227,41,0,2018
530530618001,401,0,0,2018
530530618002,408,0,0,2018
530530619001,183,100,0,2018
530530619002,304,0,0,2018
530530620001,437,0,0,2018
530530620002,469,0,0,2018
530530620003,378,44,0,2018
530530623001,546,0,0,2018
530530623002,430,0,0,2018
530530623003,474,0,0,2018
530530623004,376,0,0,2018
530530624001,506,0,0,2018
530530624002,446,0,0,2018
530530624003,519,0,0,2018
530530624004,532,0,0,2018
530530625011,515,0,0,2018
530530625012,497,0,0,2018
530530625013,468,0,0,2018
530530625021,546,0,0,2018
530530625022,538,0,0,2018
530530626001,162,0,0,2018
530530626002,52,263,0,2018
530530626003,350,0,0,2018
530530628011,379,0,0,2018
530530628012,134,0,0,2018
530530628013,118,0,0,2018
530530628014,0,0,0,2018
530530628021,429,0,0,2018
530530628022,354,0,0,2018
530530628023,526,0,0,2018
530530629011,69,0,0,2018
530530629012,54,0,0,2018
530530629013,212,15,0,2018
530530629021,486,0,0,2018
530530629022,512,0,0,2018
530530629023,438,0,0,2018
530530630001,409,36,0,2018
530530630002,508,0,0,2018
530530631001,563,2,0,2018
530530631002,573,0,0,2018
530530631003,509,0,0,2018
530530632001,468,0,0,2018
530530632002,429,0,0,2018
530530632003,473,0,0,2018
530530632004,496,0,0,2018
530530633011,410,0,0,2018
530530633012,357,0,0,2018
530530633013,292,0,0,2018
530530633021,367,0,0,2018
530530633022,431,0,0,2018
530530633023,386,0,0,2018
530530634011,461,0,0,2018
530530634012,279,79,0,2018
530530634013,429,0,0,2018
530530634021,466,26,0,2018
530530634022,222,20,0,2018
530530634023,413,0,0,2018
530530635011,542,0,0,2018
530530635012,335,0,0,2018
530530635013,333,0,0,2018
530530635021,257,0,0,2018
530530635022,402,0,0,2018
530530635023,327,0,0,2018
530530635024,445,0,0,2018
530530701001,569,6,0,2018
530530701002,0,0,0,2018
530530701003,398,0,0,2018
530530701004,270,0,0,2018
530530702041,297,0,0,2018
530530702042,266,0,0,2018
530530702043,184,0,0,2018
530530702051,215,0,0,2018
530530702052,332,0,0,2018
530530702053,344,0,0,2018
530530702061,491,0,0,2018
530530702062,448,0,0,2018
530530702063,341,0,0,2018
530530702071,348,0,0,2018
530530702072,368,0,0,2018
530530702073,884,0,0,2018
530530702081,390,0,0,2018
530530702082,1112,0,0,2018
530530702083,438,0,0,2018
530530702091,309,0,0,2018
530530702092,292,0,0,2018
530530702093,142,0,0,2018
530530703071,430,0,0,2018
530530703072,521,0,0,2018
530530703073,406,0,0,2018
530530703074,342,0,0,2018
530530703081,503,0,0,2018
530530703082,404,13,0,2018
530530703083,258,52,0,2018
530530703091,486,0,0,2018
530530703092,504,0,0,2018
530530703093,425,0,0,2018
530530703094,400,0,0,2018
530530703101,306,0,0,2018
530530703102,392,0,0,2018
530530703103,322,0,0,2018
530530703104,384,0,0,2018
530530703111,395,0,0,2018
530530703112,473,0,0,2018
530530703113,494,0,0,2018
530530703121,555,0,0,2018
530530703122,452,0,0,2018
530530703123,552,0,0,2018
530530703124,577,0,0,2018
530530703131,428,0,0,2018
530530703132,356,0,0,2018
530530703133,397,0,0,2018
530530703134,357,0,0,2018
530530703135,531,0,0,2018
530530703141,679,0,0,2018
530530703142,531,0,0,2018
530530703151,402,0,0,2018
530530703152,628,0,0,2018
530530703153,417,0,0,2018
530530703154,463,0,0,2018
530530703161,8,255,0,2018
530530703162,0,0,0,2018
530530703163,245,451,0,2018
530530703164,76,585,0,2018
530530704011,337,0,0,2018
530530704012,201,0,0,2018
530530704031,321,14,0,2018
530530704032,422,0,0,2018
530530704033,466,61,0,2018
530530704041,497,0,0,2018
530530704042,583,0,0,2018
530530704043,375,0,0,2018
530530704044,419,0,0,2018
530530707031,264,0,0,2018
530530707032,230,1,0,2018
530530707033,133,0,0,2018
530530707034,346,0,0,2018
530530707035,432,0,0,2018
530530711001,326,0,0,2018
530530711002,363,0,0,2018
530530712051,311,0,0,2018
530530712052,302,0,0,2018
530530712053,481,0,0,2018
530530712054,376,0,0,2018
530530712061,445,0,0,2018
530530712062,134,0,0,2018
530530712063,170,0,0,2018
530530712064,381,0,0,2018
530530712065,449,0,0,2018
530530712071,397,73,0,2018
530530712072,429,0,0,2018
530530712073,11,0,0,2018
530530712074,116,0,0,2018
530530712091,784,0,0,2018
530530712092,284,0,0,2018
530530712093,341,0,0,2018
530530712101,457,0,0,2018
530530712102,412,0,0,2018
530530712103,475,0,0,2018
530530712104,491,0,0,2018
530530712111,137,49,0,2018
530530712112,219,0,0,2018
530530712113,290,0,0,2018
530530712121,165,0,0,2018
530530712122,132,0,0,2018
530530712123,576,0,0,2018
530530713041,153,216,0,2018
530530713042,410,0,0,2018
530530713043,275,34,0,2018
530530713044,413,0,0,2018
530530713051,295,0,0,2018
530530713052,450,0,0,2018
530530713053,275,0,0,2018
530530713061,379,0,0,2018
530530713062,413,0,0,2018
530530713063,348,0,0,2018
530530713064,424,0,0,2018
530530713065,389,0,0,2018
530530713071,348,0,0,2018
530530713072,384,0,0,2018
530530713073,279,0,0,2018
530530713074,108,0,0,2018
530530713091,434,0,0,2018
530530713092,327,0,0,2018
530530713093,418,0,0,2018
530530713101,790,0,0,2018
530530713102,437,0,0,2018
530530713103,415,0,0,2018
530530713104,519,0,0,2018
530530714031,413,2,0,2018
