Geo,RetEmp,SvcEmp,TotEmp,Year
530330250053,2,25,184.0,2018
530330250061,1,6,73.0,2018
530330250062,0,0,0.0,2018
530330250063,0,19,128.0,2018
530330250064,8,9,516.0,2018
530330250071,14,10,105.0,2018
530330250072,0,0,2.0,2018
530330250073,0,0,0.0,2018
530330250081,0,0,0.0,2018
530330250082,3,11,176.0,2018
530330251011,59,19,438.0,2018
530330251012,14,17,111.0,2018
530330251013,0,0,0.0,2018
530330251014,3,19,114.0,2018
530330251031,109,0,384.0,2018
530330251032,9,0,105.0,2018
530330251033,2,0,163.0,2018
530330251041,2,0,132.0,2018
530330251042,0,0,0.0,2018
530330251043,0,0,220.0,2018
530330252011,1,0,123.0,2018
530330252012,0,0,0.0,2018
530330252013,0,0,0.0,2018
530330252021,3,3,121.0,2018
530330252022,5,3,41.0,2018
530330252023,2,3,381.0,2018
530330253021,533,456,4880.0,2018
530330253022,358,228,1942.0,2018
530330253023,277,262,2958.0,2018
530330253024,6,81,8388.0,2018
530330253031,373,69,2866.0,2018
530330253032,214,45,3132.0,2018
530330253041,0,42,470.0,2018
530330253042,5,20,188.0,2018
530330254011,38,9,722.0,2018
530330254012,36,21,137.0,2018
530330254013,19,11,115.0,2018
530330254021,2,7,107.0,2018
530330254022,0,4,117.0,2018
530330254023,3,3,163.0,2018
530330255001,14,20,256.0,2018
530330255002,24,9,256.0,2018
530330255003,1,8,65.0,2018
530330256011,20,15,153.0,2018
530330256012,12,70,757.0,2018
530330256013,0,8,30.0,2018
530330256021,6,7,105.0,2018
530330256022,2,7,55.0,2018
530330256023,2,9,100.0,2018
530330256024,1,0,125.0,2018
530330257021,0,0,0.0,2018
530330257022,0,0,0.0,2018
530330257023,0,0,104.0,2018
530330257031,5,7,234.0,2018
530330257032,6,13,265.0,2018
530330257041,23,16,465.0,2018
530330257042,0,0,0.0,2018
530330258031,0,0,0.0,2018
530330258032,3,16,101.0,2018
530330258033,2,5,37.0,2018
530330258041,0,2,150.0,2018
530330258042,0,0,0.0,2018
530330258043,0,2,314.0,2018
530330258051,0,11,331.0,2018
530330258052,3,2,108.0,2018
530330258053,8,7,80.0,2018
530330258061,2,15,4364.0,2018
530330258062,18,7,355.0,2018
530330258063,1,15,297.0,2018
530330260011,0,0,0.0,2018
530330260012,0,0,0.0,2018
530330260013,0,0,137.0,2018
530330260014,0,0,176.0,2018
530330260031,6,2,71.0,2018
530330260032,2,8,61.0,2018
530330260033,0,2,12.0,2018
530330260041,6,6,207.0,2018
530330260042,21,44,123.0,2018
530330260043,8,4,42.0,2018
530330261011,14,9,11258.0,2018
530330261012,2,0,13.0,2018
530330261013,0,0,63.0,2018
530330261021,1,0,6.0,2018
530330261022,1,2,110.0,2018
530330261023,11,102,195.0,2018
530330262001,9520,3824,49460.0,2018
530330262002,16,76,650.0,2018
530330262003,0,180,359.0,2018
530330262004,11,119,817.0,2018
530330263001,424,274,4922.0,2018
530330263002,166,8,375.0,2018
530330264001,67,137,1319.0,2018
530330264002,7,51,195.0,2018
530330264003,40,15,775.0,2018
530330264004,7,44,879.0,2018
530330265001,7,1,246.0,2018
530330265002,101,15,449.0,2018
530330265003,9,1,60.0,2018
530330266001,24,23,215.0,2018
530330266002,2,189,372.0,2018
530330267001,0,1,23.0,2018
530330267002,2,2,22.0,2018
530330267003,8,1,48.0,2018
530330267004,0,2,106.0,2018
530330268011,1,1,34.0,2018
530330268012,10,0,42.0,2018
530330268013,86,16,186.0,2018
530330268014,0,7,77.0,2018
530330268021,0,0,328.0,2018
530330268022,0,0,0.0,2018
530330268023,0,0,0.0,2018
530330268024,0,0,109.0,2018
530330270001,0,0,58.0,2018
530330270002,0,0,0.0,2018
530330270003,0,0,98.0,2018
530330271001,0,20,511.0,2018
530330271002,7,0,88.0,2018
530330271003,18,0,32.0,2018
530330272001,185,76,2943.0,2018
530330272002,337,131,5144.0,2018
530330273001,7,13,140.0,2018
530330273002,30,16,101.0,2018
530330273003,6,16,262.0,2018
530330273004,0,7,74.0,2018
530330274001,4,6,41.0,2018
530330274002,2,31,148.0,2018
530330274003,333,24,464.0,2018
530330274004,0,8,27.0,2018
530330275001,5,4,423.0,2018
530330275002,75,35,264.0,2018
530330275003,23,15,305.0,2018
530330276001,0,1,5.0,2018
530330276002,2,0,137.0,2018
530330276003,1,8,84.0,2018
530330277011,15,9,180.0,2018
530330277012,119,56,712.0,2018
530330277013,81,34,605.0,2018
530330277014,30,25,334.0,2018
530330277021,1,5,10.0,2018
530330277022,2,4,12.0,2018
530330277023,0,5,13.0,2018
530330278001,0,0,0.0,2018
530330278002,0,0,0.0,2018
530330279011,16,12,357.0,2018
530330279012,2,4,133.0,2018
530330279013,22,38,422.0,2018
530330279021,240,51,636.0,2018
530330279022,205,30,739.0,2018
530330279023,63,103,1207.0,2018
530330280001,136,53,423.0,2018
530330280002,19,2,188.0,2018
530330280003,118,11,166.0,2018
530330281001,10,31,245.0,2018
530330281002,150,172,1733.0,2018
530330282001,45,59,9113.0,2018
530330282002,23,36,328.0,2018
530330282003,15,16,239.0,2018
530330283001,5,18,325.0,2018
530330283002,3,3,23.0,2018
530330283003,286,168,5534.0,2018
530330284021,86,89,333.0,2018
530330284022,8,80,335.0,2018
530330284023,1,10,183.0,2018
530330284024,266,516,13214.0,2018
530330284031,10,1467,2898.0,2018
530330284032,5,149,297.0,2018
530330284033,3,9,507.0,2018
530330284034,0,55,128.0,2018
530330285001,32,15,76.0,2018
530330285002,10,39,433.0,2018
530330285003,20,8,85.0,2018
530330286001,1,2,23.0,2018
530330286002,70,9,155.0,2018
530330286003,9,1,35.0,2018
530330286004,22,30,241.0,2018
530330286005,9,6,187.0,2018
530330287001,5,16,143.0,2018
530330287002,2,3,74.0,2018
530330287003,0,11,119.0,2018
530330288011,74,61,1138.0,2018
530330288012,80,528,4209.0,2018
530330288021,7,337,9188.0,2018
530330288022,13,28,813.0,2018
530330288023,4,17,185.0,2018
530330288024,3,13,114.0,2018
530330289011,3,32,665.0,2018
530330289012,7,3,59.0,2018
530330289013,55,64,720.0,2018
530330289021,2,3,36.0,2018
530330289022,3,45,49.0,2018
530330289023,2,22,196.0,2018
530330289024,47,40,137.0,2018
530330289025,32,53,602.0,2018
530330290011,1,7,225.0,2018
530330290012,0,0,0.0,2018
530330290013,8,21,384.0,2018
530330290031,1,1,875.0,2018
530330290032,1,2,105.0,2018
530330290033,0,3,9.0,2018
530330290034,0,0,22.0,2018
530330290041,301,405,1236.0,2018
530330290042,281,32,532.0,2018
530330291011,14,3,79.0,2018
530330291012,0,0,9.0,2018
530330291021,0,3,21.0,2018
530330291022,0,0,26.0,2018
530330291023,2,2,74.0,2018
530330292031,84,112,1024.0,2018
530330292032,275,345,3319.0,2018
530330292033,76,114,1554.0,2018
530330292051,0,4,431.0,2018
530330292052,0,8,257.0,2018
530330292053,0,0,0.0,2018
530330292061,2479,1509,57189.0,2018
530330292062,133,28,1093.0,2018
530330292063,28,14,769.0,2018
530330292071,162,1,202.0,2018
530330292072,4,15,115.0,2018
530330292081,7,1,229.0,2018
530330292082,38,45,550.0,2018
530330293041,0,0,0.0,2018
530330293042,0,0,54.0,2018
530330293043,0,0,79.0,2018
530330293044,0,0,0.0,2018
530330293051,0,4,102.0,2018
530330293052,0,7,26.0,2018
530330293053,2,2,42.0,2018
530330293061,0,0,62.0,2018
530330293062,0,0,0.0,2018
530330293063,1,1,8.0,2018
530330293071,0,0,0.0,2018
530330293072,1,16,503.0,2018
530330293073,2,1,85.0,2018
530330293081,10,11,228.0,2018
530330293082,0,1,122.0,2018
530330293083,5,10,54.0,2018
530330293091,159,19,388.0,2018
530330293092,213,97,674.0,2018
530330293093,6,8,205.0,2018
530330294031,0,0,88.0,2018
530330294032,0,0,0.0,2018
530330294033,0,0,0.0,2018
530330294034,0,0,0.0,2018
530330294051,0,0,0.0,2018
530330294052,0,0,65.0,2018
530330294053,0,0,0.0,2018
530330294054,0,0,77.0,2018
530330294061,2,0,11.0,2018
530330294062,2,5,139.0,2018
530330294063,0,0,0.0,2018
530330294071,1,3,78.0,2018
530330294072,13,20,250.0,2018
530330294073,28,4,84.0,2018
530330294081,0,0,78.0,2018
530330294082,0,0,0.0,2018
530330294083,0,0,0.0,2018
530330295041,95,34,776.0,2018
530330295042,61,5,305.0,2018
530330295043,3,14,132.0,2018
530330295051,47,35,259.0,2018
530330295052,15,29,626.0,2018
530330295053,0,3,8.0,2018
530330295061,365,54,782.0,2018
530330295062,0,0,33.0,2018
530330295063,142,45,442.0,2018
530330295071,1,8,578.0,2018
530330295072,27,54,343.0,2018
530330295081,8,11,115.0,2018
530330295082,0,0,0.0,2018
530330295083,0,5,4820.0,2018
530330296021,0,0,6.0,2018
530330296022,0,0,0.0,2018
530330296023,0,0,0.0,2018
530330296024,0,0,284.0,2018
530330296031,3,10,253.0,2018
530330296032,6,7,59.0,2018
530330296033,0,0,0.0,2018
530330296041,203,34,440.0,2018
530330296042,1,15,281.0,2018
530330296043,3,2,29.0,2018
530330297011,8,76,715.0,2018
530330297012,289,177,4261.0,2018
530330297013,2,9,81.0,2018
530330297021,0,6,308.0,2018
530330297022,0,40,1429.0,2018
530330298031,12,1,60.0,2018
530330298032,3,23,336.0,2018
530330298033,0,0,2.0,2018
530330298041,11,4,67.0,2018
530330298042,0,0,0.0,2018
530330298043,4,4,248.0,2018
530330298051,1,0,8.0,2018
530330298052,0,0,0.0,2018
530330298053,1,1,72.0,2018
530330298054,3,2,109.0,2018
530330298061,1,0,108.0,2018
530330298062,2,2,225.0,2018
530330298063,2,1,33.0,2018
530330299011,1,11,176.0,2018
530330299012,7,1,314.0,2018
530330299013,0,8,79.0,2018
530330299021,0,14,192.0,2018
530330299022,0,6,69.0,2018
530330299023,0,69,2090.0,2018
530330300031,67,19,315.0,2018
530330300032,5,27,97.0,2018
530330300033,215,64,482.0,2018
530330300034,2,1,39.0,2018
530330300051,24,1,46.0,2018
530330300052,1,2,110.0,2018
530330300053,13,5,57.0,2018
530330300061,59,70,218.0,2018
530330300062,737,235,2279.0,2018
530330300063,109,68,666.0,2018
530330300071,0,0,0.0,2018
530330300072,0,0,0.0,2018
530330300081,0,0,0.0,2018
530330300082,0,0,80.0,2018
530330300083,0,0,0.0,2018
530330301011,4,22,157.0,2018
530330301012,3,4,28.0,2018
530330301013,1,2,24.0,2018
530330301021,0,3,282.0,2018
530330301022,0,0,0.0,2018
530330301023,1,7,45.0,2018
530330302011,5,2,166.0,2018
530330302012,2,1,113.0,2018
530330302013,0,0,0.0,2018
530330302014,2,5,146.0,2018
530330302031,210,5,364.0,2018
530330302032,0,5,237.0,2018
530330302033,0,5,24.0,2018
530330302041,3,7,47.0,2018
530330302042,33,18,452.0,2018
530330302043,42,25,207.0,2018
530330303041,5,5,121.0,2018
530330303042,96,13,514.0,2018
530330303043,875,133,1949.0,2018
530330303051,1,8,24.0,2018
530330303052,0,3,311.0,2018
530330303053,3,1,81.0,2018
530330303061,8,12,133.0,2018
530330303062,0,0,69.0,2018
530330303063,0,6,14.0,2018
530330303064,0,0,0.0,2018
530330303081,0,0,0.0,2018
530330303082,0,0,96.0,2018
530330303083,0,0,0.0,2018
530330303084,0,3,659.0,2018
530330303091,7,17,185.0,2018
530330303092,0,1,516.0,2018
530330303093,147,12,536.0,2018
530330303094,0,0,0.0,2018
530330303101,1,8,35.0,2018
530330303102,5,7,157.0,2018
530330303103,299,36,562.0,2018
530330303104,0,5,215.0,2018
530330303111,0,0,0.0,2018
530330303112,11,28,173.0,2018
530330303113,3,1,161.0,2018
530330303114,0,0,0.0,2018
530330303121,22,10,100.0,2018
530330303122,51,11,138.0,2018
530330303123,0,0,0.0,2018
530330303124,0,0,0.0,2018
530330303131,652,219,1973.0,2018
530330303132,42,21,362.0,2018
530330303133,711,302,6938.0,2018
530330303141,451,171,3883.0,2018
530330303142,3,5,32.0,2018
530330303143,1,16,562.0,2018
530330304031,0,0,0.0,2018
530330304032,3,29,78.0,2018
530330304033,0,1,9.0,2018
530330304041,0,2,175.0,2018
530330304042,0,0,0.0,2018
530330304043,0,0,28.0,2018
530330304051,21,8,312.0,2018
530330304052,2,5,193.0,2018
530330304053,0,0,0.0,2018
530330304061,0,0,0.0,2018
530330304062,3,5,119.0,2018
530330304071,12,64,860.0,2018
530330304072,5,63,1013.0,2018
530330305011,1262,1317,14139.0,2018
530330305012,766,134,4268.0,2018
530330305031,103,33,763.0,2018
530330305032,124,54,4123.0,2018
530330305033,81,43,554.0,2018
530330305041,62,21,295.0,2018
530330305042,7,11,59.0,2018
530330305043,93,16,326.0,2018
530330305044,0,6,229.0,2018
530330306001,6,12,199.0,2018
530330306002,0,4,333.0,2018
530330306003,186,72,1048.0,2018
530330306004,79,28,996.0,2018
530330307001,6,36,433.0,2018
530330307002,143,53,1264.0,2018
530330307003,2,3,151.0,2018
530330308011,1947,505,11555.0,2018
530330308012,1,5,201.0,2018
530330308013,7,36,380.0,2018
530330308014,8,6,350.0,2018
530330308021,0,0,0.0,2018
530330308022,36,30,395.0,2018
530330309011,1,9,508.0,2018
530330309012,26,31,830.0,2018
530330309013,3,15,1356.0,2018
530330309021,2,0,14.0,2018
530330309022,0,3,45.0,2018
530330309023,0,3,88.0,2018
530330309024,7,2,202.0,2018
530330310001,0,0,0.0,2018
530330310002,1,53,437.0,2018
530330310003,4,12,166.0,2018
530330311011,5,0,1238.0,2018
530330311012,1,0,4.0,2018
530330311013,0,0,109.0,2018
530330311021,0,0,6.0,2018
530330311022,0,0,298.0,2018
530330311023,1,0,19.0,2018
530330312021,0,0,375.0,2018
530330312022,8,2,60.0,2018
530330312023,0,3,53.0,2018
530330312024,3,7,1476.0,2018
530330312025,0,0,1400.0,2018
530330312041,0,17,87.0,2018
530330312042,0,13,140.0,2018
530330312043,0,3,69.0,2018
530330312044,0,1,103.0,2018
530330312045,3,2,52.0,2018
530330312061,3,7,1276.0,2018
530330312062,0,1,11.0,2018
530330312063,2,5,48.0,2018
530330312071,4,7,47.0,2018
530330312072,3,5,242.0,2018
530330312073,6,5,142.0,2018
530330312081,0,0,0.0,2018
530330312082,0,0,0.0,2018
530330312083,7,20,298.0,2018
530330313011,16,6,121.0,2018
530330313012,7,4,156.0,2018
530330313021,7,8,32.0,2018
530330313022,2,2,648.0,2018
530330313023,116,2,151.0,2018
530330313024,14,9,70.0,2018
530330314001,251,114,1950.0,2018
530330314002,85,40,1508.0,2018
530330314003,2,13,368.0,2018
530330314004,11,10,255.0,2018
530330315011,1,2,32.0,2018
530330315012,0,1,27.0,2018
530330315013,5,2,61.0,2018
530330315021,36,16,176.0,2018
530330315022,8,9,159.0,2018
530330315023,91,8,308.0,2018
530330316011,0,0,200.0,2018
530330316012,0,0,46.0,2018
530330316013,0,0,0.0,2018
530330316014,0,0,0.0,2018
530330316031,32,19,185.0,2018
530330316032,21,23,216.0,2018
530330316033,4,12,149.0,2018
530330316034,67,36,394.0,2018
530330316041,0,0,0.0,2018
530330316042,10,42,291.0,2018
530330316043,0,0,0.0,2018
530330316044,0,0,0.0,2018
530330316051,2,17,45.0,2018
530330316052,1,0,81.0,2018
530330316053,2,4,94.0,2018
530330317041,83,62,299.0,2018
530330317042,2,9,213.0,2018
530330317043,30,4,112.0,2018
530330317044,14,4,94.0,2018
530330317051,6,7,81.0,2018
530330317052,4,13,480.0,2018
530330317053,0,0,0.0,2018
530330317071,0,0,12.0,2018
530330317072,0,13,38.0,2018
530330317073,0,0,0.0,2018
530330317081,1,1,94.0,2018
530330317082,0,3,37.0,2018
530330317083,0,3,20.0,2018
530330317091,0,0,251.0,2018
530330317092,5,1,112.0,2018
530330317093,10,4,103.0,2018
530330317101,1258,229,2877.0,2018
530330317102,2,5,147.0,2018
530330318001,30,10,87.0,2018
530330318002,1,2,137.0,2018
530330318003,0,22,415.0,2018
530330319041,0,5,257.0,2018
530330319042,0,2,406.0,2018
530330319061,0,1,186.0,2018
530330319062,2,5,137.0,2018
530330319081,0,2,26.0,2018
530330319082,3,18,402.0,2018
530330319083,150,67,459.0,2018
530330319091,6,8,46.0,2018
530330319092,0,2,61.0,2018
530330319101,0,0,48.0,2018
530330319102,0,1,19.0,2018
530330319103,0,0,0.0,2018
530330319111,0,0,0.0,2018
530330319112,0,0,0.0,2018
530330319113,0,0,46.0,2018
530330319121,8,17,109.0,2018
530330319122,0,34,155.0,2018
530330319123,0,0,0.0,2018
530330319131,0,0,0.0,2018
530330319132,0,2,397.0,2018
530330319133,0,5,25.0,2018
530330320021,27,29,390.0,2018
530330320022,0,0,0.0,2018
530330320031,99,29,442.0,2018
530330320032,0,5,192.0,2018
530330320033,0,0,0.0,2018
530330320034,8,2,62.0,2018
530330320051,1,6,125.0,2018
530330320052,0,0,0.0,2018
530330320053,0,1,112.0,2018
530330320054,0,0,0.0,2018
530330320055,92,11,316.0,2018
530330320061,0,1,21.0,2018
530330320062,17,16,131.0,2018
530330320063,15,16,203.0,2018
530330320071,0,2,422.0,2018
530330320072,0,5,36.0,2018
530330320073,4,2,441.0,2018
530330320081,0,0,0.0,2018
530330320082,0,0,0.0,2018
530330320083,0,0,0.0,2018
530330320101,18,71,700.0,2018
530330320102,69,10,325.0,2018
530330320103,0,0,0.0,2018
530330320104,6,27,392.0,2018
530330320111,0,0,0.0,2018
530330320112,2,8,144.0,2018
530330320113,209,54,735.0,2018
530330321021,8,4,77.0,2018
530330321022,1,6,69.0,2018
530330321023,4,14,601.0,2018
530330321024,0,0,0.0,2018
530330321031,1161,884,5926.0,2018
530330321032,124,255,2044.0,2018
530330321033,52,209,1357.0,2018
530330321034,1,52,249.0,2018
530330321041,0,0,131.0,2018
530330321042,10,50,537.0,2018
530330321043,1,21,199.0,2018
530330322071,0,0,0.0,2018
530330322072,0,0,6.0,2018
530330322073,0,0,0.0,2018
530330322111,23,56,250.0,2018
530330322112,0,0,243.0,2018
530330322113,0,0,9.0,2018
530330322131,0,0,0.0,2018
530330322132,0,0,0.0,2018
530330322133,0,0,0.0,2018
530330322151,0,4,16.0,2018
530330322152,0,2,52.0,2018
530330322153,0,0,88.0,2018
530330322161,0,0,0.0,2018
530330322162,0,0,158.0,2018
530330322163,0,0,0.0,2018
530330322171,0,0,0.0,2018
530330322172,0,0,91.0,2018
530330322173,0,0,0.0,2018
530330322181,0,10,233.0,2018
530330322182,0,369,458.0,2018
530330322183,0,0,90.0,2018
530330322191,147,26,807.0,2018
530330322192,1336,211,9879.0,2018
530330322193,7,20,350.0,2018
530330322201,239,89,1563.0,2018
530330322202,59,15,358.0,2018
530330322203,131,42,845.0,2018
530330322204,0,0,0.0,2018
530330322211,0,0,0.0,2018
530330322212,5,32,131.0,2018
530330322213,0,0,0.0,2018
530330322214,8,103,562.0,2018
530330322215,0,54,573.0,2018
530330322221,0,0,0.0,2018
530330322222,0,0,0.0,2018
530330322223,0,0,0.0,2018
530330322231,0,0,0.0,2018
530330322232,0,0,0.0,2018
530330322233,0,0,0.0,2018
530330322241,0,0,181.0,2018
530330322242,0,3,221.0,2018
530330322251,0,0,0.0,2018
530330322252,12,1,307.0,2018
530330322253,0,0,0.0,2018
530330323071,70,40,356.0,2018
530330323072,0,10,49.0,2018
530330323073,1,10,145.0,2018
530330323074,0,15,230.0,2018
530330323111,0,0,0.0,2018
530330323112,0,0,66.0,2018
530330323113,0,0,95.0,2018
530330323114,0,0,50.0,2018
530330323131,22,4,541.0,2018
530330323132,386,35,4926.0,2018
530330323133,1286,438,10864.0,2018
530330323134,0,0,0.0,2018
530330323151,0,10,32.0,2018
530330323152,0,3,15.0,2018
530330323153,1,2,43.0,2018
530330323154,0,1,6.0,2018
530330323161,0,0,0.0,2018
530330323162,0,0,0.0,2018
530330323163,0,0,73.0,2018
530330323164,0,0,54.0,2018
530330323171,0,0,0.0,2018
530330323172,0,0,7.0,2018
530330323173,0,0,0.0,2018
530330323174,0,0,0.0,2018
530330323175,0,0,0.0,2018
530330323181,0,0,3.0,2018
530330323182,0,0,0.0,2018
530330323183,0,0,95.0,2018
530330323184,0,0,236.0,2018
530330323191,127,59,3324.0,2018
530330323192,191,184,1343.0,2018
530330323193,1094,367,4223.0,2018
530330323201,1,41,447.0,2018
530330323202,0,8,51.0,2018
530330323203,49,35,582.0,2018
530330323211,0,1,44.0,2018
530330323212,34,45,611.0,2018
530330323213,1,2,26.0,2018
530330323214,13,20,90.0,2018
530330323221,3,3,110.0,2018
530330323222,1,4,91.0,2018
530330323223,0,0,0.0,2018
530330323231,77,35,294.0,2018
530330323232,11,39,526.0,2018
530330323233,6,19,275.0,2018
530330323234,0,0,0.0,2018
530330323241,5,11,73.0,2018
530330323242,8,11,211.0,2018
530330323243,8,20,142.0,2018
530330323244,7,24,215.0,2018
530330323251,14,38,302.0,2018
530330323252,0,0,0.0,2018
530330323253,1,3,36.0,2018
530330323254,5,22,363.0,2018
530330323261,5,19,61.0,2018
530330323262,13,9,193.0,2018
530330323263,21,19,222.0,2018
530330323271,3,23,64.0,2018
530330323272,2,20,250.0,2018
530330323273,0,0,0.0,2018
530330323281,14,0,149.0,2018
530330323282,2,14,327.0,2018
530330323301,94,90,803.0,2018
530330323302,0,0,0.0,2018
530330323303,707,635,8762.0,2018
530330323311,130,135,1055.0,2018
530330323312,527,523,4452.0,2018
530330323313,67,53,668.0,2018
530330323321,0,0,14.0,2018
530330323322,0,0,119.0,2018
530330323323,29,6,183.0,2018
530330323331,0,0,0.0,2018
530330323332,31,11,308.0,2018
530330324011,6,34,549.0,2018
530330324012,0,0,54.0,2018
530330324013,78,51,864.0,2018
530330324014,0,0,25.0,2018
530330324021,4,2,17.0,2018
530330324022,0,9,97.0,2018
530330324023,1,2,75.0,2018
530330324024,3,3,12.0,2018
530330325001,0,7,55.0,2018
530330325002,4,40,181.0,2018
530330325003,31,9,704.0,2018
530330325004,0,4,31.0,2018
530330326011,0,12,441.0,2018
530330326012,3,4,54.0,2018
530330326031,0,0,0.0,2018
530330326032,8,15,153.0,2018
530330326033,9,231,581.0,2018
530330326041,4,4,75.0,2018
530330326042,17,12,1405.0,2018
530330326043,16,78,627.0,2018
530330326051,15,94,362.0,2018
530330326052,0,0,0.0,2018
530330326053,0,0,0.0,2018
530330327031,2,0,1429.0,2018
530330327032,52,136,800.0,2018
530330327041,86,28,528.0,2018
530330327042,29,37,365.0,2018
530330327043,268,145,1511.0,2018
530330327044,424,47,1155.0,2018
530330327051,5,3,52.0,2018
530330327052,1,4,15.0,2018
530330327053,1,1,72.0,2018
530330327061,0,0,0.0,2018
530330327062,0,0,0.0,2018
530330327063,2,5,95.0,2018
530330328001,0,6,159.0,2018
530330328002,5,9,55.0,2018
530330328003,1,354,449.0,2018
530339901000,0,0,0.0,2018
530350801011,4,19,132.0,2018
530350801012,8,8,119.0,2018
530350801021,6,2,209.0,2018
530350801022,31,29,221.0,2018
530350801023,115,36,551.0,2018
530350802001,55,0,454.0,2018
530350802002,163,33,765.0,2018
530350803001,26,14,2355.0,2018
530350803002,7,223,460.0,2018
530350803003,6,6,491.0,2018
530350804001,33,55,292.0,2018
530350804002,3,12,282.0,2018
530350804003,1,4,50.0,2018
530350805001,87,120,1872.0,2018
530350805002,62,224,1618.0,2018
530350805003,17,17,211.0,2018
530350806001,13,17,212.0,2018
530350806002,8,17,60.0,2018
530350806003,128,18,183.0,2018
530350806004,4,21,1317.0,2018
530350807001,0,2,29.0,2018
530350807002,41,96,600.0,2018
530350807003,29,8,314.0,2018
530350808001,1,0,32.0,2018
530350808002,3,4,478.0,2018
530350809001,260,111,1852.0,2018
530350809002,0,84,286.0,2018
530350809003,25,35,284.0,2018
530350809004,7,11,248.0,2018
530350810001,89,34,578.0,2018
530350810002,47,67,350.0,2018
530350810003,551,32,623.0,2018
530350811001,262,122,1138.0,2018
530350811002,10,6,958.0,2018
530350812001,40,23,243.0,2018
530350812002,31,27,170.0,2018
530350814001,0,3,12935.0,2018
530350901011,3,4,44.0,2018
530350901012,45,20,715.0,2018
530350901013,9,20,347.0,2018
530350901014,5,3,46.0,2018
530350901021,51,12,147.0,2018
530350901022,10,16,241.0,2018
530350901023,18,26,405.0,2018
530350901024,0,3,27.0,2018
530350902011,251,6,615.0,2018
530350902012,0,3,40.0,2018
530350902013,29,2,89.0,2018
530350902014,97,10,456.0,2018
530350902021,3,11,218.0,2018
530350902022,17,10,136.0,2018
530350902023,27,5,129.0,2018
530350902024,16,9,58.0,2018
530350903001,0,0,0.0,2018
530350903002,0,76,1018.0,2018
530350903003,0,0,0.0,2018
530350903004,0,0,0.0,2018
530350903005,0,0,2104.0,2018
530350904001,21,9,79.0,2018
530350904002,16,18,222.0,2018
530350904003,32,51,545.0,2018
530350905011,92,41,627.0,2018
530350905012,147,78,1081.0,2018
530350905013,221,64,1551.0,2018
530350905014,138,107,1077.0,2018
530350905021,564,0,1182.0,2018
530350905022,51,11,605.0,2018
530350905023,0,63,489.0,2018
530350907001,17,5,172.0,2018
530350907002,1,49,104.0,2018
530350907003,20,18,328.0,2018
530350907004,0,9,43.0,2018
530350908001,0,37,249.0,2018
530350908002,28,63,381.0,2018
530350908003,14,21,156.0,2018
530350909011,439,252,2548.0,2018
530350909012,95,23,713.0,2018
530350909013,0,10,247.0,2018
530350909021,34,146,1335.0,2018
530350909022,25,36,169.0,2018
530350909023,57,54,505.0,2018
530350910011,3,2,36.0,2018
530350910012,4,4,81.0,2018
530350910013,2,24,153.0,2018
530350910021,0,44,117.0,2018
530350910022,7,64,233.0,2018
530350910023,1,9,40.0,2018
530350911001,9,14,1723.0,2018
530350911002,0,2,101.0,2018
530350911003,3,7,132.0,2018
530350912011,1145,618,5244.0,2018
530350912012,61,37,400.0,2018
530350912013,6,4,150.0,2018
530350912041,39,5,109.0,2018
530350912042,6,7,199.0,2018
530350912043,453,67,1660.0,2018
530350912051,0,0,0.0,2018
530350912052,0,0,57.0,2018
530350912053,0,0,134.0,2018
530350912061,0,0,0.0,2018
530350912062,0,0,0.0,2018
530350912063,0,0,0.0,2018
530350913011,0,6,10.0,2018
530350913012,0,0,5.0,2018
530350913013,0,1,52.0,2018
530350913021,0,4,24.0,2018
530350913022,2,7,189.0,2018
530350913023,0,51,174.0,2018
530350913024,0,1,32.0,2018
530350913025,4,3,227.0,2018
530350914001,0,0,0.0,2018
530350914002,0,0,9.0,2018
530350915001,0,0,88.0,2018
530350915002,0,0,233.0,2018
530350915003,0,0,0.0,2018
530350916001,1,2,112.0,2018
530350916002,6,4,62.0,2018
530350916003,0,0,92.0,2018
530350916004,80,4,175.0,2018
530350917011,0,0,57.0,2018
530350917012,0,0,0.0,2018
530350917013,0,0,58.0,2018
530350917021,0,0,0.0,2018
530350917022,0,0,0.0,2018
530350917023,0,0,0.0,2018
530350918001,239,91,963.0,2018
530350918002,0,1,17.0,2018
530350919001,81,56,410.0,2018
530350919002,0,0,34.0,2018
530350919003,0,1,12.0,2018
530350920001,1,0,33.0,2018
530350920002,1,0,38.0,2018
530350920003,0,0,29.0,2018
530350920004,0,0,15.0,2018
530350921011,396,51,1129.0,2018
530350921012,25,53,309.0,2018
530350921013,42,0,166.0,2018
530350921021,150,43,926.0,2018
530350921022,0,0,0.0,2018
530350921023,27,7,176.0,2018
530350922001,373,161,2543.0,2018
530350922002,144,28,799.0,2018
530350922003,14,14,357.0,2018
530350922004,4,11,135.0,2018
530350923001,1,2,75.0,2018
530350923002,601,129,1920.0,2018
530350923003,257,44,601.0,2018
530350923004,15,3,102.0,2018
530350924001,0,1,445.0,2018
530350924002,6,1,9.0,2018
530350924003,2,1,14.0,2018
530350924004,0,2,6.0,2018
530350925001,0,1,49.0,2018
530350925002,32,79,458.0,2018
530350925003,14,55,1132.0,2018
530350925004,40,30,370.0,2018
530350926001,0,0,13.0,2018
530350926002,0,0,45.0,2018
